floor_rate,floor_agg,coupled_t_rate,coupled_t_agg
0.022702,19.239114,0.006385,5.411201
0.027425,23.241199,0.044717,37.895269
0.043471,36.839498,0.028055,23.775239
0.035913,30.434951,0.006449,5.465502
0.026995,22.876665,0.064182,54.390875
0.028540,24.185885,0.049318,41.794345
0.015768,13.362485,0.061703,52.290603
0.034218,28.998295,0.036291,36.363267
0.052009,44.075005,0.011594,9.824952
0.002616,2.217093,-0.002049,-1.736691
0.041374,35.062094,0.037559,31.829183
0.028277,23.963446,0.022578,19.133719
0.020507,17.379084,0.062983,53.375338
0.061820,52.389214,0.059068,50.057297
0.012216,10.352769,-0.035749,-35.820233
0.032728,27.735009,0.015863,13.443032
0.043091,36.517691,0.008509,8.525978
0.042378,35.913152,0.060450,51.228559
0.031497,26.692526,0.018079,15.321296
0.040101,33.983413,0.026058,22.083307
0.047077,39.895833,0.042274,35.824961
0.029036,24.606255,0.013895,13.922935
0.027797,23.556934,0.026031,22.060062
0.001956,1.657388,0.012918,10.947123
0.053810,45.601405,0.054265,45.986840
0.013583,11.510626,0.038525,32.648249
0.024941,21.136179,0.058905,49.919119
0.021076,17.860600,0.066617,56.454860
0.024382,20.662305,0.064211,54.416023
0.026891,22.788842,0.018158,15.388257
0.009054,7.672897,0.026683,22.612731
0.068623,58.154631,0.025603,21.697136
0.054005,45.766438,0.052911,44.839886
0.028888,24.481148,0.037587,31.852851
0.013392,11.349065,0.015951,13.517727
0.038662,32.764370,0.012997,11.014280
0.010306,8.733463,0.031895,27.029569
0.026771,22.686908,0.013640,11.559507
0.029769,25.227709,0.008961,8.978726
0.001683,1.426581,0.005457,5.467387
0.027769,23.532519,0.048044,40.714943
0.043140,36.559206,0.021950,18.601616
0.038035,32.232580,0.012295,10.419409
0.068618,58.150791,0.001997,1.692317
0.009198,7.795027,0.061960,52.507954
0.037763,32.002056,0.048592,48.688580
0.028770,24.381567,0.052049,44.108988
-0.001620,-1.372842,0.032739,27.744411
0.021686,18.378234,0.026134,22.146903
0.025429,21.549641,0.028635,24.266676
0.015741,13.340062,0.024664,20.901516
0.052934,44.859156,0.013462,13.488424
0.062395,52.877131,0.025111,21.280020
0.029568,25.057868,0.025024,21.206715
0.033317,28.234857,0.040668,34.464154
0.036114,30.605029,0.051389,43.549631
0.021085,17.868803,0.012127,10.277290
0.012823,10.866576,-0.003912,-3.315487
0.019059,16.151423,0.095850,81.228314
0.002193,1.858566,0.061373,52.010666
0.027179,23.032809,0.023779,20.151767
0.042484,36.003199,0.024648,20.888381
0.035164,29.799656,0.047732,40.450214
0.012401,10.509645,0.001863,1.578417
0.028958,24.540299,0.052656,44.623362
0.028877,24.471502,0.066572,56.416519
0.051776,43.877430,0.017067,14.463184
0.054540,46.219852,0.007516,6.369748
0.042164,35.732172,0.038658,32.761197
0.020558,17.422245,0.027067,22.937632
0.015685,13.291867,0.034031,28.839590
0.006343,5.375053,0.046438,39.354152
0.026796,22.708298,0.016677,14.133052
0.024044,20.376464,0.053361,45.220914
0.020823,17.646470,0.012051,10.212681
0.015609,13.227894,0.005383,4.561989
0.035073,29.722330,0.009026,7.648705
0.027276,23.115150,0.027263,23.103954
0.030898,26.184622,0.012500,10.592956
0.023972,20.314711,0.005990,6.002026
0.047761,40.475544,0.002387,2.022904
0.019252,16.314776,0.031917,27.048227
0.062171,52.686726,0.048568,41.159018
0.030913,26.197175,0.015703,13.307121
0.024733,20.959819,0.005924,5.020637
0.037450,31.736689,0.026132,22.145483
0.035073,29.722861,0.007046,7.060391
-0.003467,-2.938203,0.012579,10.659895
0.016048,13.599951,0.030414,25.774186
0.019464,16.494721,0.010025,8.495931
0.002748,2.328459,0.018309,15.515695
0.025733,21.807696,0.011351,11.373881
0.036031,30.534627,0.061926,52.479296
0.033268,28.192918,0.037081,31.424314
0.027899,23.643331,0.022932,19.433424
0.018454,15.639131,0.027789,23.550272
0.025582,21.679276,0.038749,38.826330
0.012513,10.604297,0.025167,21.328248
0.027163,23.019187,0.014464,12.257479
0.012558,10.642416,0.005211,4.415932
0.022267,18.870408,0.031041,26.305510
0.012271,10.399367,0.031638,26.811788
0.018834,15.960970,0.019109,16.193826
0.027134,22.994729,0.056622,47.984278
0.058656,49.708305,0.062354,52.842089
0.014206,12.039036,0.041769,35.397594
0.056944,48.257513,0.049927,42.310627
0.058199,49.321102,0.013585,11.512532
0.025423,21.544537,0.012814,10.859293
0.031183,26.426374,0.056860,48.186278
0.051701,43.814463,0.024892,24.941486
0.028820,24.423354,0.053654,45.469392
0.017970,15.228373,0.044480,37.694996
0.018657,15.811163,0.027178,23.031900
0.027653,23.434501,0.016129,13.668473
0.032189,27.278645,0.008426,7.140779
0.028229,23.922722,0.029739,25.202170
0.023300,19.745418,0.017850,15.126819
0.049160,41.660973,-0.003872,-3.879465
0.055492,47.026667,0.035355,29.962071
0.044317,37.556314,0.051635,43.758305
0.029825,25.275103,0.030179,25.574896
0.017985,15.241780,0.031288,26.515322
0.030789,26.092392,0.030269,25.651204
0.027518,23.320608,0.053165,45.054801
0.032196,27.284992,0.044813,37.976461
0.020037,16.980404,0.022257,18.861665
0.014643,12.409143,0.055860,55.971104
0.022594,19.147598,0.065966,55.903375
0.037026,31.377570,0.045521,38.577290
0.018851,15.975606,0.063191,53.551384
0.031722,26.882659,0.023118,19.591590
0.027340,23.169249,0.001877,1.590899
0.017114,14.503409,0.039933,33.840989
0.027840,23.592656,0.040665,34.461919
0.024380,20.660574,0.017623,14.934494
0.019015,16.113941,0.005086,4.310325
0.018282,15.493156,0.070590,59.821624
0.006518,5.523906,0.021377,18.116107
0.033747,28.598821,0.028272,23.959114
0.004341,3.678828,0.027029,22.905656
0.055504,47.036794,0.039948,40.027435
0.024145,20.461804,0.025802,21.865753
0.021837,18.505733,0.022266,18.869414
0.030779,26.083334,0.019922,16.882950
0.023042,19.527302,-0.000064,-0.054478
0.028032,23.755566,0.057725,48.919527
0.025745,21.817315,0.038187,38.263629
0.033360,28.271108,0.017282,14.646006
0.015202,12.883372,0.006407,5.429547
0.044895,38.046526,0.046835,39.690123
0.013351,11.314430,0.053382,45.238656
0.054467,46.158448,0.029016,24.589997
0.035106,29.750271,-0.024452,-24.500819
0.038857,32.929536,0.027695,23.470421
0.023919,20.270494,0.054901,46.526253
0.031512,26.705181,0.024702,20.933944
0.025142,21.306331,0.061256,51.911422
0.040853,34.621254,0.015667,15.698011
0.032055,27.164857,0.008497,7.200876
0.012247,10.378387,0.023712,20.095080
0.006275,5.317498,0.050307,42.632445
0.025500,21.610093,0.057339,57.453855
0.024689,20.922410,0.061637,52.234054
0.002463,2.087140,0.013473,13.499385
0.029696,25.165739,0.015214,12.893053
0.020902,17.713375,0.048007,40.683245
0.041588,35.244064,0.072759,61.660095
0.033599,28.473708,0.032417,32.481794
0.026965,22.851528,0.027312,23.145308
0.023588,19.989728,0.055964,56.076039
0.028205,23.902621,0.025723,25.773946
0.039000,33.050464,0.013409,11.363564
0.013352,11.315000,0.033808,28.650437
0.054051,45.805981,0.034122,28.917104
0.024727,20.954691,0.027939,23.677089
0.041755,35.385207,0.059998,50.845543
0.017735,15.029948,0.058188,49.311302
0.018959,16.066635,0.035931,30.449602
0.038678,32.777959,0.040010,33.906225
0.003202,2.713138,0.008794,7.452566
0.052889,44.820519,0.031601,26.779954
0.055366,46.920441,0.029736,25.200066
0.057757,48.945951,0.025340,21.474388
0.037618,31.879538,0.025977,26.029079
0.006924,5.867868,0.007522,6.374891
0.026335,22.317569,0.051623,43.748414
0.060861,51.577176,0.025666,21.750308
0.004158,3.524057,0.075178,63.709717
0.047176,39.979468,0.032871,27.856768
0.026783,22.697269,0.059650,50.550538
0.028958,24.540869,0.061266,61.388515
0.023478,19.896619,0.030252,25.636734
0.012535,10.623007,0.030206,25.598100
0.048063,40.731070,0.007247,6.141380
0.054964,46.579591,0.032938,27.913165
0.013286,11.259341,0.031740,26.898107
0.019685,16.682343,-0.063360,-63.486484
0.011546,9.785034,0.027065,22.935971
0.030196,25.589347,0.055578,47.099351
0.032018,27.134065,0.041275,34.978621
0.039102,33.137240,0.000838,0.710449
0.031730,26.889295,0.005701,4.831058
0.040757,34.539432,0.028319,23.999053
0.039904,33.816916,0.019123,19.161224
0.027862,23.611599,0.037709,31.956609
0.036865,31.240983,0.037125,31.461923
0.041376,35.064462,0.022651,19.196036
0.055405,46.953123,0.046048,39.023516
0.022494,19.062392,0.029512,25.009630
0.047614,40.350911,0.046792,39.654232
0.011215,9.504326,0.005849,4.956752
0.035729,30.278290,0.008603,7.290473
0.021625,18.326284,0.011777,9.980366
0.025843,21.901078,-0.006320,-5.355667
0.019883,16.849792,0.033707,28.564787
0.049772,42.179134,0.027456,23.267873
0.030093,25.502108,0.059969,50.820558
0.025238,21.388321,0.026825,22.733055
0.049528,41.972669,0.054147,54.254801
0.002507,2.124961,0.003842,3.255910
0.010673,9.044816,0.017644,17.679270
0.004209,3.567015,0.054479,54.587884
0.024391,20.669790,0.014339,12.151456
0.025382,21.510452,0.045694,38.723544
0.028970,24.550715,0.026487,22.446055
0.002696,2.284432,0.011487,9.734773
0.027166,23.021977,0.036496,30.928436
0.043856,37.166084,0.029282,24.815184
0.015886,13.462833,0.010339,8.761809
0.027261,23.102093,0.053043,44.951797
0.055964,47.427085,0.017524,14.850744
0.010924,9.257632,0.018667,18.704214
0.030713,26.027575,0.047543,40.290396
0.014957,12.675320,0.006169,5.228174
0.029098,24.659407,0.059713,50.604037
0.052796,44.742022,0.093742,93.928801
0.059004,50.002892,0.002113,1.790954
0.007670,6.499975,0.022691,19.229207
0.010694,9.062386,0.083377,83.543096
0.046372,39.298105,0.029276,24.809718
0.003693,3.129715,0.009958,8.439252
0.020839,17.659901,0.023820,20.185973
0.057987,49.141302,0.022557,19.115606
0.037505,31.784033,0.032117,27.217798
0.033983,28.799344,0.011695,11.718400
0.034800,29.491369,0.003886,3.292935
0.013331,11.297239,0.029722,25.188375
0.025969,22.007191,0.032395,27.453182
0.019569,16.583497,0.026567,22.514024
0.048362,40.984689,0.040014,33.910379
0.045949,38.939732,0.017311,14.670259
0.040335,34.181683,0.018579,15.744433
0.017705,15.004168,0.017242,14.611378
0.034298,29.065702,0.037550,31.821992
0.018606,15.767824,0.033089,28.041078
0.048692,41.264376,0.056903,48.222708
0.033909,28.736409,0.034163,28.951918
0.056050,47.500123,-0.037143,-37.216608
0.022868,19.379234,0.005751,4.873789
0.029981,25.407104,0.051587,43.717693
0.052092,44.145903,0.010131,8.585347
0.002260,1.915501,0.083960,84.126987
0.025513,21.621352,0.041542,35.204539
0.018202,15.425097,0.028363,24.035944
0.032473,27.519125,0.012561,10.645178
0.002350,1.991104,0.058042,49.188191
0.008951,7.585441,0.061949,52.498444
0.016682,14.137231,0.021419,21.461280
0.041332,35.027199,0.042070,35.652541
0.020232,17.145795,0.022174,18.791322
0.015405,13.055389,0.028224,23.918114
0.037721,31.966471,0.022505,19.071767
0.014130,11.974314,0.015617,13.234270
0.062163,52.680308,0.004486,3.801739
-0.001168,-0.989927,0.039140,33.169513
0.027543,23.341089,0.063937,54.183541
0.066097,56.013901,0.024712,20.942092
0.044492,37.704740,0.051600,43.728836
0.020349,17.245042,0.010858,9.201954
0.027544,23.342399,0.054745,46.393875
0.016834,14.265678,0.041888,35.498398
0.005186,4.394592,0.049724,42.138789
0.034635,29.351800,0.022266,18.869551
0.033200,28.135367,0.031596,26.776338
0.006693,5.672228,0.043724,37.053622
0.021041,17.830855,0.067339,57.066599
0.004100,3.474426,0.040342,34.188088
0.038819,32.896942,0.021899,18.558369
0.001754,1.486586,0.036982,31.340296
0.023919,20.270205,0.053297,45.166275
0.025126,21.293265,0.032733,32.798312
0.029318,24.845876,0.003107,2.633382
0.033187,28.124104,0.022015,18.656936
0.011933,10.112843,0.004934,4.943828
0.053620,45.440582,0.021015,17.809063
0.055655,47.165012,0.033011,27.975365
0.041598,35.252004,0.028278,23.964047
0.032499,27.540979,0.020954,17.757904
0.049543,41.985294,0.007635,6.469921
0.048337,40.963682,0.043870,43.957696
0.021660,18.356067,0.004005,3.394349
0.033193,28.129323,0.054185,45.919502
0.002380,2.017305,0.047725,40.444665
0.009075,7.690857,0.020593,20.634518
0.024891,21.094007,0.014273,12.095721
-0.004444,-3.766347,0.043178,36.591264
0.041320,35.016478,0.014045,11.902537
0.046911,39.754559,0.007020,5.949422
0.032264,27.342324,0.047628,40.362405
-0.000461,-0.390734,0.018366,18.402554
0.068557,58.099038,0.038912,32.976009
0.022968,19.464562,0.056319,47.727742
0.026144,22.155899,0.036720,31.118642
0.041245,34.953206,0.004252,3.603648
0.011071,9.382020,0.034424,29.172338
0.020092,17.026949,0.008885,7.529296
0.023871,20.229742,0.042256,35.810367
-0.000917,-0.777066,0.008593,7.282463
0.030351,25.721284,0.003007,3.012818
0.030595,25.928198,0.044334,37.570542
0.021412,18.145638,0.002113,1.790648
0.044804,37.969610,0.033700,28.558813
0.021622,18.323205,0.011179,9.473957
0.053608,45.430291,0.023399,19.829701
0.025591,21.686939,0.017321,14.679024
0.024069,20.397151,0.022073,18.705436
0.028026,23.750297,0.031791,26.941226
0.008614,7.299835,0.017625,17.660424
0.021546,18.259302,0.006081,5.153551
0.035436,30.030493,0.068762,68.898833
0.026292,22.280877,0.025876,21.928826
0.036010,30.516646,0.046686,46.778894
0.008402,7.120028,0.024250,20.550385
0.041813,35.434589,0.012395,10.503929
0.058591,49.653477,0.023315,19.758086
0.008465,7.173680,0.022019,18.659877
0.010773,9.129932,0.040022,33.916931
0.011836,10.030472,0.047909,40.600266
0.044626,37.818677,0.044774,37.944184
0.028349,24.024386,0.035137,29.776559
0.040004,33.901450,0.046644,39.528489
0.034510,29.245726,0.032867,27.852856
0.017205,14.580790,0.051578,43.710235
0.003716,3.148841,0.016240,13.762208
0.037277,31.590455,0.020537,17.404141
0.017091,14.484085,0.019718,16.710031
0.029946,25.377690,0.034916,34.986048
0.016357,13.861747,0.020491,17.364856
0.020800,17.627340,0.028305,23.987322
0.014050,11.907011,0.032460,27.508602
0.021865,18.529481,0.051148,43.345419
0.038896,32.962767,0.040300,34.152603
0.035753,30.298860,0.016213,13.739337
0.030390,25.754302,0.026350,22.330621
0.034315,29.080584,0.006261,5.305762
0.033377,28.285356,0.011737,9.946783
0.014100,11.948971,0.027995,23.724185
0.047236,40.030500,0.010198,8.642189
0.029346,24.869573,0.011659,9.880680
0.058469,49.549835,0.012946,10.970715
0.054070,45.821351,0.004081,3.458244
0.018210,15.432120,0.057811,48.992171
0.046776,39.640327,0.050096,42.453860
-0.005913,-5.011391,0.045706,45.797113
0.059492,50.416509,0.009451,8.009338
0.006977,5.912703,0.030230,25.618484
0.016513,13.993881,0.008649,8.666013
0.028471,24.128048,0.037355,31.656615
0.033403,28.307171,0.019319,16.371977
0.059800,50.677256,0.017855,15.130992
0.039540,33.508544,0.009974,8.452183
0.037053,31.401058,0.018704,15.850633
0.025343,21.477406,0.042216,35.775991
0.016424,13.918532,0.028901,24.492539
0.011510,9.754150,0.005928,5.939831
0.009146,7.750802,0.048597,41.183753
0.017341,14.695819,0.035055,35.125244
0.059212,50.179648,0.000317,0.317427
0.011683,9.900721,0.023375,19.809408
0.051941,44.017632,0.009934,8.418688
0.030829,26.126244,0.016304,13.816504
0.030043,25.459689,0.040277,34.132568
0.009275,7.859725,-0.002021,-1.713051
0.023575,19.978763,0.003675,3.114523
-0.003150,-2.669138,0.049911,42.297422
0.044904,38.053827,0.047573,40.316124
0.033429,28.329064,0.043001,36.441209
0.054473,46.163319,0.027720,23.491422
0.013086,11.090147,0.061080,61.201990
0.008626,7.310502,-0.011248,-11.270586
0.045752,38.772609,0.019338,16.387899
0.021414,18.147192,0.023295,19.741789
0.029233,24.773711,0.037711,37.786541
0.025217,21.370435,0.032297,27.370545
0.024773,20.993971,0.018763,15.900571
0.028969,24.550017,0.029448,24.955828
0.037127,31.463291,0.019627,16.632768
0.047194,39.994354,0.029461,24.966407
0.030519,25.863243,0.048530,48.626646
0.057702,48.899525,0.015040,12.745365
0.024525,20.783943,0.022176,18.792874
0.023960,20.305104,0.009954,8.435223
0.036376,30.827214,0.009934,8.418663
0.033954,28.774305,0.004293,4.301408
0.039105,33.139900,0.020012,16.958845
0.030269,25.651349,0.024707,20.937734
0.050189,42.532650,0.048557,41.149321
0.027320,23.152116,0.021153,17.925796
0.022038,18.676262,0.039330,39.408162
0.013666,11.581401,0.033097,28.048455
0.050357,42.674796,0.055326,46.885954
0.041617,35.268463,0.060793,51.519581
0.049746,42.157785,0.014147,14.174999
0.008520,7.220279,0.013541,11.475438
0.027742,23.510381,0.008373,7.095855
0.028771,24.382123,0.032953,27.926094
0.050484,42.782671,0.022313,18.909584
0.051840,43.932199,0.030686,30.747128
0.032788,27.786473,0.005028,4.261238
0.049765,42.173682,0.021591,18.297157
0.023975,20.317281,0.015409,13.058776
0.021037,17.828253,0.022779,22.824122
0.038378,32.523195,0.043738,37.065562
0.013562,11.493335,0.032405,27.461650
0.056731,48.076575,-0.008578,-7.269097
0.046120,39.084402,0.054924,46.545739
0.052913,44.841494,0.008557,7.251725
0.001048,0.887905,0.067495,57.198426
0.006231,5.280527,0.032185,27.275461
0.050054,42.418088,0.052550,44.533593
0.006362,5.391392,0.019464,16.494762
0.057402,48.645136,0.037842,32.069135
0.027315,23.148311,0.029292,24.823247
0.039432,33.416566,0.029620,25.101843
0.020613,17.468687,0.050017,50.116817
0.058207,49.328081,0.004561,3.865591
0.020151,17.076845,0.030983,26.256263
0.024673,20.909220,0.016344,13.850561
0.026038,22.065873,0.003103,2.629474
0.008824,7.478296,0.029935,29.994629
0.033267,28.192379,0.027891,23.636295
0.021249,18.007727,0.030208,25.599668
0.013781,11.679109,0.047215,40.012740
0.006363,5.392398,0.013020,11.033516
0.029830,25.279637,0.032771,27.771909
0.007557,6.404068,0.056363,47.764644
0.022700,19.237063,0.021370,18.109931
0.035472,30.060450,0.006584,5.579723
0.043249,36.651650,0.013904,11.783267
0.032596,27.623216,-0.055869,-55.980665
0.017223,14.595776,0.026146,22.157598
0.014528,12.312186,0.058851,58.968639
0.016144,13.681546,0.043920,44.008042
-0.003645,-3.088918,0.044200,37.457231
0.030377,25.742717,0.050657,42.929197
0.051347,43.514517,-0.012581,-12.606180
0.054061,45.814013,0.025739,21.812331
0.037095,31.436553,0.026139,22.151254
0.031480,26.678102,0.050945,43.173438
0.063022,53.408167,0.034342,29.102885
0.052100,44.152675,0.027296,23.131649
0.033631,28.500368,0.037346,31.649173
0.060494,51.265879,0.045922,38.917077
0.005448,4.616620,0.030117,25.523131
0.056115,47.555106,0.022505,19.071641
0.056202,47.628370,0.039898,39.977216
0.015218,12.896589,0.008357,8.373319
0.006726,5.700204,0.022611,19.161638
0.004701,3.984185,-0.002349,-1.990337
0.016726,14.174484,0.027843,23.595479
0.024732,20.959311,0.054880,46.508500
0.024756,20.979650,0.038091,32.280183
0.029113,24.671598,0.047871,40.568045
0.025568,21.668006,0.049166,41.665541
0.037411,31.703998,-0.023229,-23.275655
0.019856,16.826910,0.036373,30.824771
0.056281,47.695842,0.056993,48.298665
0.026199,22.202271,0.010382,8.798508
0.016454,13.944157,0.026589,22.532767
0.029622,25.102821,0.032697,32.762377
0.029353,24.875625,0.030837,26.132900
0.006366,5.395224,0.048155,40.808668
0.053791,45.585619,0.025380,21.508616
0.027021,22.898649,0.031475,26.673627
0.057206,48.479554,0.018452,15.637239
0.026368,22.345890,0.061026,51.716307
0.006159,5.219249,0.036759,31.151512
0.013426,11.377811,0.007282,6.171564
0.016318,13.828651,0.014486,12.276611
0.057388,48.633603,0.030882,26.170959
0.036134,30.621667,0.010908,9.243680
0.030675,25.995349,0.044972,38.111377
0.011178,9.473013,0.032955,27.927645
0.016762,14.204925,0.026943,22.833207
0.032127,27.225797,0.034693,29.400304
0.012283,10.409233,0.014610,12.381331
0.023818,20.184775,0.012925,10.952916
0.044090,37.364543,0.041599,35.252920
0.006673,5.655462,0.027832,23.586427
0.008350,7.076153,0.020403,17.290833
0.016078,13.625262,0.038912,32.975894
0.024518,20.778250,0.039977,33.878477
0.008883,7.528251,0.027628,23.413653
0.017990,15.245945,0.016706,14.157687
0.016889,14.312484,0.009690,8.212044
0.027767,23.531367,0.031136,26.385903
0.061573,52.180067,0.025934,21.978252
0.031919,27.049699,0.021172,21.214720
0.045706,38.733729,0.022910,19.415267
0.033202,28.136807,0.047982,40.662567
0.027880,23.627346,0.025262,21.407934
0.046271,39.212471,0.050805,43.055212
0.012219,10.354878,0.028619,24.253644
0.015316,12.979796,0.035607,30.175596
0.004322,3.662492,0.057410,57.524602
0.025884,21.935193,0.012771,10.822858
0.009460,8.016593,0.031718,26.879571
0.007275,6.165075,0.050332,50.431914
0.062220,52.728728,0.007932,6.722052
0.068670,58.194454,0.029448,24.955812
0.012739,10.796111,0.072072,72.216203
0.014701,12.458689,0.059563,50.476825
0.049091,41.601906,0.015811,13.399326
0.054335,46.046353,0.030937,26.217883
0.026868,22.769669,0.030092,25.501719
0.012216,10.352566,0.024102,20.424933
0.042370,35.906223,0.045906,38.902812
0.000599,0.507259,0.047963,40.646129
0.028819,24.422955,0.042174,35.740448
0.048214,40.859367,0.032098,27.201512
0.013128,11.125056,0.055832,47.314748
0.001838,1.557576,0.012494,10.588163
0.057690,48.889376,0.019696,16.691362
0.060494,51.265843,0.029152,24.704674
0.012066,10.225094,0.055894,47.367312
0.041503,35.172238,0.049164,49.261674
0.040527,34.344996,0.066944,56.732152
0.036657,31.064674,0.049362,41.831665
-0.002181,-1.848284,0.032970,27.940688
0.057048,48.345710,0.048786,48.883423
0.056871,48.195453,0.030819,30.880264
-0.000301,-0.254799,0.022847,19.361491
0.019273,16.332830,0.026018,22.049100
0.023387,19.819643,0.048830,41.381207
0.051995,44.063463,0.040348,34.193405
0.053704,45.511272,0.032609,27.634983
0.028556,24.200108,0.018963,16.069971
0.058884,49.901211,0.042991,36.433246
0.009934,8.418851,0.053378,45.235686
0.011429,9.685912,0.002372,2.010394
0.018769,15.906195,0.049666,42.089341
0.025284,21.426789,0.028991,24.568397
0.012854,10.893150,0.027146,27.199654
0.044510,37.720355,0.034980,29.643538
0.029323,24.849995,0.023485,19.902373
0.031487,26.684098,0.001453,1.231711
0.017610,14.923257,0.054284,46.002786
0.036345,30.800363,0.044727,44.816085
0.022970,19.465917,-0.026526,-26.578722
0.031961,27.085307,0.024750,20.974207
0.056909,48.227495,0.008875,7.520885
0.014108,11.956017,0.026390,22.364417
0.020744,17.579629,0.037901,32.118922
0.012390,10.499786,0.048809,41.362950
0.043682,37.018548,0.008843,7.494175
0.016873,14.299358,0.022082,18.713134
0.024970,21.161302,0.053739,45.541268
0.063797,54.065308,0.038814,32.892650
0.031719,26.880625,0.013643,11.561407
0.005319,4.507826,0.022933,19.434866
0.039824,33.748691,0.034391,29.144869
0.049938,42.320055,0.054084,45.833678
0.067661,57.339072,0.024235,20.538328
0.029483,24.985531,0.014449,12.244435
0.030507,25.853452,0.049166,41.665971
0.008550,7.245630,0.021520,18.236951
0.054192,45.925507,0.009920,8.406421
0.013102,11.103226,0.029395,24.911104
0.019988,16.938744,0.048340,40.966157
-0.000104,-0.088399,0.060980,51.677348
0.017532,14.857818,0.031220,26.457740
0.010586,8.970937,0.019297,16.353106
0.031333,26.553522,0.053374,45.232130
0.015095,12.792139,0.022824,19.342340
0.030783,26.086918,0.038247,32.412607
0.030130,25.533453,0.025310,21.449349
0.006705,5.682461,0.019377,16.421008
0.063355,53.689956,0.008094,6.858888
0.018202,15.425351,0.020255,17.164799
0.032537,27.573872,0.032325,27.393895
0.011303,9.578991,0.049138,49.236283
0.015520,13.152864,-0.003603,-3.053573
0.033560,28.440882,0.012663,10.731594
0.017142,14.527091,0.022188,18.803203
0.020341,17.237839,0.036606,31.021491
0.026572,22.518274,0.017052,14.450491
0.006822,5.781162,0.023070,23.115537
0.029784,25.240545,0.018230,15.448713
0.038959,33.016000,0.020594,17.452515
0.020782,17.612016,0.048780,48.876838
0.045328,38.413697,0.012617,10.692016
0.019039,16.134615,0.007262,6.154240
0.040504,34.325514,0.024817,24.866233
0.019317,16.370648,0.008218,6.964774
0.027088,22.955816,0.052582,44.560558
0.053434,45.282516,0.013705,11.614290
0.024734,20.960983,0.026174,22.181264
0.019348,16.396896,0.058948,49.955334
0.030958,26.235820,0.036431,30.873609
0.038221,32.390710,0.020625,17.479050
0.020857,17.675203,0.026598,22.540362
0.061892,52.450137,0.018221,15.441515
0.043435,36.808724,0.015051,12.754929
0.033877,28.709185,0.024339,20.626157
0.024323,20.612284,0.075263,75.413479
0.019992,16.941939,0.055953,47.417660
-0.007587,-6.429312,0.006405,5.427927
0.011862,10.052691,0.006227,5.276928
0.007582,6.425543,0.009580,8.118747
0.055459,46.998957,0.019152,16.230102
0.039130,33.161127,0.033911,28.738033
0.047947,40.632737,-0.000109,-0.092751
0.018184,15.409880,0.047330,40.109847
0.046229,39.176631,0.055404,46.952389
0.008140,6.897969,0.038769,38.846224
0.055518,47.048610,0.020011,16.958190
0.055920,47.389859,0.025331,21.466951
0.027293,23.129597,0.011429,9.685173
0.065938,55.878955,0.023453,19.875301
0.047096,39.911906,0.038656,32.758988
0.030428,25.786169,0.003173,2.689200
0.030846,26.140614,0.017234,14.605292
0.051403,43.561425,0.056627,47.989087
0.054294,46.011327,0.055417,46.963115
0.060564,51.325225,0.025486,21.597808
0.052960,44.880779,0.008093,6.858796
0.028415,24.079951,0.041696,35.335133
0.028794,24.401277,0.037342,31.645347
0.015370,13.025591,0.049000,41.525092
0.010938,9.269491,0.021593,18.299194
0.010658,9.032530,0.006190,5.245352
0.030253,25.637939,0.008682,7.357589
0.052783,44.730909,-0.011714,-11.737521
0.003716,3.149077,0.037242,31.561191
0.010251,8.687382,0.031033,26.298916
0.021804,18.477965,-0.008013,-8.029260
0.014639,12.406144,0.041262,34.967292
0.028742,24.357398,0.037793,32.027566
0.012081,10.238447,0.043996,37.284693
0.008397,7.116459,0.055901,47.373733
0.043835,37.147957,0.023621,20.017978
0.039987,33.887024,0.001013,0.858485
0.039964,33.867655,0.042255,42.339162
0.012906,10.936893,0.030662,25.984271
0.019750,16.737584,0.027747,23.514125
0.043117,36.539990,0.030398,25.760748
0.029639,25.117732,0.036873,31.247837
0.004024,3.410244,0.026076,26.128027
0.034327,29.090502,0.036092,36.164339
0.035335,29.944461,0.037119,31.456649
0.032150,27.245582,0.038420,32.559327
0.022407,18.989155,0.025944,21.986208
0.036558,30.981226,0.015154,12.842276
0.055858,47.336895,0.040601,34.407615
0.027127,22.988687,0.045181,38.289052
0.008389,7.109258,0.053956,45.724788
0.036314,30.774355,0.025870,25.921462
0.026163,22.171744,0.029420,24.931642
0.003974,3.367466,0.034882,29.561179
0.029482,24.984317,0.002712,2.298683
0.036314,30.774485,0.012150,10.296628
0.017939,15.202458,0.060879,51.592280
0.029406,24.920219,0.026708,26.761063
0.012359,10.473595,0.048813,41.366500
0.047582,40.323071,0.050786,43.038990
0.029562,25.051980,0.053262,45.137316
0.015477,13.116433,0.012383,10.494403
0.007064,5.986557,0.017452,17.487134
0.022229,18.837784,0.063093,53.468712
0.062547,53.005653,0.076171,64.550971
0.002514,2.130732,0.000706,0.598045
0.055414,46.960484,0.038265,32.427956
0.025317,21.455173,0.019710,16.703391
0.015184,12.867530,0.013301,11.272235
0.012614,10.690100,0.045052,45.141861
0.010748,9.108629,0.056107,56.219061
0.007315,6.199522,0.016227,13.751662
0.031234,26.469375,0.002748,2.328631
0.007253,6.146710,-0.013032,-13.057704
0.028264,23.952717,0.022618,22.663036
0.034371,29.128017,0.053072,44.976139
0.028478,24.133673,0.019783,16.764952
0.020368,17.261217,0.049336,41.809689
0.019112,16.196091,0.014737,14.766277
