alt_km,n_total_km3,n_payload_km3,n_rb_km3,n_debris_km3,n_starlink_km3
844,4.46938e-08,5.631e-09,2.77957e-09,3.62833e-08,0
845,4.56472e-08,5.89271e-09,3.09667e-09,3.66578e-08,0
846,4.70416e-08,6.25769e-09,3.86507e-09,3.69188e-08,0
847,4.62626e-08,6.03828e-09,3.46655e-09,3.67577e-08,0
848,4.68247e-08,5.94553e-09,4.2782e-09,3.6601e-08,0
849,4.56657e-08,5.55729e-09,4.21946e-09,3.5889e-08,0
850,4.33775e-08,4.80627e-09,3.85492e-09,3.47163e-08,0
851,4.40231e-08,5.92918e-09,2.90552e-09,3.51884e-08,0
852,4.33532e-08,6.62874e-09,2.26235e-09,3.44621e-08,0
853,4.35088e-08,6.79559e-09,2.3104e-09,3.44028e-08,0
854,4.1915e-08,6.20563e-09,2.1744e-09,3.3535e-08,0
855,4.22734e-08,6.54387e-09,2.18365e-09,3.35459e-08,0
856,4.384e-08,9.12805e-09,1.69964e-09,3.30123e-08,0
857,4.27363e-08,7.59101e-09,1.71227e-09,3.3433e-08,0
858,4.38664e-08,6.72169e-09,1.931e-09,3.52137e-08,0
859,4.31245e-08,8.35384e-09,1.50898e-09,3.32617e-08,0
860,3.85716e-08,4.0023e-09,1.46384e-09,3.31055e-08,0
861,3.71007e-08,3.97004e-09,1.52189e-09,3.16088e-08,0
862,3.6063e-08,3.73343e-09,1.48289e-09,3.08467e-08,0
863,3.60878e-08,3.84904e-09,1.57159e-09,3.06672e-08,0
864,3.53159e-08,3.56308e-09,1.54959e-09,3.02033e-08,0
865,3.57396e-08,4.4519e-09,1.4005e-09,2.98872e-08,0
866,3.45151e-08,4.30466e-09,1.44756e-09,2.87629e-08,0
867,3.39686e-08,4.05785e-09,1.60789e-09,2.83029e-08,0
868,3.2861e-08,3.59216e-09,1.46485e-09,2.7804e-08,0
869,3.38666e-08,3.61165e-09,1.38013e-09,2.88748e-08,0
870,3.32693e-08,3.89147e-09,1.44922e-09,2.79286e-08,0
871,3.33363e-08,3.50886e-09,1.38608e-09,2.84414e-08,0
872,3.33482e-08,3.65223e-09,1.242e-09,2.8454e-08,0
873,3.43625e-08,3.88782e-09,1.21662e-09,2.92581e-08,0
874,3.35014e-08,3.63075e-09,1.27986e-09,2.85908e-08,0
875,3.19355e-08,3.44224e-09,1.22553e-09,2.72678e-08,0
876,3.18951e-08,4.07396e-09,1.29387e-09,2.65273e-08,0
877,3.16892e-08,3.59064e-09,1.22576e-09,2.68728e-08,0
878,3.0378e-08,2.8954e-09,1.2687e-09,2.62139e-08,0
879,3.08978e-08,3.4308e-09,1.31704e-09,2.61499e-08,0
880,3.11621e-08,3.28154e-09,1.3618e-09,2.65188e-08,0
881,3.00367e-08,3.43319e-09,1.46863e-09,2.51349e-08,0
882,3.05428e-08,3.51397e-09,1.37137e-09,2.56575e-08,0
883,3.05054e-08,3.71807e-09,1.20862e-09,2.55787e-08,0
884,3.00599e-08,3.90287e-09,1.27046e-09,2.48866e-08,0
885,2.99914e-08,3.59304e-09,1.15893e-09,2.52394e-08,0
886,3.2379e-08,4.0074e-09,1.262e-09,2.71096e-08,0
887,3.06315e-08,4.13027e-09,1.32074e-09,2.51805e-08,0
888,2.99926e-08,3.93289e-09,1.25807e-09,2.48017e-08,0
889,2.93398e-08,3.68365e-09,1.24803e-09,2.44082e-08,0
890,2.88838e-08,3.7383e-09,1.26242e-09,2.38831e-08,0
891,2.96005e-08,3.78234e-09,1.31328e-09,2.45048e-08,0
892,2.91513e-08,4.03099e-09,1.1348e-09,2.39855e-08,0
893,2.96151e-08,4.36424e-09,1.11313e-09,2.41378e-08,0
894,2.93518e-08,4.47952e-09,1.13672e-09,2.37355e-08,0
895,3.13306e-08,6.52961e-09,1.13147e-09,2.36695e-08,0
896,3.30375e-08,9.19561e-09,1.19582e-09,2.26461e-08,0
897,3.10715e-08,6.88987e-09,1.20591e-09,2.29758e-08,0
898,3.00499e-08,6.09187e-09,1.3184e-09,2.26397e-08,0
899,2.993e-08,6.39748e-09,1.26615e-09,2.22664e-08,0
900,3.24177e-08,8.12244e-09,1.1071e-09,2.31882e-08,0
901,3.15882e-08,7.61079e-09,9.98522e-10,2.29789e-08,0
902,3.11842e-08,7.85731e-09,1.11972e-09,2.22071e-08,0
903,3.12413e-08,8.13367e-09,9.70906e-10,2.21367e-08,0
904,3.01937e-08,7.78927e-09,1.15681e-09,2.12476e-08,0
905,3.06009e-08,8.04954e-09,1.36378e-09,2.11875e-08,0
906,2.98676e-08,8.518e-09,1.29898e-09,2.00506e-08,0
907,3.09797e-08,9.00024e-09,1.2412e-09,2.07382e-08,0
908,3.27983e-08,9.83387e-09,1.25302e-09,2.17114e-08,0
909,3.25242e-08,9.47559e-09,1.32677e-09,2.17218e-08,0
910,3.17648e-08,9.32782e-09,1.36314e-09,2.10738e-08,0
911,3.20852e-08,9.49204e-09,1.53577e-09,2.10574e-08,0
912,2.9746e-08,7.34508e-09,1.63159e-09,2.07694e-08,0
913,2.94315e-08,7.65883e-09,1.3405e-09,2.04322e-08,0
914,2.84844e-08,7.09673e-09,1.07748e-09,2.03102e-08,0
915,2.70512e-08,6.51349e-09,1.10566e-09,1.94321e-08,0
916,2.64576e-08,7.01513e-09,1.06721e-09,1.83753e-08,0
917,2.6168e-08,6.24806e-09,1.1712e-09,1.87488e-08,0
918,2.5298e-08,5.8165e-09,9.45441e-10,1.85361e-08,0
919,2.54643e-08,5.96386e-09,1.00146e-09,1.8499e-08,0
920,2.54644e-08,5.65936e-09,1.01437e-09,1.87907e-08,0
921,2.46989e-08,5.33935e-09,9.47512e-10,1.8412e-08,0
922,2.45391e-08,5.59921e-09,9.19075e-10,1.80208e-08,0
923,2.36364e-08,5.13583e-09,9.26202e-10,1.75744e-08,0
924,2.28586e-08,4.54369e-09,8.84185e-10,1.74308e-08,0
925,2.23219e-08,4.17241e-09,7.38357e-10,1.74112e-08,0
926,2.24392e-08,4.51512e-09,6.32341e-10,1.72918e-08,0
927,2.17812e-08,4.42967e-09,7.80402e-10,1.65712e-08,0
928,2.14228e-08,4.45368e-09,7.53156e-10,1.62159e-08,0
929,2.18961e-08,4.49295e-09,7.38195e-10,1.66649e-08,0
930,2.15168e-08,4.28446e-09,8.05538e-10,1.64268e-08,0
931,2.11135e-08,4.18647e-09,8.8859e-10,1.60384e-08,0
932,2.03637e-08,4.10232e-09,8.11724e-10,1.54496e-08,0
933,2.07259e-08,3.89904e-09,8.4735e-10,1.59795e-08,0
934,2.09392e-08,3.62948e-09,6.60069e-10,1.66496e-08,0
935,2.00758e-08,3.74106e-09,7.14939e-10,1.56198e-08,0
936,2.03465e-08,3.42429e-09,7.11256e-10,1.62109e-08,0
937,1.9823e-08,3.47324e-09,7.48403e-10,1.56013e-08,0
938,2.0315e-08,3.72508e-09,7.44172e-10,1.58457e-08,0
939,2.21527e-08,4.96241e-09,7.05084e-10,1.64852e-08,0
940,2.07924e-08,4.01407e-09,8.05299e-10,1.5973e-08,0
941,2.20733e-08,4.01845e-09,1.29806e-09,1.67568e-08,0
942,2.3042e-08,5.19978e-09,1.34619e-09,1.6496e-08,0
943,2.27076e-08,4.97923e-09,2.09061e-09,1.56378e-08,0
944,2.21876e-08,4.64966e-09,1.96177e-09,1.55762e-08,0
945,2.1912e-08,4.27435e-09,1.99476e-09,1.56429e-08,0
946,2.14301e-08,4.1322e-09,1.74163e-09,1.55562e-08,0
947,2.12912e-08,4.58344e-09,1.97704e-09,1.47307e-08,0
948,2.45308e-08,7.3981e-09,2.12507e-09,1.50077e-08,0
949,2.44995e-08,7.67045e-09,2.2904e-09,1.45387e-08,0
950,2.48088e-08,8.05979e-09,2.26021e-09,1.44888e-08,0
951,2.51665e-08,7.9624e-09,2.31044e-09,1.48936e-08,0
952,2.50804e-08,7.88604e-09,2.3241e-09,1.48703e-08,0
953,2.63244e-08,9.17057e-09,2.42919e-09,1.47246e-08,0
954,2.88069e-08,1.08361e-08,3.31857e-09,1.46522e-08,0
955,2.79351e-08,1.03931e-08,3.28124e-09,1.42607e-08,0
956,2.6086e-08,8.80078e-09,3.41904e-09,1.38662e-08,0
957,2.55724e-08,8.0686e-09,3.34343e-09,1.41604e-08,0
958,2.65302e-08,8.47965e-09,3.73757e-09,1.4313e-08,0
959,2.74661e-08,9.46479e-09,3.99878e-09,1.40025e-08,0
960,2.71455e-08,9.56377e-09,4.146e-09,1.34357e-08,0
961,2.73828e-08,9.28108e-09,4.80191e-09,1.32998e-08,0
962,2.91824e-08,1.08768e-08,4.85802e-09,1.34476e-08,0
963,2.99129e-08,1.09959e-08,5.18418e-09,1.37328e-08,0
964,2.91169e-08,1.06743e-08,4.82816e-09,1.36145e-08,0
965,2.62613e-08,8.97723e-09,4.40414e-09,1.288e-08,0
966,2.45753e-08,7.45705e-09,4.24273e-09,1.28755e-08,0
967,2.45991e-08,6.89689e-09,4.7015e-09,1.30007e-08,0
968,2.55148e-08,6.6977e-09,4.91802e-09,1.38991e-08,0
969,2.51615e-08,6.37498e-09,5.33815e-09,1.34484e-08,0
970,2.53568e-08,7.49801e-09,4.59058e-09,1.32683e-08,0
971,2.44379e-08,7.53588e-09,4.34411e-09,1.2558e-08,0
972,2.57527e-08,8.60502e-09,4.68302e-09,1.24646e-08,0
973,2.64866e-08,9.30619e-09,4.63931e-09,1.25411e-08,0
974,2.61805e-08,9.35723e-09,4.65007e-09,1.21732e-08,0
975,2.54953e-08,8.25569e-09,4.88786e-09,1.23518e-08,0
976,2.68333e-08,8.98673e-09,4.89921e-09,1.29474e-08,0
977,2.69321e-08,9.3907e-09,4.78203e-09,1.27594e-08,0
978,2.60145e-08,8.89315e-09,4.59217e-09,1.25292e-08,0
979,2.43702e-08,6.95542e-09,4.49168e-09,1.29231e-08,0
980,2.28908e-08,5.70871e-09,4.61099e-09,1.25711e-08,0
981,2.26933e-08,5.57718e-09,4.69631e-09,1.24198e-08,0
982,2.22977e-08,6.13774e-09,4.21405e-09,1.1946e-08,0
983,2.29265e-08,6.34943e-09,4.24198e-09,1.23351e-08,0
984,2.23947e-08,6.09281e-09,4.43038e-09,1.18715e-08,0
985,2.25872e-08,6.45776e-09,4.48129e-09,1.16481e-08,0
986,2.25223e-08,6.15846e-09,4.40039e-09,1.19635e-08,0
987,2.2738e-08,6.52337e-09,4.68574e-09,1.15289e-08,0
988,2.28007e-08,6.25878e-09,4.56814e-09,1.19738e-08,0
989,2.32218e-08,6.16812e-09,4.51196e-09,1.25417e-08,0
990,2.39028e-08,6.52733e-09,4.75301e-09,1.26225e-08,0
991,2.3388e-08,6.60774e-09,4.89035e-09,1.189e-08,0
992,2.35129e-08,6.59765e-09,5.10519e-09,1.18101e-08,0
993,2.39749e-08,7.15468e-09,5.44469e-09,1.13755e-08,0
994,2.45496e-08,7.58744e-09,5.45985e-09,1.15023e-08,0
995,2.41274e-08,6.39052e-09,5.60933e-09,1.21276e-08,0
996,2.36007e-08,7.06699e-09,5.15082e-09,1.13829e-08,0
997,2.34729e-08,6.77094e-09,5.28958e-09,1.14124e-08,0
998,2.27703e-08,6.30158e-09,5.02544e-09,1.14432e-08,0
999,2.27881e-08,6.62714e-09,4.95696e-09,1.1204e-08,0
1000,2.36103e-08,6.88899e-09,5.18094e-09,1.15404e-08,0
1001,2.25547e-08,6.78054e-09,4.4201e-09,1.13541e-08,0
1002,2.27836e-08,7.14185e-09,4.20163e-09,1.14401e-08,0
1003,2.14807e-08,6.40161e-09,3.90152e-09,1.11776e-08,0
1004,2.00895e-08,6.04416e-09,3.46628e-09,1.05791e-08,0
1005,1.97675e-08,6.05083e-09,3.25177e-09,1.04649e-08,0
1006,2.04239e-08,6.63892e-09,3.19886e-09,1.05862e-08,0
1007,2.02004e-08,6.57921e-09,3.04789e-09,1.05733e-08,0
1008,1.98809e-08,7.12941e-09,2.35673e-09,1.03948e-08,0
1009,1.96772e-08,7.2468e-09,2.38899e-09,1.00414e-08,0
1010,1.9352e-08,6.73302e-09,2.39963e-09,1.02193e-08,0
1011,1.87044e-08,6.79884e-09,2.24404e-09,9.66153e-09,0
1012,1.8239e-08,6.66264e-09,2.01341e-09,9.56297e-09,0
1013,1.72784e-08,5.9035e-09,2.05365e-09,9.32128e-09,0
1014,1.67061e-08,5.18602e-09,1.82513e-09,9.6949e-09,0
1015,1.55073e-08,4.60549e-09,1.53984e-09,9.36193e-09,0
1016,1.55744e-08,4.81411e-09,1.11939e-09,9.64089e-09,0
1017,1.45025e-08,4.35495e-09,7.12793e-10,9.4348e-09,0
1018,1.44518e-08,4.5543e-09,7.88602e-10,9.10889e-09,0
1019,1.33025e-08,3.64623e-09,5.56577e-10,9.09971e-09,0
1020,1.30014e-08,3.34736e-09,6.10864e-10,9.04319e-09,0
1021,1.29344e-08,2.71042e-09,5.46566e-10,9.67741e-09,0
1022,1.24925e-08,2.60184e-09,7.58158e-10,9.13251e-09,0
1023,1.25214e-08,2.55375e-09,8.86782e-10,9.08087e-09,0
1024,1.30398e-08,2.69702e-09,8.17064e-10,9.52571e-09,0
1025,1.25546e-08,2.4465e-09,5.76454e-10,9.53165e-09,0
1026,1.20768e-08,2.09287e-09,5.86614e-10,9.39727e-09,0
1027,1.23997e-08,2.2708e-09,5.56966e-10,9.57195e-09,0
1028,1.1635e-08,2.04647e-09,5.40516e-10,9.04801e-09,0
1029,1.13616e-08,1.89002e-09,4.83332e-10,8.98829e-09,0
1030,1.13613e-08,1.96454e-09,4.35479e-10,8.96132e-09,0
1031,1.10835e-08,1.76022e-09,4.36241e-10,8.88706e-09,0
1032,1.1267e-08,1.74297e-09,5.53394e-10,8.97062e-09,0
1033,1.13857e-08,1.70752e-09,5.13553e-10,9.16458e-09,0
1034,1.17222e-08,1.88825e-09,5.0336e-10,9.33059e-09,0
1035,1.17215e-08,1.84475e-09,5.14087e-10,9.36269e-09,0
1036,1.22201e-08,2.14918e-09,6.48935e-10,9.42195e-09,0
1037,1.2242e-08,2.0471e-09,5.95833e-10,9.59909e-09,0
1038,1.1863e-08,1.74207e-09,5.76059e-10,9.54492e-09,0
1039,1.09134e-08,1.70836e-09,4.82803e-10,8.72221e-09,0
1040,1.14146e-08,1.72206e-09,4.71547e-10,9.221e-09,0
1041,1.16315e-08,1.88003e-09,4.65808e-10,9.28566e-09,0
1042,1.18571e-08,2.2593e-09,4.60802e-10,9.13704e-09,0
1043,1.21837e-08,3.03652e-09,4.58362e-10,8.68883e-09,0
1044,1.27765e-08,3.76624e-09,4.57966e-10,8.55231e-09,0
1045,1.25366e-08,3.23486e-09,4.62111e-10,8.83963e-09,0
1046,1.25158e-08,2.49159e-09,4.66453e-10,9.55771e-09,0
1047,1.26125e-08,2.57587e-09,7.24273e-10,9.3124e-09,0
1048,1.27154e-08,2.54403e-09,7.38469e-10,9.4329e-09,0
1049,1.26913e-08,2.54084e-09,7.67397e-10,9.38308e-09,0
1050,1.19968e-08,2.89314e-09,5.90499e-10,8.51318e-09,0
1051,1.18469e-08,2.4955e-09,5.75757e-10,8.77565e-09,0
1052,1.63086e-08,7.02045e-09,5.40075e-10,8.74803e-09,0
1053,1.58904e-08,6.36549e-09,5.42162e-10,8.98277e-09,0
1054,1.19396e-08,2.67996e-09,5.65052e-10,8.69454e-09,0
1055,1.23416e-08,2.91759e-09,5.97336e-10,8.82672e-09,0
1056,1.21238e-08,3.20328e-09,4.62808e-10,8.45767e-09,0
1057,1.18423e-08,2.87585e-09,4.61103e-10,8.50539e-09,0
1058,1.12326e-08,2.08981e-09,4.6096e-10,8.68179e-09,0
1059,1.10725e-08,1.58923e-09,4.62692e-10,9.02057e-09,0
1060,1.19489e-08,1.86189e-09,5.37491e-10,9.54953e-09,0
1061,1.21084e-08,1.86655e-09,5.22719e-10,9.71913e-09,0
1062,1.37829e-08,3.28485e-09,5.38889e-10,9.95916e-09,0
1063,1.33391e-08,3.77701e-09,4.86709e-10,9.07539e-09,0
1064,1.28386e-08,3.93438e-09,4.56839e-10,8.44742e-09,0
1065,1.41848e-08,5.225e-09,4.57575e-10,8.50226e-09,0
1066,1.59772e-08,7.32891e-09,4.60404e-10,8.18785e-09,0
1067,1.66867e-08,7.65595e-09,7.28442e-10,8.30231e-09,0
1068,1.60344e-08,6.89328e-09,7.23713e-10,8.41744e-09,0
1069,1.54918e-08,6.17028e-09,7.51516e-10,8.57005e-09,0
1070,1.47466e-08,5.66908e-09,7.52061e-10,8.32545e-09,0
1071,1.56082e-08,5.54692e-09,6.99636e-10,9.36169e-09,0
1072,1.51202e-08,5.49819e-09,6.41583e-10,8.98045e-09,0
1073,1.59483e-08,6.26522e-09,7.55198e-10,8.92793e-09,0
1074,3.28996e-08,2.33771e-08,6.91272e-10,8.83128e-09,0
1075,2.51182e-08,1.63006e-08,7.06186e-10,8.11138e-09,0
1076,2.74912e-08,1.91149e-08,6.79433e-10,7.69682e-09,0
1077,2.24414e-08,1.44451e-08,6.11447e-10,7.38486e-09,0
1078,1.287e-08,4.92525e-09,5.81427e-10,7.36331e-09,0
1079,1.28528e-08,5.01806e-09,7.02073e-10,7.13269e-09,0
1080,1.3072e-08,5.2694e-09,6.5329e-10,7.14929e-09,0
1081,1.381e-08,5.75791e-09,7.11849e-10,7.34022e-09,0
1082,1.40785e-08,6.38724e-09,6.3951e-10,7.05176e-09,0
1083,1.50071e-08,7.50505e-09,5.44761e-10,6.95732e-09,0
1084,1.51566e-08,6.96729e-09,5.45369e-10,7.64398e-09,0
1085,1.29535e-08,4.88609e-09,5.58419e-10,7.50895e-09,0
1086,1.23934e-08,3.61088e-09,5.84922e-10,8.1976e-09,0
1087,1.18004e-08,3.27314e-09,5.79461e-10,7.9478e-09,0
1088,1.12366e-08,2.78904e-09,6.78193e-10,7.76936e-09,0
1089,9.80861e-09,1.60305e-09,6.5251e-10,7.55305e-09,0
1090,1.05336e-08,1.91197e-09,7.00651e-10,7.92102e-09,0
1091,1.04699e-08,1.90468e-09,6.59235e-10,7.90601e-09,0
1092,1.05572e-08,1.73267e-09,5.96955e-10,8.22759e-09,0
1093,1.03242e-08,1.56485e-09,6.28108e-10,8.13128e-09,0
1094,1.0597e-08,1.67251e-09,7.34794e-10,8.18973e-09,0
1095,1.04457e-08,1.44931e-09,6.16532e-10,8.37984e-09,0
1096,9.96084e-09,1.48192e-09,6.47416e-10,7.8315e-09,0
1097,1.07698e-08,1.67115e-09,5.86563e-10,8.51204e-09,0
1098,1.02919e-08,1.49858e-09,6.58738e-10,8.13455e-09,0
1099,9.97498e-09,1.41983e-09,5.75766e-10,7.97939e-09,0
1100,1.00856e-08,1.53026e-09,5.14966e-10,8.04042e-09,0
1101,1.00628e-08,1.5562e-09,6.14798e-10,7.89183e-09,0
1102,1.01828e-08,1.88231e-09,6.03661e-10,7.69678e-09,0
1103,9.99913e-09,1.99892e-09,4.81495e-10,7.51872e-09,0
1104,9.5373e-09,1.72599e-09,4.28295e-10,7.38302e-09,0
1105,9.60124e-09,1.70955e-09,4.75448e-10,7.41625e-09,0
1106,9.41673e-09,1.78455e-09,3.80991e-10,7.2512e-09,0
1107,9.55527e-09,2.10664e-09,4.17981e-10,7.03065e-09,0
1108,9.11255e-09,1.89091e-09,4.14157e-10,6.80748e-09,0
1109,9.69797e-09,2.51639e-09,4.23706e-10,6.75787e-09,0
1110,1.19536e-08,4.80242e-09,4.35687e-10,6.71554e-09,0
1111,1.19668e-08,4.71287e-09,4.0772e-10,6.84624e-09,0
1112,9.48647e-09,2.42683e-09,4.37199e-10,6.62244e-09,0
1113,8.96708e-09,1.87847e-09,4.90399e-10,6.59821e-09,0
1114,8.60408e-09,1.50831e-09,3.74588e-10,6.72118e-09,0
1115,8.43993e-09,1.34883e-09,3.28487e-10,6.76261e-09,0
1116,8.82453e-09,1.69637e-09,3.30675e-10,6.79749e-09,0
1117,8.68764e-09,1.81608e-09,3.33779e-10,6.53777e-09,0
1118,8.52048e-09,1.87732e-09,3.38214e-10,6.30494e-09,0
1119,9.02943e-09,2.25852e-09,3.44901e-10,6.42601e-09,0
1120,7.44162e-09,1.08935e-09,3.56442e-10,5.99583e-09,0
1121,7.4551e-09,8.72722e-10,3.89669e-10,6.19271e-09,0
1122,7.50563e-09,9.57187e-10,4.04001e-10,6.14444e-09,0
1123,7.29891e-09,9.44965e-10,3.0227e-10,6.05167e-09,0
1124,7.39228e-09,9.6944e-10,3.03809e-10,6.11903e-09,0
1125,7.3467e-09,1.02917e-09,3.28949e-10,5.98858e-09,0
1126,7.38522e-09,1.03176e-09,3.1861e-10,6.03485e-09,0
1127,7.26231e-09,9.30799e-10,3.18739e-10,6.01277e-09,0
1128,7.50722e-09,1.01033e-09,3.20871e-10,6.17602e-09,0
1129,7.18872e-09,8.66175e-10,3.24475e-10,5.99807e-09,0
1130,7.08463e-09,9.78496e-10,3.29901e-10,5.77623e-09,0
1131,6.772e-09,9.9155e-10,3.38447e-10,5.442e-09,0
1132,6.98165e-09,9.87045e-10,3.54971e-10,5.63963e-09,0
1133,6.81085e-09,8.71923e-10,3.99568e-10,5.53936e-09,0
1134,6.57005e-09,9.90052e-10,3.28347e-10,5.25165e-09,0
1135,6.40076e-09,8.10842e-10,3.13684e-10,5.27624e-09,0
1136,6.46607e-09,8.09301e-10,3.29008e-10,5.32776e-09,0
1137,6.57229e-09,7.96616e-10,3.74923e-10,5.40075e-09,0
1138,6.17311e-09,7.19935e-10,2.75805e-10,5.17737e-09,0
1139,6.12745e-09,6.56146e-10,2.76931e-10,5.19437e-09,0
1140,5.84847e-09,6.97156e-10,2.78182e-10,4.87313e-09,0
1141,5.80696e-09,6.93705e-10,2.79567e-10,4.83369e-09,0
1142,5.69941e-09,6.92192e-10,2.81099e-10,4.72612e-09,0
1143,6.01744e-09,7.26216e-10,2.82795e-10,5.00843e-09,0
1144,5.88912e-09,7.49709e-10,2.85923e-10,4.85349e-09,0
1145,6.01143e-09,7.45751e-10,3.04637e-10,4.96104e-09,0
1146,5.94739e-09,8.02925e-10,3.01235e-10,4.84323e-09,0
1147,6.41216e-09,1.10376e-09,5.65567e-10,4.74284e-09,0
1148,6.57088e-09,1.4531e-09,4.60247e-10,4.65754e-09,0
1149,6.74769e-09,1.72758e-09,4.20456e-10,4.59965e-09,0
1150,6.83367e-09,1.80423e-09,4.06415e-10,4.62302e-09,0
1151,6.41155e-09,1.5234e-09,4.01365e-10,4.48678e-09,0
1152,6.40296e-09,1.35778e-09,4.02631e-10,4.64254e-09,0
1153,6.17458e-09,1.25834e-09,4.20915e-10,4.49533e-09,0
1154,6.35004e-09,1.28452e-09,3.93604e-10,4.67192e-09,0
1155,3.61593e-08,3.11956e-08,4.06865e-10,4.5569e-09,0
1156,9.29901e-08,8.8133e-08,4.12174e-10,4.44484e-09,0
1157,2.84489e-08,2.36489e-08,4.07954e-10,4.39204e-09,0
1158,6.19687e-09,1.34796e-09,4.64605e-10,4.3843e-09,0
1159,6.24543e-09,1.39761e-09,4.83345e-10,4.36448e-09,0
1160,6.28847e-09,1.40896e-09,5.1732e-10,4.36219e-09,0
1161,6.21126e-09,1.45138e-09,4.68241e-10,4.29164e-09,0
1162,6.80033e-09,1.89862e-09,4.85441e-10,4.41627e-09,0
1163,6.71679e-09,1.77778e-09,5.10511e-10,4.4285e-09,0
1164,6.2154e-09,1.38766e-09,3.97647e-10,4.43009e-09,0
1165,5.80593e-09,1.03905e-09,5.1574e-10,4.25114e-09,0
1166,5.53339e-09,7.78833e-10,5.29287e-10,4.22527e-09,0
1167,6.29003e-09,1.22005e-09,5.00231e-10,4.56975e-09,0
1168,6.22166e-09,1.03613e-09,7.37342e-10,4.44818e-09,0
1169,6.36921e-09,1.10051e-09,5.45951e-10,4.72274e-09,0
1170,6.16375e-09,1.22486e-09,5.11673e-10,4.42722e-09,0
1171,6.66727e-09,1.60499e-09,5.47094e-10,4.51518e-09,0
1172,6.18591e-09,1.15838e-09,6.3449e-10,4.39304e-09,0
1173,2.64319e-08,2.15992e-08,5.13665e-10,4.31896e-09,0
1174,2.62318e-08,2.14734e-08,5.10568e-10,4.24787e-09,0
1175,2.54276e-08,2.06985e-08,4.65691e-10,4.26332e-09,0
1176,2.92403e-08,2.44321e-08,4.62242e-10,4.34603e-09,0
1177,6.47368e-09,1.28214e-09,5.33251e-10,4.65829e-09,0
1178,6.50119e-09,1.34028e-09,6.52288e-10,4.50862e-09,0
1179,6.13672e-09,1.13796e-09,5.94243e-10,4.40452e-09,0
1180,6.17471e-09,1.08408e-09,6.15921e-10,4.47471e-09,0
1181,6.73262e-09,1.54822e-09,5.80177e-10,4.60423e-09,0
1182,6.44309e-09,1.40856e-09,4.96533e-10,4.538e-09,0
1183,2.72312e-08,2.23029e-08,4.83267e-10,4.44506e-09,0
1184,2.24825e-08,1.74117e-08,6.10276e-10,4.46051e-09,0
1185,2.40437e-08,1.8814e-08,7.08689e-10,4.52101e-09,0
1186,2.29404e-08,1.79951e-08,6.42945e-10,4.30232e-09,0
1187,2.64032e-08,2.12197e-08,6.01503e-10,4.58203e-09,0
1188,2.33569e-08,1.82444e-08,7.66065e-10,4.34638e-09,0
1189,2.52374e-08,2.00218e-08,6.60923e-10,4.55467e-09,0
1190,2.34448e-08,1.80257e-08,9.85084e-10,4.43402e-09,0
1191,2.83851e-08,2.30039e-08,8.59656e-10,4.52161e-09,0
1192,2.19422e-08,1.64466e-08,9.54524e-10,4.54099e-09,0
1193,2.24924e-08,1.71626e-08,9.21208e-10,4.40865e-09,0
1194,2.47615e-08,1.93551e-08,9.1832e-10,4.48808e-09,0
1195,2.61383e-08,2.08949e-08,8.9545e-10,4.34798e-09,0
1196,2.29111e-08,1.7607e-08,8.56417e-10,4.44772e-09,0
1197,2.46986e-08,1.95167e-08,8.13518e-10,4.36842e-09,0
1198,2.09278e-08,1.56186e-08,9.01241e-10,4.40799e-09,0
1199,2.79196e-08,2.26637e-08,7.94818e-10,4.46106e-09,0
1200,2.53925e-08,1.99748e-08,8.76241e-10,4.54148e-09,0
1201,2.82252e-08,2.3047e-08,9.43042e-10,4.23517e-09,0
1202,1.98756e-08,1.4517e-08,8.16551e-10,4.54209e-09,0
1203,2.97785e-08,2.47151e-08,6.83139e-10,4.38029e-09,0
1204,2.45478e-08,1.97442e-08,7.14822e-10,4.08883e-09,0
1205,2.60356e-08,2.11046e-08,7.42471e-10,4.18858e-09,0
1206,2.5307e-08,2.04617e-08,8.44449e-10,4.00083e-09,0
1207,3.0179e-08,2.56418e-08,7.21871e-10,3.81543e-09,0
1208,2.26131e-08,1.80827e-08,7.57058e-10,3.77334e-09,0
1209,2.32882e-08,1.86479e-08,8.24034e-10,3.81634e-09,0
1210,2.7258e-08,2.27858e-08,7.87965e-10,3.68414e-09,0
1211,2.7702e-08,2.35202e-08,6.65779e-10,3.51599e-09,0
1212,2.20771e-08,1.81603e-08,5.66136e-10,3.35064e-09,0
1213,2.32554e-08,1.93217e-08,6.27093e-10,3.30664e-09,0
1214,2.50815e-08,2.11202e-08,7.13893e-10,3.24736e-09,0
1215,2.6213e-08,2.22737e-08,5.98786e-10,3.34045e-09,0
1216,2.13192e-08,1.73304e-08,6.26437e-10,3.36234e-09,0
1217,2.18218e-08,1.80155e-08,5.08313e-10,3.29796e-09,0
1218,2.23602e-08,1.83794e-08,5.27158e-10,3.4537e-09,0
1219,2.58844e-08,2.20416e-08,4.17785e-10,3.42506e-09,0
1220,2.22707e-08,1.8329e-08,2.97807e-10,3.64395e-09,0
1221,2.41145e-08,2.04523e-08,3.7777e-10,3.28438e-09,0
1222,1.95064e-08,1.59816e-08,2.30422e-10,3.29435e-09,0
1223,2.8268e-08,2.47783e-08,2.329e-10,3.25687e-09,0
1224,2.41936e-08,2.06642e-08,2.36259e-10,3.29311e-09,0
