alt_km,n_total_km3,n_payload_km3,n_rb_km3,n_debris_km3,n_starlink_km3
475,3.22326e-08,2.86914e-08,1.19444e-09,2.34679e-09,1.2289e-08
476,1.00178e-07,9.66631e-08,1.07185e-09,2.4428e-09,7.63392e-08
477,7.28125e-07,7.24676e-07,9.78177e-10,2.47164e-09,7.04772e-07
478,6.3732e-07,6.33731e-07,1.35449e-09,2.23457e-09,6.12049e-07
479,4.8202e-08,4.42466e-08,1.57232e-09,2.38299e-09,2.03055e-08
480,4.81401e-08,4.41681e-08,1.46739e-09,2.50466e-09,1.70872e-08
481,3.84416e-07,3.80539e-07,1.50611e-09,2.37108e-09,3.5347e-07
482,4.88772e-07,4.84889e-07,1.40029e-09,2.48288e-09,4.57441e-07
483,2.42827e-07,2.3899e-07,1.34146e-09,2.49556e-09,2.12033e-07
484,9.98877e-08,9.50104e-08,1.2164e-09,3.66083e-09,6.78288e-08
485,8.81614e-08,8.3774e-08,1.05832e-09,3.32914e-09,5.93813e-08
486,3.56288e-08,3.19482e-08,1.12864e-09,2.55195e-09,1.23217e-08
487,4.51201e-08,4.10257e-08,1.16953e-09,2.92487e-09,2.18652e-08
488,2.33691e-07,2.29393e-07,1.51417e-09,2.78347e-09,2.10159e-07
489,2.16177e-06,2.15742e-06,1.39222e-09,2.95836e-09,2.13459e-06
490,2.32911e-06,2.3255e-06,1.17267e-09,2.43705e-09,2.30439e-06
491,8.22729e-07,8.19096e-07,1.08291e-09,2.54979e-09,7.97411e-07
492,7.04646e-08,6.71862e-08,1.05359e-09,2.22487e-09,4.56398e-08
493,4.53955e-08,4.22775e-08,1.00585e-09,2.11214e-09,2.04932e-08
494,4.78836e-08,4.44138e-08,8.28409e-10,2.64142e-09,2.03446e-08
495,5.17644e-08,4.79145e-08,9.85335e-10,2.86465e-09,2.22344e-08
496,4.77651e-08,4.37001e-08,1.06282e-09,3.00221e-09,1.99067e-08
497,4.52034e-08,4.06036e-08,1.28247e-09,3.31734e-09,1.4647e-08
498,4.0291e-08,3.60728e-08,1.22431e-09,2.99388e-09,9.76973e-09
499,4.55396e-08,4.12083e-08,1.40764e-09,2.9236e-09,1.34636e-08
500,5.72651e-08,5.28072e-08,1.15871e-09,3.29917e-09,1.61083e-08
501,4.87215e-08,4.4171e-08,1.13582e-09,3.41466e-09,1.25109e-08
502,5.52133e-08,5.10461e-08,9.739e-10,3.19332e-09,1.53055e-08
503,5.81206e-08,5.34981e-08,1.14199e-09,3.48051e-09,1.68744e-08
504,5.72592e-08,5.24408e-08,1.08886e-09,3.72962e-09,1.43757e-08
505,5.38717e-08,4.90862e-08,1.05957e-09,3.72602e-09,1.79886e-08
506,4.94597e-08,4.50139e-08,1.15538e-09,3.29036e-09,1.0973e-08
507,5.16161e-08,4.73957e-08,1.0807e-09,3.13976e-09,1.20708e-08
508,5.48707e-08,4.98242e-08,1.42274e-09,3.62379e-09,1.11057e-08
509,6.73774e-08,6.19129e-08,1.19366e-09,4.27078e-09,1.51289e-08
510,6.93374e-08,6.42459e-08,1.23123e-09,3.8602e-09,9.19088e-09
511,7.78292e-08,7.27945e-08,1.31116e-09,3.72347e-09,9.65947e-09
512,7.64295e-08,7.10634e-08,1.34714e-09,4.01895e-09,1.40087e-08
513,6.25412e-08,5.74084e-08,1.3608e-09,3.77199e-09,1.23652e-08
514,7.05597e-08,6.55834e-08,9.00467e-10,4.07583e-09,1.77036e-08
515,6.13315e-08,5.67849e-08,9.21061e-10,3.62549e-09,1.05875e-08
516,6.50657e-08,6.04465e-08,9.41098e-10,3.67815e-09,1.51483e-08
517,6.13268e-08,5.63102e-08,1.12692e-09,3.88962e-09,1.30391e-08
518,5.31595e-08,4.77453e-08,1.06767e-09,4.34656e-09,1.47381e-08
519,4.9403e-08,4.37493e-08,9.80838e-10,4.67281e-09,1.62672e-08
520,4.69224e-08,4.19257e-08,7.84491e-10,4.21224e-09,1.75323e-08
521,4.90168e-08,4.35663e-08,1.0577e-09,4.39272e-09,1.81608e-08
522,4.58793e-08,4.07713e-08,1.10973e-09,3.99834e-09,1.64804e-08
523,4.02755e-08,3.5153e-08,1.0089e-09,4.11361e-09,1.40956e-08
524,4.46154e-08,3.90273e-08,9.82482e-10,4.60565e-09,2.37871e-08
525,3.98833e-08,3.41875e-08,1.25273e-09,4.44306e-09,2.12807e-08
526,3.83168e-08,3.25862e-08,1.12584e-09,4.60471e-09,2.08446e-08
527,3.74793e-08,3.1526e-08,1.33946e-09,4.61384e-09,1.74375e-08
528,3.6045e-08,2.92863e-08,1.10286e-09,5.65585e-09,1.4554e-08
529,3.41987e-08,2.71881e-08,9.39511e-10,6.07107e-09,1.08912e-08
530,3.45292e-08,2.8265e-08,1.07887e-09,5.18533e-09,1.18682e-08
531,3.71465e-08,3.09861e-08,1.06865e-09,5.09168e-09,1.30027e-08
532,3.58052e-08,2.96387e-08,9.45713e-10,5.22083e-09,1.37901e-08
533,3.70467e-08,3.09477e-08,9.2879e-10,5.17028e-09,1.48545e-08
534,3.3321e-08,2.66537e-08,1.05177e-09,5.61549e-09,1.26644e-08
535,2.83134e-08,2.12075e-08,1.14519e-09,5.96074e-09,7.6091e-09
536,3.30168e-08,2.59407e-08,1.08605e-09,5.99007e-09,8.89705e-09
537,3.75449e-08,3.03999e-08,1.10611e-09,6.03891e-09,1.37946e-08
538,3.66868e-08,3.0127e-08,1.04933e-09,5.5105e-09,1.44631e-08
539,3.16547e-08,2.45723e-08,1.82369e-09,5.25864e-09,1.01286e-08
540,3.86502e-08,3.07708e-08,1.7971e-09,6.08232e-09,1.56573e-08
541,3.91931e-08,3.17956e-08,1.16635e-09,6.23125e-09,1.65394e-08
542,4.23452e-08,3.53337e-08,1.02266e-09,5.98881e-09,1.97029e-08
543,4.19304e-08,3.47697e-08,1.01969e-09,6.14097e-09,1.71772e-08
544,4.33504e-08,3.60192e-08,1.37645e-09,5.95476e-09,1.98183e-08
545,7.98673e-08,7.17746e-08,1.48363e-09,6.60913e-09,5.48806e-08
546,3.58853e-07,3.51244e-07,1.47726e-09,6.13202e-09,3.35793e-07
547,3.30675e-07,3.2345e-07,1.2495e-09,5.97491e-09,3.0902e-07
548,3.38611e-08,2.55338e-08,1.43717e-09,6.89012e-09,1.1312e-08
549,2.92139e-08,2.1083e-08,1.48014e-09,6.65077e-09,4.93565e-09
550,2.47731e-08,1.72607e-08,1.48193e-09,6.03045e-09,4.17516e-09
551,2.24677e-08,1.42901e-08,1.34049e-09,6.83708e-09,1.63755e-09
552,2.23216e-08,1.39315e-08,1.35124e-09,7.0389e-09,1.22334e-09
553,2.37682e-08,1.58108e-08,1.32639e-09,6.63106e-09,2.53989e-09
554,4.93969e-08,4.13046e-08,1.49177e-09,6.6005e-09,2.79264e-08
555,2.0422e-07,1.95567e-07,1.19486e-09,7.4582e-09,1.82054e-07
556,2.09606e-07,2.01092e-07,1.17268e-09,7.34182e-09,1.88322e-07
557,2.23704e-07,2.15263e-07,1.53277e-09,6.9085e-09,2.0338e-07
558,7.8031e-08,6.94386e-08,1.74881e-09,6.84359e-09,5.82442e-08
559,2.27059e-08,1.41224e-08,1.53926e-09,7.04424e-09,3.49417e-09
560,2.35326e-08,1.45801e-08,1.62894e-09,7.32355e-09,2.3545e-09
561,2.20149e-08,1.30635e-08,1.55955e-09,7.39189e-09,1.39553e-10
562,2.44229e-08,1.53323e-08,1.53101e-09,7.55961e-09,5.50815e-11
563,2.78867e-08,1.88444e-08,1.52645e-09,7.5159e-09,5.44107e-11
564,2.95567e-08,2.14299e-08,1.66803e-09,6.45884e-09,5.43343e-11
565,2.79872e-08,1.97888e-08,1.92393e-09,6.27448e-09,5.48453e-11
566,2.90442e-08,2.00174e-08,1.89173e-09,7.13506e-09,4.81986e-10
567,2.44801e-08,1.45043e-08,1.54678e-09,8.42906e-09,4.68667e-10
568,2.32821e-08,1.30148e-08,1.82878e-09,8.43855e-09,3.43456e-10
569,2.21651e-08,1.34017e-08,1.50123e-09,7.26212e-09,3.13453e-10
570,2.64945e-08,1.75253e-08,1.59139e-09,7.37777e-09,3.1165e-10
571,2.37846e-08,1.59207e-08,1.5174e-09,6.3465e-09,3.35797e-10
572,2.33178e-08,1.57451e-08,1.71838e-09,5.85436e-09,4.25662e-10
573,1.86713e-08,1.09616e-08,1.40353e-09,6.3062e-09,5.43906e-10
574,2.47491e-08,1.62234e-08,1.35863e-09,7.16704e-09,7.04857e-11
575,2.53365e-08,1.63428e-08,1.7016e-09,7.29216e-09,6.17697e-10
576,1.09451e-07,1.0035e-07,1.66012e-09,7.44088e-09,8.22368e-08
577,3.0051e-07,2.91926e-07,1.41897e-09,7.16524e-09,2.72774e-07
578,2.08807e-07,1.99742e-07,1.68576e-09,7.38005e-09,1.80287e-07
579,1.99005e-07,1.90255e-07,1.61709e-09,7.13288e-09,1.74055e-07
580,2.59679e-07,2.50554e-07,1.75214e-09,7.3728e-09,2.34983e-07
581,2.19601e-07,2.10564e-07,1.80879e-09,7.22834e-09,1.92594e-07
582,3.24358e-08,2.38628e-08,1.72852e-09,6.84453e-09,6.68406e-09
583,3.58215e-08,2.72821e-08,1.44004e-09,7.09932e-09,4.57646e-09
584,3.68551e-08,2.7604e-08,1.54256e-09,7.70853e-09,1.01147e-09
585,3.06101e-08,2.18594e-08,1.22442e-09,7.5262e-09,5.30896e-10
586,2.67263e-08,1.79308e-08,1.40874e-09,7.38679e-09,2.45022e-10
587,2.50796e-08,1.56864e-08,1.4403e-09,7.95283e-09,0
588,2.48613e-08,1.53073e-08,1.45716e-09,8.09683e-09,0
589,2.78791e-08,1.81995e-08,1.42448e-09,8.25505e-09,0
590,2.54349e-08,1.60322e-08,1.41751e-09,7.98517e-09,0
591,2.22609e-08,1.27533e-08,1.48404e-09,8.02356e-09,0
592,2.57373e-08,1.53745e-08,1.58285e-09,8.77997e-09,0
593,2.9971e-08,1.93257e-08,1.51854e-09,9.12679e-09,0
594,2.82421e-08,1.76886e-08,1.6395e-09,8.91405e-09,0
595,3.00626e-08,1.61669e-08,2.45268e-09,1.1443e-08,0
596,3.4339e-08,2.13619e-08,2.51343e-09,1.04637e-08,0
597,3.98188e-08,2.72086e-08,1.8417e-09,1.07685e-08,0
598,4.33863e-08,3.20566e-08,1.55965e-09,9.77011e-09,0
599,4.27398e-08,3.08207e-08,1.54609e-09,1.0373e-08,0
600,3.4717e-08,2.14876e-08,1.69085e-09,1.15385e-08,0
601,2.89184e-08,1.62429e-08,1.88927e-09,1.07862e-08,0
602,2.98341e-08,1.56793e-08,2.5967e-09,1.15581e-08,0
603,2.44557e-08,1.15467e-08,2.3265e-09,1.05825e-08,0
604,2.30337e-08,9.06863e-09,3.07468e-09,1.08904e-08,0
605,2.34344e-08,8.83749e-09,3.73762e-09,1.08592e-08,0
606,2.39446e-08,8.51918e-09,4.10411e-09,1.13213e-08,0
607,2.44369e-08,8.09927e-09,4.07971e-09,1.22579e-08,0
608,2.3253e-08,7.35522e-09,3.67649e-09,1.22213e-08,0
609,2.59997e-08,8.81454e-09,3.55639e-09,1.36287e-08,0
610,2.54331e-08,9.45642e-09,3.05245e-09,1.29242e-08,0
611,2.63085e-08,1.13407e-08,2.94602e-09,1.20217e-08,0
612,2.50262e-08,9.59961e-09,3.53661e-09,1.189e-08,0
613,2.74304e-08,1.15453e-08,3.33226e-09,1.25528e-08,0
614,2.85041e-08,1.34989e-08,3.28463e-09,1.17206e-08,0
615,2.88645e-08,1.32495e-08,3.45038e-09,1.21646e-08,0
616,2.82437e-08,1.31079e-08,3.62627e-09,1.15095e-08,0
617,2.88976e-08,1.27685e-08,3.5904e-09,1.25387e-08,0
618,3.05224e-08,1.39259e-08,3.67821e-09,1.29183e-08,0
619,3.01213e-08,1.34482e-08,3.42391e-09,1.32492e-08,0
620,3.00166e-08,1.17861e-08,3.62057e-09,1.46099e-08,0
621,3.09534e-08,1.25636e-08,3.83635e-09,1.45535e-08,0
622,2.74728e-08,1.0496e-08,3.37797e-09,1.35989e-08,0
623,3.0541e-08,1.2872e-08,3.72206e-09,1.39469e-08,0
624,3.13761e-08,1.39506e-08,3.73329e-09,1.36922e-08,0
625,3.11609e-08,1.39036e-08,3.9498e-09,1.33074e-08,0
626,3.09814e-08,1.2913e-08,4.00862e-09,1.40598e-08,0
627,3.33181e-08,1.55942e-08,4.15479e-09,1.35692e-08,0
628,3.38174e-08,1.6137e-08,4.26974e-09,1.34108e-08,0
629,3.39407e-08,1.51693e-08,3.83421e-09,1.49373e-08,0
630,3.78818e-08,2.0715e-08,3.59805e-09,1.35687e-08,0
631,3.37716e-08,1.66623e-08,3.28765e-09,1.38217e-08,0
632,3.06053e-08,1.51732e-08,2.57091e-09,1.28611e-08,0
633,2.72975e-08,1.19475e-08,2.28226e-09,1.30677e-08,0
634,2.91377e-08,1.37291e-08,1.83512e-09,1.35734e-08,0
635,3.94877e-08,2.41569e-08,1.69799e-09,1.36328e-08,0
636,2.97843e-07,2.82799e-07,1.55067e-09,1.34935e-08,0
637,9.12546e-08,7.58035e-08,1.76293e-09,1.36882e-08,0
638,2.49168e-08,1.04863e-08,1.69612e-09,1.27344e-08,0
639,2.39488e-08,8.79346e-09,1.72274e-09,1.34326e-08,0
640,2.20746e-08,7.01769e-09,1.7702e-09,1.32867e-08,0
641,2.33134e-08,6.87105e-09,1.65602e-09,1.47864e-08,0
642,2.39823e-08,6.24867e-09,1.73387e-09,1.59998e-08,0
643,2.23903e-08,6.51094e-09,1.1396e-09,1.47398e-08,0
644,2.32493e-08,7.51331e-09,1.18192e-09,1.4554e-08,0
645,2.51259e-08,8.36646e-09,1.46743e-09,1.5292e-08,0
646,3.09438e-08,1.46195e-08,1.26606e-09,1.50583e-08,0
647,3.19142e-08,1.63084e-08,1.24129e-09,1.43645e-08,0
648,3.26754e-08,1.61542e-08,1.50208e-09,1.50191e-08,0
649,2.83649e-08,1.0646e-08,1.37799e-09,1.63409e-08,0
650,2.5354e-08,8.16003e-09,1.35573e-09,1.58383e-08,0
651,2.46106e-08,7.06747e-09,1.47993e-09,1.60632e-08,0
652,2.48333e-08,8.07033e-09,1.37797e-09,1.5385e-08,0
653,2.55299e-08,7.7083e-09,1.45025e-09,1.63713e-08,0
654,2.40441e-08,6.92997e-09,1.26893e-09,1.58452e-08,0
655,2.40123e-08,6.53132e-09,1.32498e-09,1.6156e-08,0
656,2.55765e-08,6.79902e-09,1.61746e-09,1.71601e-08,0
657,2.42616e-08,6.20251e-09,1.37693e-09,1.66822e-08,0
658,2.46952e-08,7.35845e-09,1.19454e-09,1.61422e-08,0
659,3.16729e-08,1.2637e-08,1.24815e-09,1.77878e-08,0
660,2.93463e-08,1.06836e-08,1.36028e-09,1.73024e-08,0
661,2.97785e-08,1.09781e-08,1.36151e-09,1.74389e-08,0
662,2.80834e-08,9.02077e-09,1.39771e-09,1.76649e-08,0
663,2.52151e-08,5.73087e-09,1.23882e-09,1.82454e-08,0
664,2.43452e-08,4.91603e-09,1.37451e-09,1.80547e-08,0
665,2.43338e-08,4.16174e-09,1.40964e-09,1.87624e-08,0
666,2.40744e-08,4.44621e-09,1.46558e-09,1.81626e-08,0
667,2.44897e-08,4.67865e-09,1.32445e-09,1.84866e-08,0
668,2.4717e-08,4.41398e-09,1.05018e-09,1.92529e-08,0
669,2.34887e-08,3.97392e-09,1.0746e-09,1.84402e-08,0
670,2.49741e-08,3.93184e-09,1.95662e-09,1.90857e-08,0
671,2.50007e-08,4.6564e-09,1.66955e-09,1.86747e-08,0
672,2.33478e-08,3.74293e-09,1.44274e-09,1.81621e-08,0
673,2.3496e-08,3.86387e-09,1.26981e-09,1.83623e-08,0
674,2.46273e-08,4.1059e-09,1.36709e-09,1.91543e-08,0
675,2.65914e-08,6.10639e-09,1.74087e-09,1.87441e-08,0
676,2.7873e-08,5.78981e-09,1.52741e-09,2.05557e-08,0
677,2.51055e-08,3.81734e-09,1.41741e-09,1.98707e-08,0
678,2.55577e-08,3.57199e-09,1.22858e-09,2.07571e-08,0
679,2.57075e-08,3.32895e-09,1.3801e-09,2.09985e-08,0
680,2.70362e-08,3.87773e-09,1.80218e-09,2.13562e-08,0
681,2.86501e-08,5.42989e-09,1.55966e-09,2.16605e-08,0
682,2.80751e-08,5.37241e-09,1.92233e-09,2.07803e-08,0
683,2.86641e-08,6.29636e-09,1.61187e-09,2.07559e-08,0
684,2.7804e-08,6.13238e-09,1.54589e-09,2.01257e-08,0
685,2.94453e-08,6.79715e-09,1.50517e-09,2.1143e-08,0
686,2.792e-08,7.11994e-09,1.54097e-09,1.92591e-08,0
687,2.86381e-08,6.68574e-09,1.57871e-09,2.03737e-08,0
688,2.90021e-08,7.2362e-09,1.15276e-09,2.06131e-08,0
689,3.03611e-08,8.28156e-09,1.15862e-09,2.09209e-08,0
690,2.99464e-08,8.32788e-09,1.11121e-09,2.05073e-08,0
691,2.93194e-08,7.34581e-09,1.1539e-09,2.08197e-08,0
692,2.84105e-08,6.63441e-09,1.13868e-09,2.06374e-08,0
693,2.95493e-08,6.78286e-09,1.22442e-09,2.1542e-08,0
694,3.05249e-08,6.53074e-09,1.56304e-09,2.24312e-08,0
695,3.08522e-08,6.77379e-09,1.35823e-09,2.27202e-08,0
696,3.22442e-08,7.91008e-09,9.67087e-10,2.33671e-08,0
697,2.95011e-08,6.36485e-09,9.1126e-10,2.2225e-08,0
698,2.91262e-08,6.1652e-09,1.12046e-09,2.18405e-08,0
699,2.82057e-08,5.0238e-09,9.31746e-10,2.22502e-08,0
700,2.74127e-08,4.91254e-09,8.25576e-10,2.16746e-08,0
701,2.9465e-08,7.14506e-09,8.10953e-10,2.1509e-08,0
702,3.39378e-08,1.16853e-08,9.96529e-10,2.12559e-08,0
703,3.51544e-08,1.26982e-08,9.82836e-10,2.14734e-08,0
704,3.71814e-08,1.4094e-08,9.69168e-10,2.21182e-08,0
705,3.55455e-08,1.17237e-08,1.02363e-09,2.27981e-08,0
706,3.15818e-08,7.37836e-09,1.08725e-09,2.31162e-08,0
707,3.28519e-08,8.31495e-09,1.02266e-09,2.35143e-08,0
708,3.15419e-08,6.97854e-09,1.08714e-09,2.34762e-08,0
709,3.25422e-08,7.78284e-09,1.05527e-09,2.37041e-08,0
710,3.24323e-08,7.56193e-09,1.00882e-09,2.38615e-08,0
711,3.05951e-08,4.74848e-09,1.13936e-09,2.47073e-08,0
712,3.20483e-08,6.36303e-09,1.13083e-09,2.45544e-08,0
713,3.29902e-08,6.48383e-09,1.29906e-09,2.52073e-08,0
714,3.26927e-08,5.29781e-09,1.3545e-09,2.60404e-08,0
715,2.97164e-08,4.67204e-09,1.29116e-09,2.37532e-08,0
716,3.1322e-08,4.91068e-09,1.52142e-09,2.48899e-08,0
717,3.10127e-08,4.33407e-09,1.63417e-09,2.50445e-08,0
718,2.9426e-08,3.80291e-09,1.62505e-09,2.3998e-08,0
719,3.05921e-08,4.39216e-09,1.19012e-09,2.50098e-08,0
720,3.00641e-08,3.87957e-09,1.32399e-09,2.48605e-08,0
721,2.93335e-08,3.77134e-09,1.38106e-09,2.41811e-08,0
722,2.89245e-08,3.52729e-09,1.43761e-09,2.39596e-08,0
723,3.07513e-08,4.51396e-09,1.50129e-09,2.4736e-08,0
724,3.11051e-08,4.59665e-09,1.3467e-09,2.51617e-08,0
725,3.0131e-08,4.05592e-09,1.47376e-09,2.46013e-08,0
726,3.11575e-08,3.61233e-09,1.47063e-09,2.60745e-08,0
727,3.1308e-08,4.18729e-09,1.65328e-09,2.54674e-08,0
728,3.11112e-08,3.52541e-09,1.33283e-09,2.6253e-08,0
729,3.19284e-08,3.48797e-09,1.27068e-09,2.71698e-08,0
730,3.14108e-08,3.00593e-09,1.26647e-09,2.71384e-08,0
731,3.15748e-08,2.88341e-09,1.39581e-09,2.72956e-08,0
732,3.31119e-08,3.70383e-09,1.47276e-09,2.79353e-08,0
733,3.20141e-08,3.21144e-09,1.19399e-09,2.76087e-08,0
734,3.21811e-08,3.2185e-09,1.21725e-09,2.77453e-08,0
735,3.24408e-08,3.62399e-09,1.59684e-09,2.72199e-08,0
736,3.19211e-08,3.71456e-09,1.41794e-09,2.67886e-08,0
737,3.22807e-08,3.31802e-09,1.28963e-09,2.7673e-08,0
738,3.30056e-08,3.4083e-09,1.35053e-09,2.82468e-08,0
739,3.39421e-08,4.25308e-09,1.32554e-09,2.83635e-08,0
740,3.6426e-08,7.04128e-09,1.49097e-09,2.78938e-08,0
741,3.51404e-08,6.74255e-09,1.30153e-09,2.70964e-08,0
742,3.52446e-08,6.35492e-09,1.45556e-09,2.74341e-08,0
743,3.5941e-08,5.10774e-09,1.83158e-09,2.90017e-08,0
744,3.71014e-08,6.17802e-09,1.8274e-09,2.9096e-08,0
745,3.61401e-08,5.4105e-09,1.99966e-09,2.87299e-08,0
746,3.62563e-08,4.96875e-09,2.24242e-09,2.90451e-08,0
747,3.66752e-08,4.80683e-09,2.5153e-09,2.93531e-08,0
748,3.70677e-08,4.54589e-09,2.19203e-09,3.03298e-08,0
749,3.49493e-08,4.16187e-09,2.41001e-09,2.83774e-08,0
750,3.67116e-08,4.61187e-09,2.1998e-09,2.98999e-08,0
751,3.74878e-08,4.55168e-09,2.05236e-09,3.08837e-08,0
752,3.633e-08,4.60008e-09,2.50179e-09,2.92281e-08,0
753,3.90689e-08,7.00773e-09,2.55562e-09,2.95056e-08,0
754,3.70052e-08,6.03976e-09,2.43276e-09,2.85327e-08,0
755,3.88846e-08,6.39486e-09,2.55018e-09,2.99396e-08,0
756,4.02457e-08,7.28828e-09,2.58565e-09,3.03718e-08,0
757,4.08153e-08,7.28059e-09,3.01418e-09,3.05206e-08,0
758,4.16626e-08,7.25117e-09,3.50638e-09,3.09051e-08,0
759,4.17942e-08,7.74842e-09,3.23372e-09,3.08121e-08,0
760,4.02629e-08,5.19824e-09,3.44172e-09,3.16229e-08,0
761,4.1412e-08,6.09329e-09,3.91242e-09,3.14063e-08,0
762,4.17823e-08,6.07977e-09,3.86107e-09,3.18414e-08,0
763,4.30416e-08,6.87451e-09,3.65899e-09,3.25081e-08,0
764,4.24967e-08,7.0941e-09,3.49885e-09,3.19037e-08,0
765,4.48998e-08,8.44022e-09,3.43347e-09,3.30261e-08,0
766,4.49848e-08,1.00396e-08,3.69207e-09,3.12531e-08,0
767,4.62816e-08,9.95675e-09,3.65699e-09,3.26678e-08,0
768,4.6845e-08,1.02585e-08,3.69747e-09,3.2889e-08,0
769,5.19496e-08,1.41186e-08,3.59204e-09,3.4239e-08,0
770,4.91827e-08,1.30558e-08,3.44568e-09,3.26812e-08,0
771,4.90874e-08,1.28079e-08,3.59695e-09,3.26826e-08,0
772,4.89114e-08,1.35327e-08,3.16672e-09,3.2212e-08,0
773,5.07341e-08,1.52883e-08,3.22434e-09,3.22214e-08,0
774,5.12938e-08,1.50813e-08,3.29506e-09,3.29174e-08,0
775,5.16515e-08,1.39845e-08,3.63312e-09,3.40338e-08,0
776,5.27061e-08,1.38165e-08,3.4953e-09,3.53943e-08,0
777,5.122e-08,1.36598e-08,3.68351e-09,3.38766e-08,0
778,4.85685e-08,1.12467e-08,3.39129e-09,3.39306e-08,0
779,5.00719e-08,1.19327e-08,3.44314e-09,3.4696e-08,0
780,4.88248e-08,1.12073e-08,3.86775e-09,3.37497e-08,0
781,4.75507e-08,1.12483e-08,3.405e-09,3.28974e-08,0
782,4.94274e-08,1.09391e-08,3.35779e-09,3.51306e-08,0
783,8.18412e-08,4.37684e-08,2.78293e-09,3.52899e-08,0
784,7.14819e-08,3.20804e-08,2.61104e-09,3.67905e-08,0
785,7.39731e-08,3.51602e-08,2.5939e-09,3.62191e-08,0
786,7.22839e-08,3.31072e-08,2.55228e-09,3.66244e-08,0
787,5.1223e-08,1.09592e-08,2.15422e-09,3.81095e-08,0
788,5.21171e-08,1.26421e-08,2.18943e-09,3.72856e-08,0
789,5.16632e-08,1.23758e-08,2.3043e-09,3.69831e-08,0
790,5.20438e-08,1.29381e-08,2.38722e-09,3.67184e-08,0
791,5.40964e-08,1.29287e-08,2.43018e-09,3.87375e-08,0
792,5.36522e-08,1.26107e-08,2.28898e-09,3.87525e-08,0
793,5.14152e-08,1.19251e-08,2.39992e-09,3.70901e-08,0
794,5.3689e-08,1.26269e-08,2.60246e-09,3.84596e-08,0
795,5.37925e-08,1.38506e-08,2.29367e-09,3.76483e-08,0
796,5.52839e-08,1.37698e-08,2.46051e-09,3.90536e-08,0
797,5.45309e-08,1.25787e-08,2.24229e-09,3.97099e-08,0
798,5.50013e-08,1.3714e-08,2.25719e-09,3.90301e-08,0
799,5.20502e-08,1.05728e-08,2.34575e-09,3.91317e-08,0
800,5.07717e-08,9.59253e-09,2.07691e-09,3.91023e-08,0
801,5.43377e-08,1.14952e-08,2.34499e-09,4.04976e-08,0
802,5.4737e-08,1.26677e-08,2.17356e-09,3.98957e-08,0
803,5.01167e-08,8.75894e-09,2.03357e-09,3.93242e-08,0
804,5.1216e-08,9.14787e-09,2.4241e-09,3.9644e-08,0
805,5.00521e-08,9.34094e-09,2.58088e-09,3.81302e-08,0
806,4.79348e-08,7.82035e-09,2.65346e-09,3.7461e-08,0
807,4.96346e-08,8.90071e-09,2.41824e-09,3.83157e-08,0
808,4.93024e-08,9.07769e-09,2.25379e-09,3.79709e-08,0
809,4.71409e-08,8.67464e-09,2.08269e-09,3.63836e-08,0
810,4.69611e-08,8.39839e-09,2.09256e-09,3.64702e-08,0
811,4.57668e-08,6.87441e-09,2.41731e-09,3.6475e-08,0
812,4.70855e-08,8.33929e-09,1.96446e-09,3.67818e-08,0
813,4.81407e-08,8.48142e-09,2.10638e-09,3.75529e-08,0
814,4.67932e-08,7.99138e-09,2.12794e-09,3.66738e-08,0
815,4.73605e-08,8.273e-09,2.28405e-09,3.68034e-08,0
816,4.70404e-08,8.07527e-09,2.35879e-09,3.66064e-08,0
817,4.795e-08,9.39713e-09,1.89249e-09,3.66604e-08,0
818,4.72668e-08,8.6415e-09,2.00688e-09,3.66184e-08,0
819,4.7492e-08,8.40697e-09,1.79715e-09,3.72878e-08,0
820,4.87865e-08,9.20506e-09,1.96499e-09,3.76164e-08,0
821,4.78245e-08,9.08801e-09,1.49431e-09,3.72421e-08,0
822,4.75103e-08,9.2663e-09,1.45466e-09,3.67893e-08,0
823,4.82502e-08,9.49582e-09,1.45183e-09,3.73025e-08,0
824,4.64304e-08,7.37715e-09,1.37208e-09,3.76812e-08,0
825,4.66233e-08,6.81704e-09,1.49763e-09,3.83086e-08,0
826,4.70418e-08,8.57924e-09,1.72636e-09,3.67362e-08,0
827,4.78553e-08,8.04374e-09,1.5304e-09,3.82812e-08,0
828,4.74387e-08,8.6973e-09,1.55414e-09,3.71873e-08,0
829,4.50363e-08,6.45088e-09,1.62505e-09,3.69604e-08,0
830,4.58693e-08,6.45663e-09,1.6376e-09,3.77751e-08,0
831,4.81249e-08,7.84549e-09,1.55762e-09,3.87218e-08,0
832,4.7719e-08,8.22617e-09,1.79755e-09,3.76953e-08,0
833,4.76231e-08,8.84693e-09,1.65791e-09,3.71183e-08,0
834,4.76125e-08,7.50004e-09,1.72468e-09,3.83878e-08,0
835,4.56249e-08,4.75349e-09,1.95909e-09,3.89123e-08,0
836,4.47411e-08,4.13304e-09,2.00711e-09,3.8601e-08,0
837,4.42752e-08,4.5018e-09,2.45237e-09,3.7321e-08,0
838,4.28027e-08,4.46754e-09,2.08488e-09,3.62503e-08,0
839,4.5702e-08,6.79401e-09,2.29081e-09,3.66172e-08,0
840,4.52529e-08,6.15631e-09,2.55591e-09,3.65407e-08,0
841,4.53867e-08,5.6216e-09,2.46254e-09,3.73026e-08,0
842,4.4253e-08,5.73058e-09,2.68253e-09,3.58399e-08,0
843,4.60448e-08,6.13733e-09,2.63799e-09,3.72695e-08,0
