theta,k,L,Qd,n,u,M,Qeq,Qstar,Qoa,region_eq,fstar_cournot
4222.9454,38965.7152,4892195.46,354092.803,4,0.619129633,3.97598802,0,0,0,0,-35645.5725
10087.52,475931.219,2427722.55,19783.2512,9,1.16351562,1.1699988,0,0,0,0,-466685.634
1437.05755,74873.3341,486923.738,113946.668,6,0.537219258,6.31902149,0,0,0,0,-73514.2452
1947.65743,90577.2804,784283.951,821227.937,3,0.853026845,11.628788,0,0,0,0,-88829.0314
1847646.14,55165.8035,4720106.58,78237.6284,7,1.2152245,9.68387222,66322.655,75760.8809,75797.32,1,-254840.492
71477.1744,155309.796,1030173.88,12792.39,10,0.482257533,6.33575416,0,0,0,0,-83980.7015
1958212.25,101589.605,325658.412,32013.8923,3,1.98609959,1.54355329,22762.0073,30348.5892,30349.343,2,-618748.476
1939214.41,38290.0454,6762465.08,163276.287,2,0.969610493,0.758316989,106489.869,159571.813,159734.803,2,-946578.469
101564.37,262328.511,1403023.22,213739.635,6,1.76995673,16.0227365,0,0,0,0,-161504.317
98772.0082,52464.0358,5921676.98,24584.4155,2,0.67954945,3.96267314,7472.0446,11170.0614,11208.0669,1,-22324.835
2522371.56,41618.4332,530175.693,950906.679,8,1.53523914,37.6079227,830780.347,934125.077,934627.89,2,-308562.536
21079.5272,356623.838,4042755.78,86648.1833,4,1.73023455,12.0619709,0,0,0,0,-337629.233
28115.6146,372864.352,3469499.32,13100.1824,3,0.923283168,9.09894851,0,0,0,0,-345703.53
4092.68204,714312.774,401347.553,45715.5035,10,0.955641218,5.52763333,0,0,0,0,-710334.412
2224.37528,62526.7767,1948194.02,588241.684,5,0.814596354,3.5346949,0,0,0,0,-60775.4243
77824.8787,453117.94,7390844.35,712381.96,6,0.578264611,5.48270581,0,0,0,0,-376566.94
1393.4665,153396.24,1116003.85,24727.9425,3,1.559164,4.07115768,0,0,0,0,-152521.412
164724.192,62879.0656,9589715.58,28039.9036,9,2.00401965,51.4918022,14642.1024,16117.4326,16269.0026,1,-9684.69282
1030.82487,33677.3598,3119685.51,44245.7303,4,0.953436963,3.0357991,0,0,0,0,-33533.0993
221896.473,279586.942,2610430.54,999351.139,9,1.30129864,23.0804821,0,0,0,0,-58702.973
3735.24548,574451.491,9790760.37,357957.827,6,0.583568377,5.83488022,0,0,0,0,-572419.249
237560.581,748505.541,961784.166,13880.8022,8,0.485511933,30.419626,0,0,0,0,-511084.142
1206.60598,31756.22,5856790.69,967387.921,10,0.341890264,23.3424419,0,0,0,0,-31146.4485
3432.99636,80749.8966,788397.924,40691.7143,5,0.749147663,7.51698743,0,0,0,0,-77492.9439
6191.89655,35097.4906,2552343.63,111742.618,8,0.984925608,2.75610837,0,0,0,0,-29654.8842
411308.68,46972.6592,4687449.33,547424.241,8,0.857428468,5.01732417,425660.083,474405.98,478867.594,2,-41585.9766
17987.3502,654730.108,915299.216,35033.7874,7,3.79568919,16.4287041,0,0,0,0,-637778.284
229637.747,98590.0631,9644508.06,997754.103,9,0.864458367,10.4256037,473002.022,495612.784,525557.802,2,-6145.63874
4335.16124,437787.228,1060620.95,135306.839,10,0.704816159,10.3701406,0,0,0,0,-433674.881
1885.02306,865628.028,322979.007,115465.205,8,1.16122347,20.8315981,0,0,0,0,-863854.793
1970180.93,47927.0583,1599131.68,62176.4608,8,1.00234838,6.99739524,53905.3706,60637.2777,60643.5419,1,-239998.689
705.578188,993104.234,2361164.17,38487.773,2,1.09234895,33.9901691,0,0,0,0,-993167.424
17920.0034,30587.4975,6818862.82,124536.501,7,0.861637563,2.29733994,0,0,0,0,-14418.7276
1071594.35,37493.3702,2725106.57,936786.855,9,0.950936434,14.3538975,809818.154,896246.664,899797.949,2,-110282.844
12421.0771,266094.501,9634101.07,636167.683,3,0.874276363,77.9151089,0,0,0,0,-256183.965
1248609.8,47538.7592,1276441.97,17748.1879,3,0.644449456,8.68204356,12801.4676,17068.0593,17068.6234,1,-400222.37
3755.06326,134690.362,3414726.37,148410.036,9,1.21699738,14.5618123,0,0,0,0,-132173.961
8165.02078,246604.686,3458781.95,341201.979,9,0.214330894,5.40178107,0,0,0,0,-238660.626
271556.027,398715.687,4516312.88,356777.47,5,1.2661033,5.95259719,0,0,0,0,-128864.017
2583.32774,209790.334,600163.81,19535.2459,6,1.78236147,2.70043206,0,0,0,0,-207525.846
937.263778,459089.642,584162.768,14938.5703,9,2.11327584,10.8648823,0,0,0,0,-458520.336
8384.7172,489178.401,302985.739,552534.531,9,0.679186185,13.8062398,0,0,0,0,-480855.02
30320.6299,243146.035,5019094.74,70051.7936,9,0.869820304,100.08173,0,0,0,0,-214126.661
3895.4292,152341.829,561158.565,152843.103,8,1.02367531,11.106343,0,0,0,0,-148617.62
2629.26174,48544.4593,4065397.38,369130.107,4,2.41187833,7.60039662,0,0,0,0,-48837.7739
32423.9025,80719.8693,1687312.54,77175.57,2,1.32290761,4.57096157,0,0,0,0,-48961.2898
176336.95,31438.8948,1151512.83,10175.6866,6,1.1897045,25.845789,7145.80223,8334.15368,8336.76926,1,-24028.7326
1597963.53,42342.8907,443964.879,276208.648,2,0.384759179,0.949317559,179244.724,268852.763,268867.086,2,-777660.556
62296.5519,112533.677,520945.059,354485.596,3,0.49899994,7.84168399,0,0,0,0,-50314.6065
9753.52135,115549.27,9953219.46,435675.494,8,0.874439535,22.6206161,0,0,0,0,-108389.934
923.600188,93989.952,1305768.6,93575.4071,8,0.591138741,3.7965634,0,0,0,0,-93296.4235
1051948.38,37194.136,3955506.04,11701.44,7,0.946578321,9.65053725,9865.16912,11272.8886,11274.479,1,-144642.046
524243.018,152417.759,390089.801,45885.3626,3,1.44349556,4.61399762,24395.4283,32523.5385,32527.2377,1,-123829.45
1022.01949,56415.4982,480690.193,707954.2,5,0.404079009,2.57267489,0,0,0,0,-55451.3734
727.726741,643867.925,500899.757,13969.7132,4,1.7456421,27.0545998,0,0,0,0,-643400.821
107032.913,48394.5266,673878.479,26421.9602,6,0.952546402,8.5815375,12363.5781,14417.2603,14424.1744,1,-9708.49131
433.312009,52027.1759,8099126.56,503563.161,2,0.814992831,16.0407419,0,0,0,0,-53561.2946
2033.96765,46632.6002,2256548.79,238802.754,7,0.223596538,31.9782948,0,0,0,0,-44749.0219
467649.08,325957.611,1461551.05,21101.3033,4,0.755548702,2.00313952,5102.40961,6376.5326,6378.01201,1,-35299.5946
26728.9439,783468.634,1190225.56,27626.4729,7,0.172133708,10.445841,0,0,0,0,-756800.756
52447.4911,279630.329,5298584.55,132372.909,3,2.99661991,30.5988355,0,0,0,0,-231915.429
8443.36352,95170.3198,2318357.29,54005.3508,8,1.70834766,10.7349977,0,0,0,0,-87907.4511
810116.816,237084.671,561136.302,83496.0366,3,1.38305038,5.82418404,44271.3575,59018.7964,59028.4766,1,-190808.362
1896361.36,33059.8054,1426833.73,126706.803,6,1.0120188,2.04092217,106669.968,124425.672,124448.296,2,-310083.427
4544.02671,49205.792,5048933.79,106057.639,7,2.25386055,12.4164701,0,0,0,0,-48053.5962
3974.82659,776774.18,4847692.3,43649.1631,3,0.405486595,4.47061125,0,0,0,0,-773385.248
2010.31845,471702.333,4804792.5,652493.883,10,1.88725668,6.99739524,0,0,0,0,-472394.81
346033.711,65140.1736,840817.955,739870.851,4,1.15701974,3.70276733,478251.125,595633.197,597813.906,2,-68871.4083
3528.99838,41698.8149,4057391.14,16294.6101,4,0.914132437,1.18744695,0,0,0,0,-39275.3286
1247330.23,32076.9787,935640.564,239129.828,3,0.23415587,19.1948162,174713.06,232932.99,232950.747,1,-404939.141
135103.225,157759.152,8607725.7,64589.1661,8,2.95807427,12.7107709,0,0,0,0,-30245.2837
6172.15619,801250.746,4519892.37,44632.9576,7,1.92212812,1.71979276,0,0,0,0,-797668.101
641402.082,180464.064,1162590.78,22538.2129,5,0.551493055,41.4707908,13491.2851,16188.4896,16189.5422,1,-92113.4372
479301.73,223746.442,487321.99,111072.016,8,1.8731978,5.50546903,52566.128,59111.2651,59136.894,2,-31785.9354
213543.824,74216.8349,1825760.34,116498.321,10,1.01742207,7.07185156,68704.1441,75423.3202,75574.5585,2,-13571.8503
404.606083,423355.943,979553.591,453220.514,5,3.79798882,18.5702432,0,0,0,0,-424060.23
99675.4419,814305.439,4706684.81,521560.186,2,2.4359597,7.56485656,0,0,0,0,-718047.373
639.557589,582808.154,6772812.47,37051.273,9,0.437738019,11.1396366,0,0,0,0,-583052.268
852.892057,956944.647,4366501.66,563759.692,6,1.55229917,11.1856399,0,0,0,0,-958112.058
39484.88,60392.0859,4146941.98,690689.358,7,0.518943823,5.31071679,0,0,0,0,-21548.6456
280609.224,44088.6982,759759.911,18902.5423,3,0.486691337,28.402918,11943.3782,15923.3521,15924.5043,1,-78780.6306
1649.36013,575309.577,318437.4,231718.946,10,3.8980419,3.97598802,0,0,0,0,-574030.196
207524.534,56230.5695,764228.453,223203.665,9,1.24754441,3.96267314,145917.513,161824.074,162130.57,2,-16461.6736
24416.3043,56420.9628,1194139.43,623682.76,4,3.18033587,7.42223246,0,0,0,0,-33136.63
44953.307,39284.7645,1005806.54,950441.21,3,2.58834215,11.6949509,70818.4425,85991.6432,94424.59,1,-1048.25831
28077.5325,76160.4475,1459221.36,720276.531,8,1.07688943,14.6103191,0,0,0,0,-48551.2966
812.448122,40695.4529,445887.113,14510.6878,6,0.435849893,6.29782339,0,0,0,0,-39940.9302
125287.808,942394.236,327377.995,58237.9845,6,1.37629273,3.68344616,0,0,0,0,-817240.725
2619573.72,934892.194,8653678.92,86738.6764,7,0.4363945,24.6233697,48766.7198,55718.9782,55733.394,1,-240010.315
19540.7157,54677.547,6292382.12,131229.377,2,0.419916559,3.82733058,0,0,0,0,-35924.3948
75038.3175,175614.16,2365102.19,794685.358,7,1.08781761,1.84204041,0,0,0,0,-101342.698
4598.5162,590411.968,360893.31,11236.756,2,0.63918667,8.85681745,0,0,0,0,-585882.208
130629.006,43003.0769,408762.865,103768.956,9,0.909501563,2.85189086,62536.1185,69443.5095,69484.5761,2,-9666.43205
77113.1984,154504.805,917366.915,269566.324,5,1.2378182,15.2713332,0,0,0,0,-77730.0665
619.559154,66734.7796,1711615.73,187035.896,8,0.731671251,6.81144381,0,0,0,0,-66488.4962
1812492.61,985018.783,4275504.97,37278.4449,5,1.17069485,21.476905,14154.4589,16980.4005,16985.3507,1,-164907.521
29252.5202,156178.583,565835.95,152582.581,2,0.672361673,3.48251701,0,0,0,0,-127039.46
127427.662,97534.0669,427744.101,177731.249,3,3.25751668,3.59720669,30732.7487,40803.779,40976.9983,2,-9659.94451
684839.787,36132.1512,1811143.89,697376.761,7,3.68277186,5.42424389,569526.637,643269.529,650887.585,2,-83737.9092
76623.0198,661810.646,460572.816,54235.9122,9,0.564402709,24.7466813,0,0,0,0,-585265.107
185303.233,171418.91,3055021.32,73007.3984,8,0.651735452,5.27050878,4648.2955,5207.6598,5229.33243,1,-1599.38914
1870.34613,81826.2505,2628735.4,34117.2306,9,1.1508972,1.1699988,0,0,0,0,-80857.6642
407601.469,377950.438,2490125.57,48250.8733,7,2.07282797,5.66467876,2908.8246,3309.49533,3324.37098,1,-3872.3119
10740.4991,457131.268,2173629.17,29653.8025,9,2.07022326,19.3379396,0,0,0,0,-447732.02
501790.764,157575.2,2781812.45,60871.2703,2,0.546653042,2.80261446,27791.8657,41671.0288,41687.7985,2,-171673.725
273257.312,144150.723,1904042.16,32382.2131,2,0.644775097,7.23934117,10168.3292,15245.9365,15252.4938,1,-64287.3099
17925.9646,125480.546,421379.915,14388.287,3,2.64709121,4.2236988,0,0,0,0,-107887.05
113288.833,231676.657,5535776.54,95797.5454,6,3.5105952,5.85320402,0,0,0,0,-124180.334
1093.63021,862553.491,6129937.3,24253.817,5,0.895922336,5.18266202,0,0,0,0,-863096.805
727.716653,677193.232,1275885.35,49237.8593,10,1.00149557,22.0119034,0,0,0,0,-676846.378
124945.321,84420.0923,1144822.05,25772.4531,5,2.07507134,7.51698743,6838.41784,8190.02304,8206.10141,1,-7869.81358
428.795953,677379.214,1726971.97,269435.344,7,0.54769536,4.08829124,0,0,0,0,-677232.342
1063899.84,124266.737,1529477.57,21184.378,7,1.38100965,11.4989326,16359.0679,18693.93,18696.0777,1,-134020.088
5878.18295,247898.592,2672785.17,72640.6628,4,1.6071564,2.18759896,0,0,0,0,-243300.761
300560.223,50436.3196,1989301.78,87550.5097,5,0.510017041,14.1169247,60611.2274,72690.7126,72733.4728,1,-49788.0541
662170.106,104860.225,1724141.08,327815.012,8,0.545394357,8.31616842,244925.697,275310.535,275541.409,2,-69103.6297
50515.0551,36938.8241,4844013.87,187814.626,4,0.99237094,2.00313952,35032.8929,42198.8671,43791.1161,2,-2483.93651
1367.42071,438915.992,7360520.33,32874.5243,8,0.273462782,1.75959119,0,0,0,0,-438148.52
377.313618,33607.5965,2716254.86,43599.804,4,5.14256308,7.25136622,0,0,0,0,-37393.7738
194567.746,231951.79,511677.308,35489.1089,9,2.66669967,1.19760668,0,0,0,0,-37790.7474
502.507696,562352.857,503473.012,37736.5907,6,3.36310743,9.26011376,0,0,0,0,-562355.039
796.955878,67331.1675,2937611.56,302576.751,7,2.29352058,2.29733994,0,0,0,0,-68542.4001
871540.4,649479.98,373813.346,710521.063,2,0.815419516,6.71516069,120588.081,180799.568,180882.121,2,-110832.826
41949.2219,41217.4505,1052587.15,161679.569,9,0.525847647,2.92855118,1958.81794,2129.01833,2176.46438,1,-49.2483241
20212.897,530511.56,816548.925,143371.614,9,2.49055294,12.1748326,0,0,0,0,-510904.821
574288.421,149156.516,1966087.77,151873.184,6,1.40963136,6.81503242,96057.5021,111911.306,112067.086,2,-70029.5289
359.062495,81888.7327,2046504.53,17603.2941,2,0.578603908,4.2064439,0,0,0,0,-81882.6107
493.620755,189869.193,506868.658,16940.2728,4,1.66162206,7.71692206,0,0,0,0,-189626.608
23714.1333,101122.015,3397707.69,16613.1899,2,0.943553761,7.25136622,0,0,0,0,-78363.4466
347331.538,337234.028,490962.89,510026.345,3,0.491840827,6.81503242,11034.4351,14696.9416,14712.5801,1,-3327.63648
976694.148,157297.667,2349876.93,14384.0216,7,0.358053485,71.1625896,10555.5681,12063.0162,12063.5064,1,-116982.773
5774.05818,67214.1488,554277.453,776329.614,7,1.69391544,21.02336,0,0,0,0,-61719.9413
197341.421,126056.716,714963.906,17386.8748,3,0.330733236,6.27482745,4705.60633,6273.5269,6274.14177,1,-23728.7694
439675.67,133888.976,2060574.53,13122.4448,3,0.441303479,11.038246,6838.43308,9116.97589,9117.91077,1,-101796.784
3939.11751,108822.369,1937983.43,577130.852,6,0.958315181,2.11894582,0,0,0,0,-105436.813
859.10688,383799.502,3799553.59,97749.6916,4,0.955214278,3.77273168,0,0,0,0,-384022.18
937920.428,120943.495,368833.629,143335.057,5,1.35393101,6.81503242,104010.777,124794.988,124812.932,2,-163224.691
374.837627,45068.0746,8725195.53,586005.894,8,0.9723557,3.70245541,0,0,0,0,-47221.9981
2845684.6,562548.094,443389.739,199029.716,10,1.51875502,6.192528,145143.195,159643.592,159657.515,2,-228074.587
407660.221,95687.6552,816084.854,32721.444,9,1.53696835,5.9092968,22505.9017,25000.3156,25006.5575,1,-34535.6589
2125.04959,54036.0037,1495859.67,112377.337,10,2.16074725,56.4374411,0,0,0,0,-52874.3444
617.320037,224931.642,7999601.71,529049.309,5,2.05294863,25.5533388,0,0,0,0,-229209.336
29033.6119,175159.192,4054266.67,71749.0046,3,0.869608308,2.92855118,0,0,0,0,-147176.437
12981.4452,955616.408,1092747.53,130652.342,8,1.03331607,26.285753,0,0,0,0,-942971.521
2701.04935,252158.679,316844.8,32137.411,5,1.64186761,5.68229165,0,0,0,0,-249612.687
1371470.63,190594.278,978838.003,249030.616,7,1.60292027,8.26124188,187452.848,214120.724,214231.827,2,-167930.188
1180.34044,151647.775,954108.458,134507.712,5,0.345148389,17.5257773,0,0,0,0,-150565.589
138578.399,754535.145,7267922.89,591400.024,5,1.08306913,10.5240586,0,0,0,0,-618302.994
39222.6207,195927.227,7635119.36,956433.994,6,1.16431475,8.59789234,0,0,0,0,-159354.288
944872.556,70159.7219,5873044.27,115136.852,6,7.48673515,3.13731211,89162.9841,102976.041,104023.481,2,-133479.462
1410.10435,95735.7723,5864085.48,356913.621,9,0.734839106,6.92336218,0,0,0,0,-95610.0671
265276.978,408143.162,1075631.01,16353.7589,6,1.3358847,12.6317774,0,0,0,0,-143294.475
44626.666,97696.6832,6759153.18,278708.963,7,0.470156679,3.21068855,0,0,0,0,-54017.2188
444979.692,138207.166,637522.24,11363.1067,9,0.898908716,11.9283438,7046.32962,7828.78373,7829.25513,1,-34046.3453
986.034389,643155.716,340829.703,291338.96,4,1.83348846,9.93264396,0,0,0,0,-642355.943
98134.2096,120314.476,1200581.16,104040.418,3,0.207008111,16.791118,0,0,0,0,-22254.3439
190538.465,67718.5696,843175.897,21505.7806,7,1.2348069,3.98471197,12096.5647,13819.6393,13824.6453,1,-17450.6667
526996.1,402842.143,3316299.3,985136.415,8,1.24151438,5.13324026,201567.887,223674.608,226763.872,2,-13481.8483
1731222.27,443846.801,697230.999,15822.8759,4,1.25931511,13.3681806,9410.94997,11763.3742,11763.6875,1,-321735.592
286642.289,39895.4837,1034548.28,412445.172,9,0.306523323,2.92419414,319161.061,354334.587,354623.401,2,-27182.6098
888.871658,635483.347,4254334.09,155845.42,6,0.309510305,10.7178278,0,0,0,0,-634986.952
1085810.74,32198.9176,5932600.66,242893.555,7,1.50426289,23.5931569,204998.623,233441.234,234284.14,1,-145814.713
4645.85049,340898.582,2165765.47,15146.087,6,0.778978951,9.13629488,0,0,0,0,-336755.589
308.610712,426987.042,649205.288,37168.0414,9,0.434428693,11.8672395,0,0,0,0,-426762.495
15636.4605,986070.525,750311.579,28265.8142,4,0.568235933,9.1372934,0,0,0,0,-970561.145
51081.0709,92927.202,6966021.87,41859.9441,6,0.203927909,2.70043206,0,0,0,0,-42269.5488
111680.353,956522.14,649414.923,17225.4002,2,0.300214217,5.64351962,0,0,0,0,-844899.898
4051.04959,78600.9897,8639459.75,275370.018,9,1.80608085,4.41975041,0,0,0,0,-79200.7785
266180.355,83927.8945,827765.367,939230.465,4,0.433937691,3.03204925,513038.885,639870.894,641298.606,2,-45029.4656
14974.7781,613267.889,9537829.16,69319.405,8,1.1501544,11.1489703,0,0,0,0,-601562.85
9515.3025,38586.0318,1786813.4,64422.1462,7,0.388513613,26.8986037,0,0,0,0,-29277.6447
101464.302,238054.604,651141.705,249134.592,2,1.08553348,2.51243925,0,0,0,0,-136800.984
213244.637,483548.28,471713.872,60836.2357,2,1.42582545,5.84975703,0,0,0,0,-270504.115
65298.2696,768416.05,674642.647,175619.88,3,1.00828417,17.4921642,0,0,0,0,-703320.531
67768.0475,161031.584,326367.635,23194.4027,10,1.02563371,7.90594162,0,0,0,0,-93363.3084
2080.76326,485804.235,8189245.83,134546.449,3,0.374082652,18.4778407,0,0,0,0,-484636.573
1364012.13,40433.3993,1438254.34,997838.232,6,1.59736316,5.0422801,827095.158,962115.512,964944.351,2,-215957.753
330294.263,838215.127,1210127.27,26674.2071,9,0.725811058,2.23177057,0,0,0,0,-508182.659
217713.817,546976.737,3906922.82,238411.224,9,1.6687743,5.03928338,0,0,0,0,-331206.22
1852249.12,258603.911,2712435.28,200153.293,3,1.62905879,31.640538,128942.922,171772.808,171923.895,1,-528910.257
1257051.14,64823.1881,1648819.18,26228.7988,9,0.86966605,3.06751974,22379.429,24864.1841,24866.0322,2,-132323.865
408735.006,252582.895,562828.788,69607.5686,7,1.68618874,5.81946892,23219.9523,26526.6413,26537.0883,1,-22196.906
748.331227,141232.371,808546.805,21687.8938,3,0.331423316,37.2157567,0,0,0,0,-140563.912
821882.982,275176.112,9200505.76,140912.219,6,4.15238419,22.6354232,77785.1871,89621.5777,90749.385,1,-81458.3475
998.430091,271283.584,7805910.5,235414.181,6,1.12427843,3.31757523,0,0,0,0,-272900.956
45710.0674,312900.213,888425.18,230723.058,5,1.31200906,10.2341353,0,0,0,0,-267537.574
1450.00942,64364.9509,7697457.9,22594.567,6,1.42853075,7.54758103,0,0,0,0,-66192.4542
17166.3556,268741.514,819217.738,18598.5199,3,3.40901125,2.81788483,0,0,0,0,-252407.565
5213.83607,73872.5742,5333758.53,14689.219,8,0.976804003,3.45905024,0,0,0,0,-70211.6552
904048.081,275525.421,3610558.6,16175.4371,6,0.579862396,3.24418954,9628.95183,11232.3493,11233.7771,1,-104556.663
534040.335,55853.6014,506790.973,10065.7871,8,1.02446916,26.7094466,8008.86062,9009.63291,9009.9682,1,-59733.9854
648418.93,207324.292,351182.459,132322.09,5,0.74552348,20.4502241,74991.1644,89980.061,89989.3973,1,-88148.4142
2918592.13,78189.4769,442939.092,12602.232,4,0.856391348,1.64712654,9811.27479,12264.0281,12264.0935,2,-710053.474
1193.53709,336017.923,7380763.55,18487.8598,6,1.03142159,11.9629366,0,0,0,0,-337093.441
1842.0005,93382.6313,411959.063,17025.7973,5,2.42204059,2.83431329,0,0,0,0,-91838.0322
84453.7896,130763.151,2291583.99,98586.8388,2,1.31167328,4.06644523,0,0,0,0,-47205.281
480.436973,117560.904,1549732.94,15182.0157,6,0.79864129,7.76006753,0,0,0,0,-117449.373
71017.6211,683016.229,790764.042,318833.066,8,0.713637115,13.3681806,0,0,0,0,-612166.81
301295.405,161659.77,2304211.48,44581.375,4,0.673280956,1.49991756,16467.7279,20572.1943,20584.6598,2,-34687.9573
12357.7671,153655.914,316662.214,613858.345,4,1.55233299,9.99176289,0,0,0,0,-141444.664
152269.174,446878.258,1076144.16,20640.3719,8,1.91880146,4.27565092,0,0,0,0,-295224.556
1964061.85,101753.011,962372.828,510295.351,10,0.684438993,6.27324925,439694.201,483516.894,483663.621,2,-185589.86
41774.6537,45557.5182,1518591.99,41301.4521,2,0.646037438,14.6813507,0,0,0,0,-4075.2839
850474.996,42854.6157,3520105.61,90912.9158,8,1.14468393,11.2279185,76568.1218,86066.8411,86139.1371,1,-100040.996
1154.58719,89531.7362,3270671.34,96010.711,2,0.519140556,8.53503032,0,0,0,0,-88883.2408
62553.4593,89884.7995,4451203.06,601432.616,6,0.237972357,2.37638581,0,0,0,0,-27647.067
361990.35,530739.023,1853301.55,10559.6982,8,0.783775883,5.78750295,0,0,0,0,-169181.63
20128.3749,187346.63,7620226.8,11556.4184,10,1.76173006,71.1625896,0,0,0,0,-171219.68
515811.58,634399.952,6964557.28,50175.9954,2,1.26998833,7.36925237,0,0,0,0,-121224.708
380.103498,92243.5098,991821.877,136887.095,4,1.16742786,19.1948162,0,0,0,0,-92208.5272
27096.114,793067.03,3929832.36,43199.5888,2,2.6124955,2.06200477,0,0,0,0,-769031.026
572.876423,171065.606,2139273.55,196010.92,6,0.732740733,7.60638393,0,0,0,0,-170959.953
882.798019,761282.891,4990939.63,749213.248,5,0.986014835,13.815179,0,0,0,0,-761866.901
154996.731,87290.8622,8488068.75,19137.4766,6,1.91839261,9.99976311,6628.64306,7669.4306,7733.41691,1,-9868.68284
314.23332,95547.1895,1973627.48,38440.3699,5,0.445407407,2.92419414,0,0,0,0,-95494.9735
6586.29359,797149.59,376656.608,18339.2865,2,2.15755811,8.14997001,0,0,0,0,-790805.52
6925.32559,43122.2086,903282.5,145509.156,4,2.32743668,1.44775712,0,0,0,0,-36823.5098
324565.127,69001.1021,8115400.72,210177.308,4,1.55929435,4.62602255,128612.922,158395.005,160766.153,2,-58305.9436
595.008516,904109.269,1830915.23,14432.4579,8,2.71959133,12.0103209,0,0,0,0,-904998.416
912008.079,47769.3822,615955.736,176705.77,8,0.373867631,1.62248851,148821.307,167410.179,167423.97,2,-107941.174
3580.99305,884724.488,1698361.23,92102.3926,5,0.822125531,3.68672765,0,0,0,0,-881559.67
1654.60101,415964.898,316132.02,256012.005,6,0.569895442,5.776883,0,0,0,0,-414363.996
32550.3176,438777.255,3630314.06,32867.9506,7,0.972033143,0.67584249,0,0,0,0,-407278.737
514.193451,985175.851,864514.831,138832.826,8,1.38346306,2.82316017,0,0,0,0,-985018.148
445444.161,196501.903,750791.869,132308.294,2,0.925552275,22.4241501,49236.1589,73823.9645,73854.2384,1,-124214.628
25345.1593,62881.988,4642385.58,10948.3443,5,0.402807292,8.60773509,0,0,0,0,-38094.2017
405.87199,72229.3763,322356.798,20830.7554,6,0.554336081,1.30909207,0,0,0,0,-71876.7663
444178.353,189913.152,914706.966,104752.286,9,1.95210371,3.11933615,53815.6176,59743.6691,59795.1306,2,-27949.9196
29035.2447,61338.4782,2585599.82,58314.2451,5,0.717618298,0.758316989,0,0,0,0,-32856.2808
21799.0817,59359.3721,555801.789,195440.891,2,0.980698285,3.70276733,0,0,0,0,-37722.7565
376.16857,118691.84,1980845,39056.2484,3,1.00674221,1.5277453,0,0,0,0,-118910.068
1739859.37,201007.516,823899.921,610134.463,10,2.43450411,5.25142726,489798.038,538108.788,538777.842,2,-151724.177
369274.984,39651.4324,835602.095,21755.6021,9,0.958047524,3.45905024,17463.5256,19401.4512,19403.9174,1,-36551.8112
825375.915,242526.928,2029203.33,80388.8796,10,1.35789842,6.17490886,51510.1664,56629.8271,56661.183,1,-57848.4698
306515.772,239500.041,478605.947,16715.7088,2,0.493652535,9.08963406,2433.83511,3650.43103,3650.75266,1,-33463.8076
38110.8367,862153.585,1828707.13,20387.6711,8,0.539868612,4.47061125,0,0,0,0,-824337.014
681902.712,55569.3381,1443085.25,19348.1367,7,0.756884115,10.4227864,15541.0796,17759.7015,17761.2338,1,-89367.9662
10589.5585,294490.48,953337.569,84154.8918,4,0.687844279,12.0619709,0,0,0,0,-284096.375
4514.6236,103075.842,3920462.92,21063.9399,3,0.916054723,6.52916809,0,0,0,0,-99631.6678
96948.1298,616562.461,2752439.54,11740.9162,7,1.50425226,1.34023451,0,0,0,0,-520848.418
2167.33859,694598.747,1613280.83,155523.659,6,0.421599343,3.87307147,0,0,0,0,-692634.138
5208.71949,531629.75,1587071.04,176671.562,10,1.85863269,2.61880418,0,0,0,0,-527300.25
1020816.37,242699.627,925282.693,19520.1818,6,1.06098622,7.99895041,12748.4301,14872.3343,14873.1685,1,-129586.462
1272.86832,691706.183,2654026.7,11507.882,8,1.06228946,33.6342835,0,0,0,0,-691273.656
515860.698,811730.906,2962365.45,10321.1377,6,1.88418705,18.7932652,0,0,0,0,-297533.889
1334099.96,377397.037,3931576.4,60512.9947,2,0.288327255,22.0027236,28917.0486,43370.746,43375.5729,1,-478022.883
32341.5415,272158.514,6191304.99,684709.779,10,1.16934355,5.03928338,0,0,0,0,-241974.875
363.2745,33342.0591,5768976.02,43430.7962,3,1.5234215,6.38162166,0,0,0,0,-35598.3321
25799.3398,403411.643,6737945.35,76607.1301,7,1.02851685,7.04594009,0,0,0,0,-379677.904
417742.929,303462.906,6765488.2,24839.7521,9,1.88260909,10.1398111,5904.84354,6538.26621,6560.93726,1,-11851.7722
481.289631,86697.875,2265230.37,67853.3856,10,0.615373931,24.4142415,0,0,0,0,-86632.0738
1377985.51,131880.304,1087007.2,404990.281,8,0.997482882,25.0144858,325274.047,365725.255,365933.303,2,-154925.942
189607.747,36572.5636,9933142.05,511565.157,5,4.58544288,1.99483541,258443.487,262167.452,310132.184,2,-2009.49441
17833.813,483637.052,2649954.91,92447.7293,6,1.07807042,6.42677987,0,0,0,0,-466654.755
70425.5458,481795.42,523448.857,41582.8607,9,0.523477823,2.47182314,0,0,0,0,-411451.547
12777.4292,599718.091,3093890.57,50839.5918,5,1.63114632,12.0103209,0,0,0,0,-588444.861
14148.5038,882467.663,571877.338,37100.9882,9,1.47273358,5.77572147,0,0,0,0,-868570.195
634026.469,91495.9541,2378439.62,810345.317,3,0.778756926,2.45430367,517399.135,687011.082,689865.513,2,-177669.447
