theta,k,L,Qd,n,u,M,Qeq,Qstar,Qoa,region_eq,fstar_cournot
20831.428,33426.4932,340461.417,40004.4453,2,1.69190268,119.536319,0,0,0,0,-12766.7574
2816078.22,267355.197,436171.641,182976.46,3,1.86537891,11.0571129,124180.456,165557.771,165573.942,2,-849161.653
1562488.15,96439.9418,455204.306,86970.588,6,0.297263826,22.3090026,69942.236,81598.0686,81599.2753,1,-244309.353
1288780.24,493649.162,1852157.49,11607.8972,8,0.490093849,6.69101805,6363.65939,7158.86295,7159.11681,1,-99325.8557
986729.1,37018.9283,3811248.55,70664.1188,5,2.04642337,4.21420792,56484.042,67704.8999,67780.8504,2,-188203.202
87098.6255,288717.08,486926.782,134399.593,5,1.19976572,0.891490257,0,0,0,0,-201792.582
804676.024,675258.71,2954980.08,85024.7084,6,0.565051755,10.556062,11672.4879,13610.4515,13617.9025,1,-21404.3112
285397.984,111778.966,2888758.74,41506.1724,2,1.05148007,4.30176842,16732.6393,25071.5331,25098.959,1,-86073.7413
2966445.33,141162.171,6039607.46,460460.619,4,2.58341408,6.54413113,348795.892,434133.143,435994.865,2,-690102.815
4725.01947,126091.453,2171046.42,796282.475,7,1.02062971,7.84993783,0,0,0,0,-122026.891
117438.571,280017.833,328837.66,20171.3249,3,1.32994303,15.2577911,0,0,0,0,-162709.615
25109.9855,259469.568,674659.025,52986.1261,6,0.622075965,33.0417917,0,0,0,0,-234484.676
974.624381,85926.4488,333305.031,43155.5711,6,2.22572467,4.53533843,0,0,0,0,-85172.9408
611.711,114194.289,1977579.14,323580.625,10,2.23485383,17.5869749,0,0,0,0,-114899.895
32364.285,710800.067,513947.398,287722.589,4,3.58675169,11.2804875,0,0,0,0,-678985.231
365.621086,274188.064,7150197.89,35877.1674,6,0.933111665,23.3807868,0,0,0,0,-275811.097
1080601.92,44682.4229,2270471.24,159927.344,10,0.464358799,36.4474787,139296.748,153182.053,153226.422,1,-103230.661
62734.7585,34215.6126,5415825.96,50489.3195,9,0.730910948,9.77024354,19693.6649,21703.5112,21881.8499,1,-2790.12206
1711.96124,176332.075,893291.349,40645.4937,9,0.495494448,28.8899215,0,0,0,0,-174752.042
25424.6969,225628.46,811665.052,362370.65,3,1.03862046,18.6293284,0,0,0,0,-200455.034
848.154538,886280.139,8490349.03,919949.664,7,0.667173605,11.2446655,0,0,0,0,-887120.371
2695.20436,126996.402,9113806.56,943202.824,4,0.493616441,1.67093845,0,0,0,0,-125642.099
1065684.47,526099.069,496503.699,454675.577,8,0.842044901,9.49514269,204524.789,230015.895,230090.387,2,-67236.1158
165894.614,577703.862,3123545.04,185258.851,7,0.364457298,24.1821246,0,0,0,0,-412148.562
65969.0305,331223.857,468783.338,10106.1456,8,2.33673459,14.0562316,0,0,0,0,-265581.331
2522.35534,61957.6034,7225891.8,83919.5148,9,1.18213825,3.05994088,0,0,0,0,-61981.2997
457677.666,45833.0566,1456676.92,129858.28,6,2.44948487,7.77354742,99726.6733,116125.321,116347.786,2,-67547.1699
22634.2473,547389.896,308236.335,61905.72,10,1.67981405,34.1224987,0,0,0,0,-524909.979
2360168.75,49741.4787,3160467.82,37910.0654,4,0.512448666,7.95792423,29681.3339,37099.5081,37101.6673,1,-577318.096
7017.90077,78935.5649,1386532.98,165675.837,7,0.775663977,4.87880447,0,0,0,0,-72238.2256
113202.088,124090.578,869455.279,54335.1327,9,0.940886307,7.65500995,0,0,0,0,-11132.3226
44125.2976,282572.46,651549.289,27285.0876,3,3.04437211,10.7178278,0,0,0,0,-239038.387
976648.881,72214.6793,510020.166,38627.9363,6,0.703614582,13.6778289,30657.1075,35765.4803,35766.6255,1,-150687.425
558562.284,500199.525,1488106.73,274292.273,9,1.2052866,7.65584842,25518.8199,28294.6844,28354.2443,1,-6290.38192
5522.08146,120262.238,4264723.31,620001.689,8,1.05808239,12.4107724,0,0,0,0,-116085.142
240449.566,686652.602,489716.794,18153.593,3,0.623460939,5.01732417,0,0,0,0,-446294.04
312355.094,941097.973,7672244.04,41518.2444,8,1.12215884,4.29341827,0,0,0,0,-631309.042
641.764734,157791.078,8819658.85,12026.8912,3,0.630001014,5.9092968,0,0,0,0,-158805.467
116432.477,73792.038,5612197.7,961443.015,2,1.17246686,7.42541459,204644.871,281765.757,306967.306,2,-15330.0312
513.804074,51322.1377,3342513.57,882061.962,7,1.30842089,7.01134431,0,0,0,0,-52111.8849
520130.436,61755.3798,885482.893,631501.828,10,2.19755682,6.71516069,503227.099,551255.349,553549.809,2,-43692.1926
16573.6969,611019.259,541291.468,62560.3809,5,0.385140839,17.3485837,0,0,0,0,-594507.701
2313118.1,437503.608,9946683.02,475629.483,9,0.243035753,0.54633745,346669.598,384847.541,385188.442,2,-206477.855
3293.43598,65377.1254,5839955.57,46910.7391,6,0.48917939,36.2422019,0,0,0,0,-62935.1904
17049.7555,149525.06,921165.418,181631.13,9,0.671454444,21.4643686,0,0,0,0,-132659.663
312.866004,379594.941,1183157.84,392094.183,4,0.333113728,5.41003891,0,0,0,0,-379399.55
7669.98398,800568.589,4262146.02,21280.7722,5,0.693399715,10.4302151,0,0,0,0,-793779.49
345.199116,135491.181,2736624.05,696339.939,2,0.362257364,6.48029507,0,0,0,0,-135441.47
121351.899,46665.8445,841468.037,337033.128,2,2.69438009,6.42103556,135552.443,201039.778,203328.665,2,-35755.4292
743.960053,100457.594,6954192.96,570232.743,9,1.33571016,21.8032648,0,0,0,0,-102482.274
84881.1988,188595.789,2051231.79,212844.692,2,0.46639083,10.7130901,0,0,0,0,-103999.739
1830276.97,105118.65,943501.367,84252.5529,8,3.05785045,9.5449956,70538.4776,79335.0356,79355.7873,1,-215030.025
3143.34853,34270.6314,917197.523,407607.274,6,0.716403785,4.50847653,0,0,0,0,-31323.135
387.108776,291776.394,4188828.81,16240.7415,10,2.62025604,20.4267854,0,0,0,0,-294660.762
8515.82096,98945.4728,7245407.57,83744.7959,7,0.887788781,5.97897812,0,0,0,0,-92346.9071
370981.43,98073.0325,1546020.9,190445.533,8,1.53937385,5.46493294,123946.133,139122.381,139439.399,2,-33328.6733
21007.3733,279373.974,4357916.8,80043.2342,3,0.477685131,5.34524722,0,0,0,0,-258987.081
414.682551,50526.3863,318310.601,25358.6174,10,4.18347219,9.18132772,0,0,0,0,-50508.6169
4888.29003,153065.614,1112301.26,17996.6485,10,0.611791151,6.86498058,0,0,0,0,-148380.155
425048.479,36260.0274,592508.219,539197.491,2,0.18687064,3.75293194,328691.743,492914.895,493037.614,2,-194232.58
11587.5057,46931.136,1343939.92,233432.453,3,0.928527295,5.52957317,0,0,0,0,-35715.5781
51991.7865,433450.782,2880082.28,74631.7098,7,1.50912689,7.40931133,0,0,0,0,-382754.497
669.718127,789795.931,946578.788,60732.4625,2,2.12227394,10.1110498,0,0,0,0,-789724.991
531355.837,161002.053,2063774.97,192631.394,5,1.89486299,8.5815375,111260.532,133159.531,133512.639,2,-72665.9452
2687986.46,37600.7425,2680230.16,73011.0484,2,1.41346861,9.87449175,47964.147,71931.4627,71946.2205,1,-1323813.13
524559.466,172187.392,2977849.57,34725.1582,8,1.03727653,10.9783457,20673.2234,23245.3238,23257.3764,1,-43726.5285
1078189.41,297847.724,5565152.18,102594.04,6,0.335131339,11.1527576,63580.1981,74150.766,74176.8978,1,-129643.8
57211.7562,67650.0209,417840.47,49087.2298,7,1.15630007,12.0726264,0,0,0,0,-10582.2733
1160852.53,49105.5225,2276606.39,162105.835,5,1.15634696,33.029574,129200.069,154934.471,155040.083,1,-221284.34
3980.41002,120114.077,1438396.78,332788.258,10,0.691989312,2.66629397,0,0,0,0,-116430.345
530757.393,92959.4254,456519.252,56753.0615,5,0.522374041,10.4988069,39002.8196,46800.8379,46803.3836,1,-87516.8073
86865.4574,561161.896,552805.106,15301.6383,2,1.13025129,13.4583393,0,0,0,0,-474482.671
22168.2758,53994.3712,6659406,23699.3755,3,1.0578632,17.9768188,0,0,0,0,-33925.869
6317.22385,624870.032,617412.971,15004.9952,6,0.671839666,6.61515503,0,0,0,0,-618676.445
1880.92149,51672.1012,423076.419,16886.7847,3,0.841563535,11.3739821,0,0,0,0,-49897.3036
4681.28618,560043.807,1551498.62,321902.268,7,2.24525091,3.72793712,0,0,0,0,-556400.823
466465.957,33728.5712,2921948.5,479079.94,10,1.02335568,9.00379362,401066.355,438790.238,441172.991,2,-40618.9947
3273.66714,65008.1752,1929951.33,134318.099,7,1.24190071,9.18025475,0,0,0,0,-62448.9069
17229.2703,529481.813,6459239.25,796382.989,6,0.855868394,5.87138447,0,0,0,0,-513900.31
5912.12258,47116.4556,1081673.25,816468.459,10,0.858176546,29.1836324,0,0,0,0,-41481.0146
210029.278,222932.542,527202.964,11167.8347,10,0.731354943,15.0713575,0,0,0,0,-13018.1891
2711091.05,910686.491,806532.093,19628.8453,5,3.64175333,5.07122035,10857.0603,13027.5955,13028.4724,1,-359760.482
474545.453,32276.5199,1426752.85,246868.178,7,0.90184341,8.45556715,200909.689,229332.562,229611.074,2,-62513.9227
754.991683,149870.275,2206378.2,16952.2804,9,1.55411036,4.51395865,0,0,0,0,-150137.326
75427.0058,510738.355,2782281.48,431393.657,4,1.30369495,23.0074359,0,0,0,0,-436392.496
32015.5941,74220.6032,324867.564,247275.151,3,0.947113133,5.13924819,0,0,0,0,-42296.7189
764054.721,587357.964,2582739.32,436345.758,8,2.01917519,21.4606914,88451.7441,98944.32,99508.2121,1,-20776.2382
1594761.43,698648.645,3254242.93,230170.46,10,0.187901296,15.4418793,117535.487,129267.599,129289.036,1,-89429.6508
74346.8253,611547.581,522532.685,36893.7224,10,0.88602911,3.49365656,0,0,0,0,-537338.752
71042.9518,177295.952,3322269.41,29364.4724,10,0.889111152,12.0097954,0,0,0,0,-107133.437
648.583116,81324.764,8322685.45,212186.777,4,0.750749767,9.00778663,0,0,0,0,-82538.5518
794.743586,272403.553,5106605.53,673107.453,7,1.05074138,10.256626,0,0,0,0,-273208.13
3104.19041,350488.677,2396222.33,34459.8793,3,1.12160028,13.3346068,0,0,0,0,-348185.561
113596.06,32525.2561,674323.167,395927.814,2,0.74850838,4.02715016,187454.388,280295.896,281181.581,2,-40077.8475
437900.514,53674.328,4144014.55,56501.474,3,0.642251791,3.05994088,37083.118,49408.3401,49444.1573,2,-127440.62
1381.66643,131874.017,419010.312,434904.246,10,0.991884999,5.96145169,0,0,0,0,-130616.229
4803.03535,109951.473,663854.49,355880.577,6,0.447412973,4.50899345,0,0,0,0,-105236.967
2085158.97,87893.9887,2131580.67,13121.1283,8,0.791782702,2.54247479,11168.5752,12564.2177,12564.6471,1,-249518.476
2693518.02,450690.078,2292715.67,83881.9992,4,0.515329317,2.01453976,55864.885,69825.963,69831.1062,2,-560412.494
1126934.1,213529.239,2908366.44,472990.438,4,0.726120629,3.67768682,306013.316,381913.676,382516.645,2,-226395.319
5648.1449,31989.4545,2907643.14,251802.927,8,1.78957319,16.3366001,0,0,0,0,-27892.2605
2756005.88,279090.908,5443177.39,10259.0873,5,0.60979299,2.56452535,7680.25474,9215.87794,9216.30569,1,-495047.235
72292.8101,51684.9475,7619828.48,17866.9478,4,0.751487847,2.12102497,3727.92375,4622.28242,4659.90468,1,-4534.52339
1620.37319,267561.016,2603648.7,15770.4729,2,0.452057258,2.45430367,0,0,0,0,-266291.462
310.141481,57356.4014,9861732.19,10141.8235,6,0.639084647,6.53686108,0,0,0,0,-58924.7939
329863.152,677526.049,737336.031,695848.318,3,1.11693972,119.536319,0,0,0,0,-347908.369
51876.123,201385.312,2719229.73,284131.815,2,1.24955426,9.22901543,0,0,0,0,-150521.954
93586.8644,297769.015,3440602.93,99986.6474,9,0.385702497,15.7078349,0,0,0,0,-204577.694
28032.423,817747.651,448229.282,28909.5943,4,0.935762298,9.97387612,0,0,0,0,-789840.246
939885.291,64233.8099,2197525.84,388430.819,10,1.78096887,5.65502963,327628.229,359355.276,360391.052,2,-84683.8658
1555869.9,49440.3007,3740809.43,79634.9721,2,0.391353555,6.86147591,51381.3906,77060.672,77072.0858,1,-752662.08
1174.07685,231593.565,456436.687,542253.387,2,0.766716676,2.91765276,0,0,0,0,-230523.798
2094910.26,33613.6959,9939880.97,145955.414,2,1.91671193,17.1976437,95259.1689,142536.542,142888.753,1,-1020208.52
336.152092,49825.9834,2319621.17,16961.3516,9,0.392718851,10.0240843,0,0,0,0,-49761.3541
534.526334,33757.443,447024.108,96310.1569,5,1.24020124,0.84875518,0,0,0,0,-33388.1626
863.775211,172733.695,331989.72,105574.569,4,0.548697289,11.7866087,0,0,0,0,-171924.216
42449.1833,356541.145,716931.518,184556.903,9,0.900825266,31.0838465,0,0,0,0,-314284.459
42003.7551,50448.4421,382071.581,61396.6717,6,1.35961999,2.23177057,0,0,0,0,-8599.5222
120264.232,169910.105,306334.856,113650.474,10,1.48617696,5.74385577,0,0,0,0,-49781.5713
1355.32901,300912.317,2720226.69,55220.9112,8,1.65934744,1.67654656,0,0,0,0,-300902.383
8582.69701,89800.3509,3787242.5,95727.6522,8,1.30846781,2.70043206,0,0,0,0,-82694.6986
573062.969,57324.1289,1093469.5,20662.3902,8,0.814662596,3.91536816,16519.9101,18583.265,18584.8989,1,-64383.1813
687734.056,36598.8009,3025495.18,31432.3041,5,0.820467225,4.03610939,24766.6002,29711.9592,29719.9203,1,-129870.009
11497.335,345446.166,1064162.78,203383.911,8,0.52792051,12.6796373,0,0,0,0,-334116.281
19993.0719,125459.497,4260609.08,224143.412,7,2.11793148,14.0562316,0,0,0,0,-108156.046
863850.816,130328.308,5542518.09,18537.0014,2,1.05929216,8.92649905,10466.2391,15693.5822,15699.3587,1,-365482.392
309398.634,110880.839,3332889.23,19477.4412,10,1.99789006,17.9238574,11239.3369,12346.4935,12363.2706,1,-19359.939
295739.063,87704.1419,5074369.75,208001.15,4,0.256826907,13.9414927,116649.105,145563.188,145811.382,1,-51469.81
5060.01812,54520.7766,6550769.9,168636.175,7,1.40637191,2.82316017,0,0,0,0,-52206.7552
45555.0062,836245.307,527764.052,289552.62,9,2.58886962,1.56438463,0,0,0,0,-791097.547
401.244751,115728.627,1778855.64,87726.3169,8,0.452523317,9.63476114,0,0,0,0,-115567.315
146873.449,98990.1332,5588541.52,464165.142,3,0.472149558,4.53533843,110038.15,144503.343,146717.534,2,-14751.2625
21618.3868,58542.963,1455089.64,14314.6124,6,0.418983461,12.102496,0,0,0,0,-37106.2926
69070.44,826141.115,623203.948,127792.024,10,0.510281725,17.9768188,0,0,0,0,-757165.462
10441.0024,44310.4184,5147598.62,182456.572,7,1.24977524,2.70572807,0,0,0,0,-35786.9544
146304.516,741635.067,1268248.83,573629.942,10,0.489737607,11.3253799,0,0,0,0,-595515.68
317.838139,971464.526,6569625.79,405912.733,7,1.71810042,17.7496248,0,0,0,0,-974511.002
7404.04719,636087.162,910573.294,239218.568,4,0.788955519,13.9467738,0,0,0,0,-628897.243
23004.6573,122284.812,990410.407,917969.705,4,2.24297564,10.7927462,0,0,0,0,-99942.2907
104110.858,111505.287,3317410.25,11474.9283,6,1.65160338,10.5535213,0,0,0,0,-9027.52747
93075.3654,53149.1787,1894616.07,942209.551,9,2.97626091,29.1836324,317042.872,322259.493,352269.858,2,-629.290359
5707.68931,159284.265,1194059.78,39676.8538,10,1.12712312,11.0587585,0,0,0,0,-153977.724
89592.3792,265678.872,3079559.89,67333.693,4,0.151440088,12.7800233,0,0,0,0,-176225.5
313.941732,72498.5057,1434963.87,164353.798,5,0.527348003,4.01001683,0,0,0,0,-72410.1155
4379.44025,339272.665,2057193.96,19231.5496,6,0.32399308,11.1396366,0,0,0,0,-335091.889
58652.0894,232102.195,1683507.56,11315.8456,8,0.585832908,26.2610001,0,0,0,0,-173744.071
606.776775,591227.852,666202.382,54106.1354,6,5.46083814,4.06311122,0,0,0,0,-591705.434
27701.1956,35675.8563,752504.038,240279.338,3,0.649980318,8.82545863,0,0,0,0,-8120.44702
482710.245,444119.667,413606.619,506768.899,3,0.562483008,12.165135,30318.0235,40402.3679,40424.0314,1,-12812.8866
695.385888,106074.88,1936874.03,138873.994,10,0.403819729,3.33556059,0,0,0,0,-105612.624
1874600.77,67592.9407,698367.064,37720.915,2,0.999364111,3.52514596,24237.1539,36354.5834,36355.7309,1,-903314.359
416.52269,237029.77,979915.344,371720.571,4,2.30540009,5.10092835,0,0,0,0,-237286.599
16527.8563,823964.327,716104.601,579719.463,5,0.777186726,5.66467876,0,0,0,0,-807602.356
8760.1017,314848.669,6884227.4,15769.4462,7,1.53156282,6.5602423,0,0,0,0,-309231.228
74401.2855,63380.5738,486838.388,40377.4324,4,2.59100547,20.8642186,4616.01857,5750.46323,5770.02321,1,-2616.07768
6716.76744,702904.341,1413156.81,57504.8017,5,0.715039351,13.4583393,0,0,0,0,-696488.754
42863.7436,94886.8859,5020944.7,368986.858,5,1.6291891,7.49179145,0,0,0,0,-54461.3147
513482.731,183960.893,8916656.17,32669.686,7,0.495709932,15.0082607,18262.4765,20855.9933,20871.4017,1,-46609.4266
679618.675,44491.141,1016473.79,178352.772,8,0.888361821,9.95517959,148033.618,166464.986,166537.82,2,-79044.9421
417.659257,254300.797,435493.384,13369.9651,9,1.89539721,9.71804568,0,0,0,0,-254129.168
957.423267,816270.16,362279.98,10436.6762,2,1.82658987,2.49186174,0,0,0,0,-815509.975
13408.5177,305589.058,4400009.57,74172.5186,10,1.3443401,1.08773951,0,0,0,0,-293943.613
15760.4104,61001.7587,2721964.61,18569.3182,8,1.22610315,11.3612467,0,0,0,0,-46236.1052
61249.3653,52337.9256,1282047.02,16824.0758,10,0.837350446,7.67906054,2144.28197,2352.01691,2358.71017,1,-832.328502
377.375066,160731.138,1274363.6,193678.402,2,1.02419061,7.19383906,0,0,0,0,-160742.792
23677.3928,58887.0065,1080072.57,560487.195,10,0.944787859,6.03671432,0,0,0,0,-35513.7686
1314051.7,34567.1655,310760.74,24707.8837,2,1.09244471,3.33556059,16037.1695,24055.3689,24055.7543,1,-639660.929
2778950.64,68134.6022,350764.546,30515.5505,10,1.24606564,14.3570058,27059.7169,29765.3513,29765.6886,1,-271034.788
15596.4731,912273.627,2463235.67,37101.2983,3,1.98266334,0.507909097,0,0,0,0,-898132.823
2297029.66,933312.891,1415058.51,17133.9856,3,0.334866084,10.7178278,7628.33215,10170.9813,10171.1095,1,-454502.256
1150.98607,62531.8656,622310.603,13114.184,3,1.92455175,6.8604139,0,0,0,0,-61737.8599
1827485.81,142891.754,1931533.24,87111.7906,3,1.04226907,12.3006554,60193.8915,80243.3752,80258.522,1,-560907.586
1352.92577,289779.097,1102811.16,326716.651,3,1.95033744,7.99056959,0,0,0,0,-289067.26
8149.76623,623418.431,4731574.32,167785.898,2,0.447590933,6.86268927,0,0,0,0,-615899.905
173652.858,115772.915,5047657.33,198549.547,3,0.292993197,2.33691471,49111.5532,65259.7418,65482.0709,2,-18886.3484
115300.099,519151.745,750298.271,274179.087,4,0.436654681,6.54700878,0,0,0,0,-403949.298
2164244.07,39040.0963,4430402.99,34940.108,5,1.9631426,19.6888442,28549.696,34248.6775,34259.6352,1,-423707.636
6332.37669,162169.216,4206026.35,138326.546,5,1.26857411,3.57241749,0,0,0,0,-157427.199
1481.80886,79219.0233,3241698.07,554830.565,4,1.44401014,7.95167772,0,0,0,0,-79132.4588
343.532976,785420.988,375631.274,55567.0026,5,0.426672144,24.3377988,0,0,0,0,-785125.226
1355656.65,858296.889,732878.126,641974.957,10,1.26624151,7.39192428,213832.494,235028.481,235215.743,2,-49272.9992
157737.318,425187.905,4162655.27,623703.99,2,0.939202727,4.8946857,0,0,0,0,-268615.886
10809.2685,191375.685,3065680.35,10586.3206,9,1.65866425,4.4192029,0,0,0,0,-182082.045
126238.494,364945.672,6053059.85,13521.7628,2,1.02763673,7.25927554,0,0,0,0,-240561.231
1234531.82,665133.617,1559339.67,492508.131,6,0.366121416,5.93128042,194571.402,226906.089,226999.969,2,-94596.6887
145481.362,439094.122,908512.538,13352.2152,3,1.08207145,5.55622931,0,0,0,0,-293905.779
202492.291,768433.85,9038570.87,36510.0647,9,1.64131864,2.18759896,0,0,0,0,-570363.37
1535.67929,604527.93,4998217.03,25166.5055,6,1.05655812,3.24828525,0,0,0,0,-604566.292
739.250532,96166.6939,5677420.22,927824.717,4,0.8486663,3.13980846,0,0,0,0,-96863.5791
194523.906,75290.055,9593947.33,113829.16,3,1.51614076,9.65044636,49692.181,65151.7389,66256.2413,1,-35745.6019
1543.95186,254613.05,312918.618,74285.4604,3,0.532517077,13.9379521,0,0,0,0,-253118.766
121871.579,162807.178,355131.245,853429.307,3,4.1635233,22.4411223,0,0,0,0,-41376.3138
134610.984,356746.272,542103.711,84695.2064,3,0.355442124,6.81144381,0,0,0,0,-222192.721
5625.09822,567735.514,3377523.52,920096.188,7,1.93907908,46.0565332,0,0,0,0,-564062.513
11479.6836,339257.09,3422999.81,26138.5622,9,1.69589066,9.44754587,0,0,0,0,-329507.67
994.870924,791834.93,2116849.66,202851.921,5,2.5113621,4.93046085,0,0,0,0,-792424.612
59597.2636,144100.682,2171708.36,14400.798,4,1.05128539,21.02336,0,0,0,0,-85183.9208
1531.7395,65522.1913,6038959,44894.7929,3,0.190040824,1.99622063,0,0,0,0,-64332.523
19298.8671,108154.821,2563129.15,93880.1813,6,0.217120245,6.99678731,0,0,0,0,-89021.8281
1293567.24,294188.396,4863033.86,298408.021,6,0.644675383,4.29341827,197175.938,229737.199,230038.595,2,-164881.216
2465.78794,112751.128,834652.692,88963.8477,5,0.63435935,11.5444886,0,0,0,0,-110443.155
209138.122,685625.112,394422.886,190757.291,9,1.72968111,13.9467738,0,0,0,0,-476690.336
429135.883,126509.247,366262.543,218219.03,4,0.210161624,4.25360828,123092.759,153854.771,153865.949,2,-75623.4439
167615.67,109860.256,2787895.26,610297.036,10,0.787423017,38.9061689,186421.659,202151.602,205063.824,1,-4818.09315
14794.726,70168.4939,1376449.93,53536.1099,7,1.4284094,4.8249537,0,0,0,0,-55959.7989
597.510686,799712.388,5896198.53,179961.078,5,2.69668811,23.6796402,0,0,0,0,-803854.134
11718.2622,107831.511,473333.509,14235.9401,8,1.68865425,12.165135,0,0,0,0,-96351.4894
435.267212,284607.632,3954671.65,20562.2144,5,0.871984443,12.5912504,0,0,0,0,-285200.207
1760.46845,918699.211,885189.086,611440.4,4,0.691364546,76.3698304,0,0,0,0,-917121.154
2914.99753,298143.727,4823780.33,248330.477,4,2.02167301,5.06693741,0,0,0,0,-298135.468
23044.9333,52199.4514,341693.126,71761.6239,9,0.359042186,12.0726264,0,0,0,0,-29191.0851
977.824178,300939.41,693856.635,47208.647,2,1.70130597,18.2475806,0,0,0,0,-300313.438
13341.266,86439.8023,843866.468,10586.2705,5,0.895111368,1.68360276,0,0,0,0,-73323.6792
78800.0548,355005.507,1278672.88,19399.3745,10,0.45013723,4.28920686,0,0,0,0,-276377.011
397.871667,444968.619,384644.426,696482.471,7,1.14212547,1.58863824,0,0,0,0,-444701.689
618276.684,70021.4892,2210287.21,11882.9674,4,0.932117507,2.05194751,8419.73121,10523.2034,10524.664,1,-136815.278
31642.1978,143476.773,2958154.51,16875.057,2,5.46721907,17.2094692,0,0,0,0,-116655.105
104867.398,274010.622,579379.243,164801.865,2,0.177265357,8.59789234,0,0,0,0,-169173.836
451704.376,231565.402,1436295.59,68693.2802,5,2.25049558,3.70303628,27752.3962,33265.3761,33302.8754,1,-43538.9528
101829.136,435665.764,1557552.51,18699.6196,9,3.850778,11.421319,0,0,0,0,-335624.345
17937.4352,527187.003,340198.14,210459.774,5,0.831718587,4.22600963,0,0,0,0,-509333.904
51523.4977,58445.9738,5473831.2,67178.6463,5,1.40929168,3.75562763,0,0,0,0,-9221.79798
4365.32418,263666.866,1018438.82,264665.543,2,1.62862456,9.22901543,0,0,0,0,-259795.924
349.790432,97605.0132,586662.025,30444.5042,6,0.70818186,7.39192428,0,0,0,0,-97379.0569
5884.07921,331411.807,7576747.84,10074.3915,7,1.46717682,3.04039491,0,0,0,0,-328841.119
18980.9206,274824.761,413609.599,250862.101,6,0.390437853,7.19383906,0,0,0,0,-255891.974
19107.0332,198227.189,1526108.54,958369.211,3,0.895473548,1.45552306,0,0,0,0,-179527.485
2822614.51,41027.6778,1368882.22,110016.064,3,2.05296109,5.45905958,81272.7739,108341.071,108363.699,2,-926142.191
57231.5475,126575.727,2100334.48,69100.4407,8,1.6094318,2.89445004,0,0,0,0,-70351.7335
52316.379,65275.6177,1932872.16,741762.029,6,1.13997778,2.06487899,0,0,0,0,-13615.9991
32758.108,255338.186,6828565.06,63994.4722,7,0.515915862,14.3734532,0,0,0,0,-223630.142
2216.43147,430990.184,2724696.4,48585.0909,10,0.977922169,20.6687017,0,0,0,0,-429567.952
107800.007,127530.356,6309859.96,213926.062,6,1.38714681,24.7230673,0,0,0,0,-22339.2022
283616.554,117555.008,7433718.55,40294.414,8,0.806333543,3.15660418,20715.2794,23254.5365,23304.6894,1,-20136.6487
16316.6907,287385.69,388250.232,70703.0028,4,0.521361737,9.98609935,0,0,0,0,-271129.333
161338.242,763416.795,3539523.93,182947.737,3,0.497394738,2.23996138,0,0,0,0,-602603.304
3310.27808,539419.037,2842354.58,111263.665,7,0.871047094,3.29103476,0,0,0,0,-536846.71
348.022451,145383.884,3329903.83,43154.6864,2,0.995197188,14.7597608,0,0,0,0,-146023.614
339.498261,131340.731,562597.217,25671.3325,6,0.928766851,118.059712,0,0,0,0,-131156.977
13663.7177,41567.4538,8768595.51,682841.754,3,1.75314913,22.3841642,0,0,0,0,-32485.7497
144074.831,434494.137,4651791.53,703349.775,9,1.59286504,4.17064698,0,0,0,0,-292627.853
16030.8032,110691.245,9307820.63,124775.286,6,2.5944897,9.23028292,0,0,0,0,-101858.368
2673.78621,242483.739,1353293.65,66393.1194,9,1.21498335,10.556062,0,0,0,0,-240300.036
13897.335,196463.848,320218.205,12815.664,5,2.08085575,5.90983891,0,0,0,0,-182765.12
572773.602,106649.435,345284.441,939548.458,3,0.840326846,5.21438656,572875.132,763194.878,763833.509,2,-154826.364
36319.6204,271550.389,2415227.66,11658.2638,2,2.59026437,1.54355329,0,0,0,0,-237095.472
506407.456,45835.7594,4322460.91,85949.3346,4,1.37934078,3.20988112,62185.4561,77577.0265,77731.8201,2,-113556.608
53877.021,237852.749,568743.348,18860.5448,6,2.23002665,24.7159586,0,0,0,0,-184353.765
810.874157,31826.9638,4027917.95,32220.9894,10,2.05641021,5.85029593,0,0,0,0,-33484.9575
9253.94238,351159.804,1225842.59,257955.96,9,0.712853826,20.5828403,0,0,0,0,-342166.322
265623.026,32578.5055,8563256.5,212196.302,6,0.760182074,10.6844091,156831.014,181252.605,182969.516,2,-35987.3545
2152634.94,733811.321,9776083.81,171136.996,10,2.38294114,28.8899215,101715.045,111495.001,111886.549,1,-135753.029
309457.293,788524.922,1159182.61,490897.997,6,1.55078345,11.106343,0,0,0,0,-479603.438
3551.46547,173859.499,416815.111,21421.3638,7,0.806305792,20.1100793,0,0,0,0,-170408.207
150918.707,403108.464,792424.182,304448.056,5,2.46900589,5.01233634,0,0,0,0,-252772.916
3585.00484,877139.275,1268008.35,710624.695,2,1.48993027,12.0395879,0,0,0,0,-874117.383
25534.3592,201939.489,910474.682,29329.1738,4,2.97397897,5.0422801,0,0,0,0,-177212.204
9525.34207,752535.908,2495726.17,20875.3812,4,0.531093689,3.88955633,0,0,0,0,-743405.637
4736.12566,90556.8101,732836.686,91789.2292,10,1.76473388,17.7496248,0,0,0,0,-86206.1574
2697.52756,744935.509,1385869.99,86216.999,6,0.841705535,25.6100317,0,0,0,0,-742585.67
36562.7557,554296.348,824876.112,678449.307,8,1.35059828,23.5931569,0,0,0,0,-518065.656
977.787148,356852.016,1296907.91,16063.4466,3,1.79765817,11.1856399,0,0,0,0,-356569.131
