starlink_current,all_active_current,itu_m1_increment,fcc_50pct_increment
2002.67738,2602.78098,47934.2186,215995.453
1893.5333,2041.52377,23619.2123,217441.484
2231.76056,1022.78547,41497.1146,78922.0367
2455.69082,1669.68264,45195.7351,184267.877
1763.06649,2297.42096,42425.6531,199923.367
1974.27595,2296.63167,14228.3712,99978.2789
2629.06215,3505.60636,46723.3836,55083.9009
1889.98673,3152.85562,49182.8521,157054.82
2248.56324,3719.19447,47197.4121,67016.8742
2644.76986,3267.52509,12813.5177,121244.466
2116.63292,3207.92247,18971.5767,130165.777
2104.35825,1279.8023,35617.4654,151044.007
2169.075,2361.94928,14954.1728,171706.318
2197.24811,3256.37523,42782.3648,129606.989
2545.42112,2257.85815,7399.16072,248638.795
2538.47875,3122.77737,40918.4448,181036.763
2600.86428,2401.34926,39698.1662,76181.6703
1885.37048,1123.96086,26697.0204,81878.3507
2433.04576,2059.09605,16045.1267,77920.3194
2012.3936,1237.35069,29248.1578,54908.0397
2522.61875,3955.22136,27294.3518,35517.7094
2427.62578,2086.46133,41752.2384,230429.911
2593.77191,3624.75399,34115.5378,196643.226
2513.3928,2433.33176,15494.108,49686.9985
2515.90155,3013.61803,42202.2081,90737.4586
2308.69875,1806.75736,18309.7476,224470.036
1988.86671,1370.34417,12560.3321,113550.559
2111.8433,1318.63576,25477.5841,166857.623
2566.45751,3174.02808,32892.1547,250087.93
2051.4408,2392.52932,8171.73295,193021.269
1723.43707,2179.38943,47844.0125,179456.415
2545.04632,1407.31822,22732.9065,147392.011
2145.28494,2134.15074,46310.7465,153427.692
2049.0119,4035.84362,34806.2675,47776.9628
2029.92919,3878.90889,16400.9676,114409.065
2650.98568,2843.2064,10497.0657,54677.964
1969.16512,2290.40152,45503.4835,72161.1483
2216.79117,2838.81488,47094.9616,44572.1932
2090.68904,3879.7687,49703.847,219366.259
2471.56643,2779.25031,47409.9034,134508.267
2218.85814,1779.7732,44037.9865,203517.881
2113.83232,1135.42031,10384.2222,207199.375
2197.70675,1982.84836,20680.7359,144866.424
2466.9118,3458.52476,30430.4011,195181.551
2097.43718,997.754888,9190.60267,195400.368
2368.60041,3723.33562,38729.2295,131612.067
1770.92324,2414.48095,41569.527,69613.678
1799.52753,2111.47173,12751.737,246197.632
1736.54903,1055.16501,11873.9407,152475.721
2170.23447,3915.88609,16805.2433,151831.824
1809.63943,1198.30142,17864.0871,225104.431
1922.06295,926.575167,7169.03958,42783.246
1960.97477,2394.0157,17670.2609,62209.2994
2151.66737,1937.90055,19512.9402,118506.416
2532.22816,1273.76987,42810.5982,173548.402
2489.11108,975.330353,28072.6477,243103.577
2641.91898,2184.93605,29809.9153,244192.579
2470.92319,2075.3874,12831.4517,102152.322
2188.40662,2896.5374,32419.019,137701.959
2139.12028,1413.66954,48838.8085,177114.204
1967.93076,3350.57892,28574.4327,177850.484
2195.85492,2466.80734,46119.9599,148048.787
2032.89452,2695.0439,46224.8019,137434.577
1909.72372,2200.28066,30810.8769,136174.74
2426.2594,1469.53529,8562.5609,147449.249
2405.42759,1960.91973,27222.9726,248836.838
2159.25741,1525.4958,25913.1698,53248.7178
1812.86598,3732.03322,10135.8901,182868.398
2013.09075,1201.75442,47872.4932,42067.0095
1969.5703,3310.98939,21222.4634,219840.215
2494.30497,840.788931,38804.6291,150974.929
2158.12804,2103.37323,49850.1526,46555.5217
2017.43814,1471.73258,9258.55496,60783.0819
2311.02548,1076.04834,23363.8939,34210.6564
1812.5841,3454.42956,28281.9504,36939.3179
2198.05631,3776.77414,45288.5335,63742.287
2284.21511,4025.89214,47408.9765,203366.191
2458.92656,842.960548,49124.3376,161239.118
2302.05821,4035.64302,10909.818,160374.406
2533.31068,3118.18966,14395.7506,64674.1407
2550.70264,3533.79955,7129.01304,239720.851
2642.10009,2388.50735,38945.172,42022.6193
2529.79783,3237.52167,38232.5809,32608.1624
1828.39282,2997.60362,34104.0913,235723.606
2019.28935,2434.98749,12056.3154,47610.2011
2439.82076,2719.3368,13520.7746,216989.465
2042.43856,3909.80981,35112.2771,228371.843
2312.8713,1102.49478,27617.5059,185124.016
1879.76454,2151.96038,12619.6917,184892.429
2044.40579,864.76713,31354.3284,151171.014
2188.4219,3374.40125,32357.531,124443.002
2636.64762,2690.59196,49516.9299,104764.268
2089.78452,1346.62949,37814.7953,147636.177
2204.73197,2601.66672,33071.4281,189929.47
2269.57558,1260.21749,45499.5081,188160.088
2273.8553,1302.53476,46665.0198,158332.081
1895.76144,1395.93646,11767.5234,64575.0812
1783.64514,3751.94626,36297.5415,196990.233
1736.1094,2529.33168,33602.6556,168530.685
1832.1296,2646.19185,24812.1763,78763.4387
2394.49303,1161.75465,38165.7007,84065.6474
2180.77931,3293.66049,31560.7853,97591.5653
2332.53659,1743.78836,38763.7922,89334.3078
1866.87387,2360.02303,23066.3947,43787.3737
2020.69954,3479.27608,15273.564,198790.917
1982.27957,2455.06358,36112.2849,161959.836
2005.67716,2823.20477,28993.9295,136845.702
1768.97054,3277.11758,36801.5563,143165.518
1750.70534,3186.60451,28333.0427,105162.095
2199.87349,1725.33099,19805.1776,214494.577
2296.36572,1357.9113,36569.7731,118313.69
2682.59947,2223.79438,45291.0721,81474.9321
1774.8883,2539.51095,12364.6938,102007.751
2572.07897,1379.33364,27073.316,94525.2579
2139.17766,3055.22414,7017.33591,123333.906
2345.1472,2971.71158,23735.0254,189866.949
2566.73619,2786.00396,45380.6837,236891.722
2351.32124,2996.51994,7547.30412,143097.283
1881.76873,2977.50764,18361.2148,50021.9204
2581.78414,1390.53133,41553.4163,169076.334
2444.8774,977.433423,7067.97095,154722
2246.18046,3492.48292,24001.3101,238666.396
2266.70094,3453.63144,43616.5409,35024.4674
2227.25777,4028.73565,43812.9647,168306.407
2539.35005,1933.47576,21469.8711,103289.973
2316.14769,1815.90179,25737.5933,35406.6475
1849.94306,3408.90271,14530.6191,218188.888
1744.9471,2420.56404,10277.3707,108426.659
2472.39843,929.49962,28546.5764,165377.968
2319.85965,2568.58523,48368.2686,218310.444
2190.73837,1884.87049,17494.7936,140736.806
1981.04733,2250.91521,48215.8453,85150.4845
2358.99723,2915.12511,36556.452,240377.3
2184.67006,2847.61271,11421.5576,127564.787
1787.10846,3483.15348,44992.7196,189695.744
2261.90287,3455.96513,36918.8121,75153.1834
2314.47112,3337.06432,14200.9346,158526.358
2464.89507,3254.3943,28456.1473,177010.51
2645.70927,839.755572,16184.5218,178047.114
2489.75084,2808.53917,37027.0521,58950.4754
1969.86418,2582.49449,6445.28987,176565.077
1743.23332,2413.59125,34732.7257,176757.317
2678.88216,1994.48114,35502.112,143254.482
2364.73806,1664.43525,8017.96055,211475.388
1875.10578,1010.19424,29562.5626,124235.101
2162.92025,3170.22946,33228.6162,70126.2689
2097.12909,2796.81044,46340.5864,112821.732
2415.06563,3329.00907,37961.5126,207253.588
2484.28635,3763.61551,32092.945,178200.787
1932.34648,2501.87006,39604.0833,134896.135
1923.49899,3215.01777,10798.2838,36313.0725
2272.09207,3484.83659,17249.2749,127463.192
2223.98672,3543.69035,22648.7477,101202.958
2143.94278,2700.60644,32185.8654,78813.9441
2117.66344,1411.93451,17263.0873,177841.866
2334.06554,1041.41182,43701.279,195483.836
2542.75838,2149.6584,46643.5629,96378.9299
1973.67708,3891.06323,12755.7511,69606.7563
1942.2822,1164.37738,14674.7271,84899.1105
2155.85743,2912.83129,6787.78379,244694.15
2616.13338,1190.22661,20898.5342,67428.4639
1903.28187,3235.6911,38158.6759,238390.037
2168.42799,1682.8906,48627.8569,61940.5837
2060.58664,2622.9338,41627.1312,248468.837
2365.39295,2129.4271,13114.9024,73117.2176
2561.19418,1936.11971,31886.7997,146555.149
1917.69712,2522.46557,43712.1051,179120.189
2231.74234,2342.7464,41611.6745,238977.596
2027.30914,2747.54237,41596.9455,185293.184
1785.79549,2204.60918,13085.0572,115734.103
2385.45477,2106.34237,49465.5306,111800.889
2408.01402,1292.94483,45602.2617,43639.7619
2325.10612,1156.77075,16097.775,131798.197
1928.06541,2503.8406,30231.2819,95113.5578
1877.72029,3308.69767,20959.7719,204445.369
2668.86844,4014.09731,23445.1211,37345.4224
2458.51185,2594.02884,48074.8917,211669.018
2093.03912,1100.08784,29149.1097,191586.78
2202.98692,3070.79163,8704.17139,198164.821
1955.47812,3486.29887,23593.7516,57334.5465
2355.59922,3224.54481,48983.7154,141093.377
2123.38118,2895.09846,39803.6859,162300.179
2301.24323,1068.98966,31061.9995,196108.552
2582.99193,1059.80689,10465.6994,38525.8111
2009.851,2619.05601,38729.2047,68282.5261
1776.17774,2222.12119,49425.7448,114912.31
2653.25844,3437.15835,16271.7783,216792.848
2508.46655,4025.32765,38623.9494,234395.439
1999.6437,3118.52627,9258.32438,121496.038
1875.36433,2288.90474,44790.2948,166903.819
2342.94449,3911.60846,32436.532,90428.9805
1830.71156,2601.82875,49437.4699,129908.565
1839.28386,1718.87857,41694.5568,226506.722
2571.38628,1975.91317,14492.5027,69488.237
1718.36523,1198.45663,38936.937,109899.829
2263.08743,3123.74607,14622.9868,151218.617
2307.63581,3442.05201,39708.3851,142870.146
1859.2774,3515.1892,33617.0873,142189.078
2476.38787,2641.37187,38716.7441,179604.157
2011.26542,2672.68529,46079.0154,101574.485
2505.17491,2746.05159,15360.4274,212298.424
1975.10614,960.393647,18668.9497,108485.807
2186.437,1186.07392,26697.8464,206435.779
1878.69008,1614.35557,17802.0838,52024.9824
1766.36996,1177.301,49864.8991,188609.232
2157.88588,1273.51334,45352.2692,232432.623
2455.64273,3152.64806,8146.77979,191005.194
1914.1562,873.798641,21442.7577,66541.6497
1894.66346,898.900775,29670.0297,70313.4254
2040.88234,3756.97702,37961.7689,205591.591
2191.49661,3146.10304,15714.8501,121826.149
1934.50917,1022.03484,31003.5551,217060.75
2577.80856,2651.02554,46791.0009,47573.9344
2338.67203,4037.97708,22468.4128,51659.2308
2141.14085,1504.86144,48463.1703,59957.0122
2109.49601,1349.5982,41056.1205,56504.5075
2490.56394,2078.18897,39366.6725,238744.089
1978.45084,1342.0411,32688.8854,224181.067
2248.56362,2939.97498,37498.9058,191264.839
2575.41552,1869.97009,40916.2283,134724.583
1893.90436,1642.32829,36211.5701,120434.593
1891.43639,1628.10593,33639.3143,116240.866
2483.13534,3226.06569,36857.8714,85473.248
2656.50975,1399.00864,30481.3715,66955.4995
1768.65969,2897.68731,30913.93,148728.031
2541.37863,2476.0544,42517.1214,171239.504
2437.82071,1724.43662,44904.1991,191388.927
1845.08598,2314.97827,23635.5638,249327.624
1976.62255,1309.30483,29596.2581,46130.5346
2636.712,3372.36845,37366.0927,95589.4186
1740.88785,3687.95389,6675.44556,32805.3211
2629.81173,3986.12359,17854.9639,63663.7786
2391.94237,1992.7904,44988.8873,218711.436
1760.79382,1958.43441,10451.9754,103043.554
2649.73669,1793.31336,45010.0059,204624.962
2668.52877,3876.12374,12595.1096,63417.0946
2469.24554,2762.75645,15511.6232,170682.403
2164.24196,1046.83609,26108.2478,114070.451
2625.72478,3736.28748,7810.22998,82692.8155
2177.99499,2137.2134,10035.1384,195347.083
1932.37802,3988.16117,49569.5581,142319.754
2573.85652,3645.45436,25782.8707,152675.013
1890.79577,3891.94841,22010.2908,218097.016
2457.03381,3810.95076,26513.4948,125450.759
2512.94393,2518.80729,39172.1192,201163.286
2292.66866,832.210082,46607.5609,245298.941
2287.63866,1996.78529,10776.5164,197283.663
2533.61671,1494.21643,46676.5787,179469.53
1981.78753,3386.01014,30024.3549,225570.462
2313.0051,3925.40357,39182.5488,95188.4504
2563.70184,2551.64221,43026.2935,137400.369
2111.94377,1788.95983,19683.612,208945.086
2584.67223,3671.56475,10710.7921,167938.534
2036.41511,1112.66463,44286.1585,39078.6562
2103.11532,1302.10439,28900.254,241491.513
1738.21611,3548.52193,10730.7992,123374.518
2595.29213,2486.76854,8815.24746,213923.213
2156.51704,2393.43307,9161.03236,139552.225
2076.45138,1618.73509,42366.1111,120385.908
1974.87395,3224.41242,46430.4065,31555.8053
1799.09021,2391.15419,20107.3004,100010.848
2425.65512,3682.00327,43733.8984,84674.133
2469.48698,3345.17027,43935.2521,51418.7238
2513.33924,3605.15052,44066.4303,88679.8984
2381.87486,1902.11695,25244.6747,98265.8019
2509.82765,1990.59671,15771.9317,249147.878
2315.95864,1648.07816,35608.0349,53222.2179
2085.43688,1524.73969,21622.9106,93112.5042
2520.44088,2230.42937,34660.0965,31761.7889
1740.7365,3047.06145,7877.53764,118255.237
1826.49205,1328.15741,38421.4152,130546.935
1877.2645,2551.31565,39332.9249,78361.3191
2568.42527,866.378224,14421.0806,36653.9961
1941.71373,4012.47945,24660.3432,158140.828
2430.46506,2157.90276,48102.5024,238005.296
2602.25827,3220.88949,18098.737,69434.3202
1769.4552,3667.35319,28269.06,227145.748
2622.07983,3348.5097,38963.6038,158953.367
2265.28079,2856.8239,16572.8635,63158.3451
2058.88723,3396.20434,12335.8569,91871.5121
2068.2554,2293.01173,37432.0694,44902.5049
2671.11042,2176.33224,20221.1963,230978.266
2530.88806,894.876241,31292.2025,59404.7382
2169.02977,2943.04908,20583.0192,187867.425
1961.76297,1910.35152,40334.7977,132509.831
2246.02658,3058.89489,41195.0693,244112.596
2134.57435,2402.08638,22786.7015,36888.5941
2032.02568,1567.53479,6411.15915,190020.332
2275.62468,3527.34554,35131.2024,243794.087
1964.38522,3384.90384,34843.384,227453.528
2079.28942,2520.30424,11799.8459,143534.182
1980.55913,1043.59376,40107.1238,131452.771
2583.41023,2824.96223,35855.6945,55637.0492
1903.80433,1859.12245,32341.0661,53051.6244
2391.71777,2546.92801,10121.9228,249666.584
2261.00089,3319.26858,28757.5215,197694.468
2271.40287,2321.49418,28090.7726,154368.228
2044.53336,2740.6284,10724.7836,225134.653
1852.52522,2712.12505,46842.8117,122575.492
1752.42023,1496.22656,13220.673,220503.129
2662.46074,1932.46542,28733.7963,44915.9004
2340.25402,1536.94795,7625.15477,157788.133
2604.93559,1553.61761,30908.867,164524.495
2162.02613,1869.37061,13384.3965,118404.215
1744.4406,1480.99754,15077.3284,201092.581
1946.24181,2544.16175,48721.7649,116666.715
2481.37168,2610.43721,27268.1265,63738.5152
1903.65845,1042.41528,19478.4839,95112.0315
2471.05139,2742.06907,22812.7758,61602.6935
1929.54869,2897.32401,46307.3182,223109.152
2524.40335,2643.1909,41070.7827,68957.6766
2592.12652,1644.7199,23894.4848,233608.306
2080.60554,3676.02695,42938.0433,170287.737
2459.80712,3575.42204,47214.9997,46322.4892
2078.26886,2243.88142,37181.1027,206905.226
1998.06433,2429.04059,28069.2875,48372.3119
2331.083,872.051299,8663.13666,167425.888
1889.88434,1020.01537,20695.9258,248450.787
1906.10151,3563.82596,17160.9246,206236.627
1964.50473,1895.48381,39689.5637,205853.364
2233.82391,969.200102,17676.192,110306.235
2293.25135,1830.62207,28033.0759,63027.1344
2633.33506,3316.36789,11479.8032,103220.69
2372.26168,2734.11251,26311.2755,167814.715
1723.64532,2504.3007,32852.4205,78057.2317
1729.04447,3999.37193,8996.53066,34469.0307
1946.19746,3458.50504,18707.3787,69833.9808
2623.22309,3935.96182,41253.8536,85091.0226
1832.29991,3062.94455,42915.99,163935.509
1983.94015,3905.0351,28285.2989,247698.474
1918.84933,2170.40655,45802.3839,132036.551
1853.61819,3434.05224,16623.9033,156281.016
2429.26005,4054.42095,29409.7337,184450.804
2601.97457,1341.79574,45006.0382,207828.736
1790.71931,869.278127,14836.5699,202211.878
2392.82296,3791.64858,36691.2841,189635.445
2661.58691,3516.39372,8098.69224,186286.363
2063.5396,2278.12704,44306.4639,225822.748
2305.86066,3057.73276,36764.0188,81854.3898
2053.14149,1617.65329,10796.3729,86663.3791
2331.59884,2128.93973,45795.2478,128858.663
1771.63677,3303.85003,38348.9853,206832.79
2252.78986,840.996236,37249.0586,104212.565
1953.10801,3345.30414,26929.9573,47990.5556
2097.74852,1291.37487,37664.8436,178388.217
2225.68045,909.26083,13960.7386,71776.6223
2118.03589,896.2098,27455.3937,229383.276
2362.13297,1808.11204,33005.8538,82916.4373
2125.32364,2062.95889,10139.5499,96701.7731
1912.3423,2172.45098,38134.1107,245347.635
1846.59818,1985.36154,46139.3804,64568.2619
2143.20986,1987.26466,48822.3409,96630.9496
2144.3527,1193.0959,7365.53305,127359.048
2321.72804,1987.75342,30471.9061,33467.6419
2036.46785,3375.50806,40290.6372,58498.1419
2623.35298,1354.3302,14745.4599,128476.231
2469.69232,2447.28535,43101.1403,69591.8966
2349.39151,2500.05054,16002.3236,71236.8973
2085.53161,853.599839,18417.4087,90578.3346
2220.95308,2303.92511,42045.4207,182560.426
1771.05773,2915.73139,31169.0522,69159.7162
2169.38813,3290.90905,12153.2919,50110.2603
2236.95905,2922.89772,11365.2094,144701.297
2300.01524,3741.06827,20234.3426,182365.969
2080.58369,2519.86795,28968.0669,194246.88
2558.8826,3369.77097,19298.815,59673.4908
2183.29089,1183.92247,34519.0077,182701.623
1990.78131,3093.93139,10499.2849,179226.196
1965.5486,1760.71199,37017.1859,151142.454
1927.66221,2573.43303,22950.9262,111407.635
2263.60863,1787.10183,8552.05226,192321.167
2467.65833,3752.75044,36889.1482,226041.782
1881.44799,2167.01478,23875.6085,132331.272
2415.22316,1278.63906,21487.319,100227.317
2135.81092,2140.38229,43401.1219,187408.187
2376.43623,873.351579,40498.4024,237712.627
2637.15315,2725.62476,32502.7856,189555.008
2211.84762,3756.59789,28081.8742,119759.311
2037.81094,3135.88494,20136.1756,183558.28
2046.07934,1595.12004,16741.6031,162975.88
2622.52188,2187.9414,49485.7683,190794.698
1914.11653,3670.50373,26188.0466,145634.863
2479.66021,2685.94675,48992.2547,164202.75
2146.42258,3888.40438,45043.74,182372.33
1888.1509,2649.07896,20710.5713,121537.916
1866.20482,2244.0549,37800.2061,59140.8548
1955.49761,2264.97965,16340.53,235270.441
2541.41286,3057.0409,48917.577,93833.1352
1789.41543,3814.21713,20774.7007,158960.534
2163.06336,2649.01297,9227.93962,140470.633
2652.48381,1041.01875,16980.0743,206957.207
1981.64522,3451.79019,44542.4773,232612.003
2041.65975,1457.58835,15547.5248,82396.7035
2167.15197,1240.82906,47174.7165,183213.607
2440.27505,3730.40522,14200.827,100600.186
1793.48886,3283.80625,30976.8976,182401.664
2053.47727,3905.41691,9759.76841,163173.324
2007.99361,3897.28288,38929.374,191637.681
2503.99132,876.207036,15806.4424,176208.168
2096.59781,4006.90472,49412.0905,123911.425
1976.3792,1443.45368,26620.3513,189376.342
2293.61326,1640.74889,33818.497,169869.117
2169.08062,2533.22179,44801.8967,233263.418
2589.7804,2211.69778,49705.915,103467.773
1977.59663,2539.2211,39272.7566,101791.649
2077.05767,1654.14181,14978.6124,63368.0768
2471.39984,2706.94926,38994.52,107961.543
2409.43979,1495.85948,35814.2486,233369.391
2538.40042,3998.26461,19184.3443,175447.167
2161.28297,3262.3373,35984.3832,205619.197
2004.0705,2289.76308,18930.6798,161817.068
1807.50567,1682.2236,44095.5677,68616.4396
2374.32077,3567.90137,13930.065,179406.054
1857.24808,1414.87311,38763.0061,148297.994
2407.53377,1363.84105,47714.7437,56202.821
2636.42735,3043.74778,7163.99419,38158.1002
2465.97485,3570.49192,46046.3196,154880.157
2322.1177,2429.60946,24114.4395,151008.223
2048.51468,3936.90782,18075.4953,48675.02
2207.7425,3491.0255,22618.5662,90224.0231
2556.09986,2490.54231,29502.3799,221393.824
1777.19324,2689.72947,12597.5251,42955.4063
2416.21452,873.721859,39433.666,46321.5727
2355.25316,2748.60442,41361.1219,166906.275
1845.23333,1129.52515,10752.3041,65065.1354
2611.22972,2210.68238,49560.6457,78875.2903
2393.61847,3436.9974,28850.3984,200982.55
2243.87468,1047.91007,18475.9601,248300.95
2635.0483,2311.54808,18207.3508,82624.3124
2661.43533,2292.48902,47354.0158,81666.4313
2212.02001,3466.7041,12399.1096,218954.511
2069.70899,3411.8341,18910.0011,221838.735
2443.83054,3750.61947,26492.5052,131431.795
1933.61808,1198.00349,12734.6651,137755.883
2272.04537,3010.89262,48114.1814,224634.393
2437.35084,2981.60109,17303.4542,99209.7974
2633.9589,2493.33046,29905.5922,217687.964
1787.22265,3078.2339,22048.862,44012.8069
2272.91995,3490.60217,25706.8176,55855.3307
2058.50541,2840.35057,49990.5322,245680.868
1798.72847,3724.63305,36501.9084,143676.566
2472.82279,1429.87304,44184.9625,189088.771
1950.29625,3561.12121,29141.9793,137315.821
2084.81249,1405.2729,11705.6801,45902.6393
2214.42931,3086.44684,10474.9624,191357.418
2076.07616,3199.07225,47519.2406,94544.9048
1793.05387,1126.28256,35453.7833,93716.9741
2191.6577,1050.39184,19747.9517,31355.7459
2612.01433,2219.2757,39734.1042,140271.709
1900.41585,3788.2345,27647.1203,101415.717
2098.65437,1541.40576,29106.1318,145467.991
1918.24601,1106.4125,23970.7615,227197.364
2538.8244,2902.11412,9256.82116,202164.812
1854.9505,1401.87075,23812.7381,165538.758
2407.22889,2192.71269,26670.3094,33905.0618
2427.88722,2504.91237,10902.6888,132325.063
1728.02779,3050.42627,36166.0721,176809.538
1918.27761,1293.0541,42535.0066,80882.2478
2152.07102,2182.47287,26371.8279,107063.972
2027.43781,1721.03154,7023.4317,71725.7602
2454.53112,2228.11952,49159.4797,198870.968
2408.75486,3569.84113,45225.9908,147559.018
2039.57502,2049.42825,32020.5917,137106.05
1749.22141,1682.15465,45142.6382,90587.7942
1896.88836,1277.21379,17986.3693,160209.549
2643.77492,2171.04477,18767.0309,61053.3785
2386.06093,1510.45609,15646.0001,91733.9277
1726.61458,1104.73488,16862.1446,234861.051
2570.36881,1609.59984,26248.8194,44989.283
2597.21904,2122.2622,18661.0026,147584.762
2660.98492,3841.77659,23939.74,160466.128
2029.64742,1613.59899,26037.294,170435.096
1952.14147,2167.37055,33994.1677,121114.464
2625.84854,2609.44167,45672.4728,229787.588
2463.36298,1421.07662,36904.5488,247184.153
2519.13302,1430.11159,49102.4016,120769.718
2608.50125,1174.64183,42627.0059,46477.0819
2184.50328,1745.26939,41419.0147,207486.976
2655.13016,3852.92216,38935.5617,238435.154
2582.04547,813.411966,18287.5923,110361.744
2587.14759,2725.57468,36510.8489,152765.519
2445.49223,1033.68439,30770.3395,155803.123
2042.05544,3855.42354,34191.935,194136.021
1909.30639,1992.21449,39689.6589,208115.747
2624.18962,2278.91715,34681.5662,130780.754
2407.58727,1301.99305,16271.9768,141844.869
2419.94004,3431.79345,25569.9333,47689.6398
2020.5626,3250.27717,22541.5472,31641.1684
2472.92114,3261.69075,9856.44235,90373.4102
2126.04741,3907.13099,31326.7296,170913.708
2579.49816,2005.21196,33638.876,188001.039
1721.40844,1161.9688,10921.6814,46030.3875
1791.99529,3613.32471,37300.6909,199901.612
2323.13608,1381.33851,38408.9561,147181.716
1779.40799,916.518246,39506.1996,128435.994
2377.79621,1601.07074,24419.1279,179898.63
2046.99903,2937.08283,14171.8876,158837.151
2131.52392,1568.74765,26119.5195,42532.6076
2316.81126,3197.81037,35117.6055,168701.489
2215.55182,2058.71403,18810.9752,49438.6276
2416.59543,2030.38236,23159.967,214526.57
2553.68051,2640.38404,37260.7981,86517.5004
2167.61782,2198.91505,42162.0854,95463.6879
1848.966,3070.42412,15229.3209,43796.2273
2023.65829,2693.13545,14991.1953,36905.8933
2449.73326,2649.30301,23638.8292,202812.987
1909.40757,3081.75271,9845.96574,104720.825
1985.52654,1300.14424,35373.3713,227213.508
2115.12822,3423.35764,47935.3109,75738.2438
2241.37624,3387.19231,7925.92405,44653.6628
2209.41506,2156.79526,33418.0524,145206.358
2325.86016,3362.10246,35810.7092,248558.703
2134.56428,2146.14029,41572.6757,31709.444
1776.60956,1863.28858,36609.4676,231758.805
2499.39374,2355.82384,37353.62,143048.19
1809.02639,3433.31773,33633.8552,146189.591
2165.69389,3428.52932,30774.8552,144740.879
2593.38361,2020.21208,28601.2346,78681.5464
1790.72537,3052.60806,22815.9012,216049.245
2560.09492,1183.23274,39281.0133,102156.104
1972.76727,2578.91908,7186.22846,213692.141
2313.18472,2735.70667,22573.6536,195975.513
2172.8547,3617.44621,23774.578,85072.9404
1913.8514,2901.35841,35077.6264,136632.313
2484.00192,1249.95244,28931.2098,221782.141
2200.37386,2485.13425,32087.9627,231451.099
2289.8276,2750.31143,27812.6892,223437.092
2664.51031,4018.27634,12039.9309,135921.224
2483.87947,3156.78297,7035.42839,135194.881
2438.66163,3716.1369,49311.6826,37498.0139
2252.66595,3809.88565,11754.1227,142945.554
2250.74537,2190.12068,48010.504,157371.429
2094.29561,903.811069,19851.3319,217928.794
2503.05997,1943.27198,32417.7634,161305.889
1768.8665,1791.97164,36520.0568,98318.6037
2294.70984,1345.21658,31214.3064,207392.095
1747.22423,898.059007,9956.55405,185907.666
2343.52396,2425.5231,17090.3445,165552.871
1937.46722,1032.56106,37775.0973,177459.757
2276.66691,1678.56154,23028.1542,125311.439
2292.71424,3473.23213,46375.1723,71091.536
2172.75973,1367.87067,9587.5267,118384.245
2634.39872,3705.54169,40261.1298,94332.7671
1816.88286,3900.16514,43604.8847,208015.811
1838.03886,1684.29746,31412.1201,168211.192
1748.8663,2709.06615,40815.8974,209399.001
1731.95168,2094.60771,30207.6886,189355.784
2575.06143,3259.41175,12618.8024,33570.1943
1889.14528,1513.79743,30268.5506,119695.071
1887.20585,2137.88802,42066.8993,78913.4733
2418.01128,3894.25354,23809.1293,185475.811
2472.87233,2545.76849,24482.3272,91437.9241
2009.4998,1951.90616,35283.4393,125893.466
2440.62958,1076.00537,32774.3616,123365.511
1781.17008,3099.33282,25624.565,69215.4748
2378.21499,1821.37961,21856.3787,144334.862
2478.83164,2264.8938,19509.56,179771.5
2335.27062,3641.5467,41714.2412,234505.686
2264.94507,3201.27781,45195.8466,37622.4035
1817.09895,3955.71681,33197.201,56129.3103
1981.18263,3047.44876,28666.9125,109130.866
2101.01385,3189.53301,12816.3657,244239.324
2378.94886,2474.46024,16753.5174,238889.603
1814.53399,1810.70077,19726.5911,144564.987
1778.05888,1324.85231,45233.0385,238723.236
1990.61557,2905.6118,48597.6663,198949.546
1956.51345,853.175491,12833.1843,196139.126
1780.40482,1000.80866,41941.4784,57576.086
1787.4204,2071.23285,19642.5953,165998.131
2616.38937,2298.84868,28395.0524,210303.839
2609.21353,1995.32285,27996.3376,35217.9574
2286.18751,2926.85869,19471.9364,173109.53
2528.00958,2726.23324,34490.6939,177754.084
2436.55515,3587.32109,11178.697,243151.828
2587.76382,2967.82094,10632.983,199040.365
1757.14892,869.655496,39436.0052,78257.4594
2633.70938,2703.70105,22923.5027,45416.7802
2499.19078,3455.60785,8764.34962,229276.964
2382.50475,3806.98289,12656.3352,144560.697
1901.92911,1265.13694,46801.2749,79447.6325
2281.43563,2166.18634,33131.1046,71033.8194
2405.02778,3816.43108,27158.4575,89627.9473
2275.75247,1927.2031,14347.9037,221585.761
2064.98801,3100.33382,8434.61749,188289.294
2142.17374,2388.14786,33785.9685,41217.0976
2239.01613,3090.04295,41464.8919,75320.8649
2406.62216,3693.47311,30242.9976,124407.992
2144.81106,2211.75111,10260.7583,175416.855
1821.94882,2502.50918,41441.5296,74199.0959
2155.15175,2742.14618,27406.6662,40313.46
2295.86533,3083.31805,42585.8673,92626.0541
1911.97757,2983.98118,22627.5189,127019.702
2491.75864,2129.67275,49703.1108,47186.5827
1823.75904,3281.81963,24321.4532,80402.4523
2422.161,2179.84057,31692.8608,232789.007
2572.15519,2996.58267,13017.8348,95596.5866
2191.78719,1228.3255,47133.6128,231951.461
2068.03439,1613.01747,13553.5526,62256.3961
2661.16923,880.917704,41597.4353,96166.5539
2012.28808,2343.35214,7462.91328,143035.339
1924.25523,3200.35328,38010.1487,235052.045
2117.59239,2429.11805,16729.7355,191240.46
2646.11777,3172.31065,17637.7759,75074.1323
