floorA_days,coupledA_days,floorB_days,coupledB_days
8.884314521849255852e-01,8.999423827083995464e-01,2.018628101715278067e+00,3.948975472913908713e-01
1.566066646942969876e-01,2.383836374909684835e-02,3.416309330802872468e-01,1.560108909657206833e-01
3.646412175954673041e-01,2.994718950300909177e-01,1.509823272277013739e+00,1.206880506709588907e+00
6.953721594288866936e-02,2.351889466606005286e-02,1.443815829943263962e+00,2.853477918923628120e-01
1.262464062337924076e-01,1.168402036717282266e+00,1.113755587774634792e+00,1.685212165747416724e-01
3.877820005815355575e-01,3.897621153595492993e-01,2.619091936380772090e+00,1.248619981617456576e+00
4.765077210186090539e-01,1.023368737614632096e+00,2.053510562485107105e+00,1.315865730164157976e-01
4.914786926287652569e-01,1.667421395916057758e-01,1.036741095105349064e+00,1.620515138753653162e+00
6.265948071746819947e-02,1.721988614270617002e-01,9.936002344035358425e-01,1.545325340808171521e+00
3.876290805099582570e-01,2.842701205104849471e-01,2.629416847557811687e-01,4.777947272060937278e-01
5.338092036173324173e-01,7.465519833992853016e-01,7.460692933400583371e-01,1.249253862701743129e-01
7.402118954853097454e-01,2.016132796607227884e-01,7.485852670727040081e-01,4.281158530915422644e-01
1.271829538049366493e+00,4.459514290640019807e-01,2.722575249721533863e-01,4.142712406200576569e-01
1.471659297548195244e+00,6.215981740841709513e-01,1.158683212908347304e+00,1.068757845729128242e+00
5.309117150443540822e-01,5.964719803719289309e-02,1.972656450630309921e+00,1.134842630341797998e+00
2.175875742684281633e+00,1.706006127284142693e+00,2.250180868438654905e-02,2.012248278476355789e+00
2.013629953750791235e-01,9.201867837262994732e-01,2.870892650764441445e+00,1.030963473133441610e+00
3.002586390748422041e+00,1.170826549738439443e-01,4.691988441595905002e+00,1.961668853055962003e-01
4.190225249890543457e-01,1.036594427617335334e+00,9.719838879319931957e-01,2.208662156921962494e-01
1.013308672850619097e+00,5.314548419629158346e-03,1.800129609784966167e+00,3.209994545124581933e+00
1.746501381099146766e+00,4.532764465780316776e-01,1.040518957298410374e+00,6.913851093248847557e-02
1.162621847176941836e+00,1.888449961345742625e-02,5.880811476862511933e-01,7.082465294782634702e-02
4.854751817754162091e-01,1.616759461192731895e-01,2.305331644511261935e+00,1.407388215124315112e+00
1.042477027968089942e+00,5.274659271634011271e-01,7.064848986063463343e-01,2.462370014761010306e-01
1.162704039054404323e-02,4.894862032685915604e-02,1.977777253092394050e+00,1.669074120380021065e-01
1.336738346171126635e+00,4.808297021340516841e-01,5.425607557695940608e-01,4.265753100961282573e-01
1.557084451468625286e+00,3.214967279036835129e-02,2.498821138324938573e+00,4.352285455411471382e+00
1.772524146988417648e+00,7.917649899653512735e-01,5.255004612392988328e-01,1.393870833476270055e-01
1.088091031016761093e-02,3.576205489743460864e-01,1.099343535982912234e+00,1.051114572105928957e+00
1.033077143041309487e+00,4.031651066060006894e-01,4.120220883644891252e+00,9.238837299615552112e-01
5.707767967501858886e-01,2.228197836040667068e-01,4.307939386571952439e-02,1.900127949833123608e-01
7.025616872130001633e-01,8.050456102198233488e-01,2.616002968287354791e-01,7.436639737736238098e-01
6.516144874614470117e-01,3.466347195614859211e-02,5.227229405651522276e-01,2.638480803951643860e-01
1.083024818434540626e-01,3.771463556393281347e-01,2.001131268117710416e-01,1.969256933377401264e-01
1.516503482881383369e-01,2.410741513019318272e-01,5.467042046065074823e-01,1.496816475375081668e+00
2.393824728563300752e-01,2.125469724461434909e-02,3.414439126047040585e+00,1.416864607507728246e+00
2.275732686906199037e-02,7.968793404813380443e-02,3.456794533288338744e+00,5.608836493207893792e-01
8.000796014770275022e-01,3.500391582801361534e-01,1.516758402788123572e+00,1.104749517595492891e+00
3.618823691628378914e-01,2.732876180059838345e-01,1.177211074057149087e+00,4.562463275060346213e+00
7.309738943638489639e-01,1.674036380937902746e-01,3.741084283429257251e+00,1.445406692085829725e+00
9.220688357790837730e-02,3.240151884775543945e-01,1.487278358219113361e+00,7.678087018655233020e-01
7.541046919665812809e-02,6.445839943229389468e-02,1.989649384795952214e+00,4.157716232504741344e-02
6.758703236993487407e-01,5.037990893611786758e-01,1.610336259021889260e+00,1.020481872711786808e+00
7.203074020456288196e-01,1.941673704210490972e-02,2.657965871027632154e+00,1.070119339317854162e-01
1.141128416403691531e-01,3.632681274813246430e-01,9.922552077441874063e-01,4.500819833716280249e-01
1.919909720606836512e+00,6.482105957563456533e-01,2.437811783672121368e+00,1.458874427368713478e-01
2.553912045088210445e-02,4.119896131068992093e-03,6.370367640714886814e-01,1.195936474074650729e-01
7.272331299921781511e-01,1.120054790869912803e-01,7.426796895907820106e-01,8.240365114278841219e+00
7.195567437372664132e-01,3.250636026021343494e-01,3.903147992446776016e-01,6.109349519431618303e-01
9.565211457058117595e-02,4.311136133002315685e-01,3.357453484211344458e-02,1.014101272947071974e+00
1.873189166682776019e-01,8.037544808192742529e-01,3.017947791084007125e+00,6.737974014450271998e-01
9.887804188013250561e-01,4.227537869993619468e-02,2.092735584463126131e+00,1.540224400112679470e+00
3.066328946671520450e-01,1.144771054985123326e+00,1.431194275799547944e+00,2.560105957700938295e-01
1.109642381165628411e+00,2.753724151523832125e-02,2.544944123241892342e-01,1.404415694113335666e-01
7.008791374404310659e-01,1.468754830766343944e-01,4.131023895718423766e+00,4.212713977616340255e-01
5.496356914559233919e-01,1.584425891575391432e-01,1.873674384426014417e+00,4.843313418308628826e+00
5.694056766444525186e-01,3.878947828932029496e-01,4.267284235873250453e-01,7.029417941014740046e-02
1.863737133136244450e+00,2.742983705402892401e-03,2.004790891046767332e+00,6.996172405367961922e-01
9.590085497482907229e-02,1.241090979355172763e+00,7.008714625796051978e-01,3.597410688758448938e-01
1.355428166616814145e-01,6.001386002768787087e-01,1.043762512528660091e-01,3.452736597797755325e-01
5.046369909225014716e-01,7.313779215884863572e-02,1.415923143386181304e-01,1.175981925329017963e-01
4.139423851486702111e-01,7.544543031446385717e-01,1.463081517091538997e+00,8.379036909718763360e-01
1.580112460729893531e+00,3.291677493282967049e-02,7.041335885465596078e-01,7.144252212149100334e-01
1.334047984771548068e+00,7.316243347726149142e-03,2.443310466665654879e+00,1.065483795767366154e-01
6.488257653925190160e-01,2.923762537935276629e-01,2.722690842660424604e+00,1.131332994742525327e-01
8.184983228661728560e-01,3.004536616804433513e-01,4.230008849943385774e-01,2.988535415201148737e+00
1.819776551885279592e-01,1.522887722798518917e+00,1.219250521817489830e+00,8.653797573745140859e-02
1.838081852975970987e-01,1.725865227283346071e-01,1.057200210470572665e+00,2.342009248254803000e-01
1.568727652382878812e+00,4.526878686389359391e-02,1.119172062240777255e+00,1.178051270133330553e+00
3.383919101390711059e-01,1.980826340130645180e+00,1.192690108951196537e+00,1.266894096196894137e-01
5.528734658245222366e-01,3.440431645468550403e+00,5.129684124419140012e+00,1.325306517647839577e+00
1.766923283860091676e+00,3.238416904300808752e-02,2.877999942082698048e+00,2.475292649883697571e+00
8.033556977184296288e-01,3.936695067516860491e-01,4.966923201923286513e+00,9.428720116338098478e-01
3.293016272080475648e-01,4.183147763976727274e-01,2.202605472362231698e+00,2.121274239098358549e-01
5.953633333581637155e-01,2.152979595926200404e-02,1.536324133964197314e+00,9.916802764197930609e-01
4.133327579999978574e-01,4.549644575458763329e-01,1.948409380087680054e+00,1.215515979096288390e+00
3.362131994228064746e-01,1.913213968612710592e-01,4.604449840800338700e-01,4.812507865285652997e+00
3.494143500437360550e-01,7.473338119698531568e-01,4.371491575029222254e+00,2.486874380454866251e-01
2.130219474605707042e+00,2.244275912634776660e-01,1.160260063504195749e+00,4.561703402907869020e-01
2.068311056676482851e-01,7.551793035833909151e-01,3.756957408223999817e+00,2.761716959106994690e-02
2.962159368412714544e-01,2.513606302390425817e+00,2.872115452612588715e+00,5.956468747927523566e-01
1.154581435350069685e-01,3.722522924773988967e-02,1.050193090948699615e+00,3.270019256246694539e+00
1.695102494612971578e+00,1.706704239388869393e+00,4.237324799860293090e-01,2.033747883631929820e+00
1.491704115379057116e+00,4.650762023987956018e-02,1.304858701239639540e+00,2.977908122615199882e-01
1.030402722316128006e-01,4.852112739406474473e-01,5.692874652925204337e+00,2.322384397562349267e-02
9.366258981824228114e-01,4.478828868066871832e-02,3.157809901639226702e+00,1.435596938053454341e+00
3.456478038267182806e-01,6.615191357145404627e-01,2.123866816457040230e+00,7.191330880830600902e-01
1.794032890631380273e+00,3.424391483724663621e-01,2.853515497229295317e+00,2.637928899468797272e+00
9.812170431673944426e-01,2.263013144937121024e-01,1.635069974930018377e+00,1.133047234689162630e-01
6.719775315933760804e-03,1.905750915974612769e-01,4.310159377868542918e-02,3.382338882423516213e-01
7.011135990955694730e-01,1.061023572200030796e-01,9.197626290381729630e-01,1.523435692907733063e+00
1.364119972046059281e+00,2.164363465992734728e-02,1.320191595572824950e+00,8.674812389137076529e-01
1.527312924333112665e-01,5.329043426971618973e-03,2.387535399525597679e-01,1.259917010103211110e+00
1.203307058451756895e+00,5.674935906858376011e-01,1.741634619049633459e+00,2.011321204800883833e-01
2.075969957606765171e+00,6.476539522167541474e-01,1.490873060110422310e+00,4.365175203095104983e+00
3.927549057761475226e-01,1.899866252241173836e-01,1.278921371290103970e+00,8.576089199209684377e-01
2.392825259650766423e+00,5.215369099003485526e-02,4.494098367642381797e-01,2.802062050741558896e-01
1.266403760169511616e-01,8.816903409904329469e-02,4.751673872634700202e-01,7.496742206516873175e-01
6.214433850042356822e-01,5.735149411991165291e-02,1.729924550003595130e+00,1.473360741082110348e+00
8.486972772789949104e-01,1.963298798797530678e-02,5.426939084976588612e-01,2.758694910373674647e-01
1.013849924840041883e+00,2.483613108447534912e-01,3.891215473497358524e+00,4.834402863183204224e-01
2.284337836831255020e-01,8.487107340786647081e-01,2.581701321936852866e-01,7.087394519153144001e-01
8.482004007203213236e-01,2.940877178245819845e-01,5.591450797071628731e-01,6.167819848928257631e-01
1.256538303702762205e+00,2.597061037720584387e-01,7.978174352849490836e-01,6.547936434758100388e-01
1.076748296039525127e-01,3.051185301640827241e+00,1.321840661913300741e+00,3.902012142856860488e-01
7.071869441932184808e-01,3.497973149427432982e-01,1.706853534033281772e+00,2.089091409759781803e-01
3.886151880497934474e-01,1.785395542742054031e+00,4.178492795170544172e-01,3.781566574419772397e-01
4.515490031325991360e+00,3.468327722204633812e-01,2.422790640149846464e+00,4.497769179270449391e-01
3.560425380642097681e-01,2.343373714792078288e-01,6.898312920554481309e-01,1.226418560392952134e-01
2.869052766094733475e-01,8.751719833177223906e-01,4.608008006430396541e+00,1.653394896278160831e+00
2.179999540627660937e-01,3.606107506846855659e-01,3.144739393633033120e-01,2.101835578540969807e-01
1.606150237423366878e-01,2.993219224452435823e-01,1.578209723597205072e-01,2.640100359535036301e+00
6.814236999770864056e-01,1.109200462744448952e-02,3.668111216680656761e-01,1.758460651032319466e-01
2.199214563951988222e+00,5.198471491552305590e-01,8.314702268464257973e-01,1.156898413936197967e+00
8.031682592501164786e-01,1.324726198931603649e-01,4.334309507633913316e-01,2.899958224139625312e-02
5.963804342080752940e-01,2.251727287372191078e-01,3.846861334480497496e-02,1.414958384298386829e+00
9.618524013761509117e-01,4.271607718164075473e-01,3.194956188225908544e+00,4.646786039355712550e-01
4.351462753170138309e-01,6.407539218270038583e-01,3.146416544341853694e+00,1.042590613020299761e+00
9.796020030279352087e-01,4.346013128254611058e-02,1.367204517369510430e+00,2.459886714433000332e+00
1.075321332520893514e-01,1.305532365723752752e-01,1.601263323833020946e+00,6.446738084286475212e-01
3.763529368614414450e-01,5.844981197105578730e-01,1.734268815566377020e+00,7.050108575032115743e-01
1.150720532927729023e+00,8.178876525752167836e-01,4.948826227901987895e-01,1.738690078417091556e+00
1.463089268463798609e-01,3.131181853966570339e-01,1.898095079218941605e-01,3.118296127145294694e-01
3.168270558739382792e-01,7.785849739926289925e-02,3.856432779698421243e+00,1.045490709631557713e-01
9.723746298412994093e-01,4.324765771638170581e-02,7.472320549821765967e-01,9.789453681241995497e-02
9.216317537382832104e-01,1.156415363987249867e+00,2.508585344610126389e-01,2.122408314866205625e+00
4.069572374062978004e-01,3.026732625350276873e-01,6.226844078675022182e-02,2.478301921887330561e+00
6.541935769871308759e-01,6.659740850312355289e-05,2.885205839881059386e+00,2.330767562672626803e-01
3.386180069961819972e-01,4.572088032884839143e-02,4.257537245794976721e-01,8.007646727247416107e-01
1.130142640044616703e-01,2.428223925385769033e-01,1.425783121210873583e+00,6.235574412495551444e-01
9.899196626412706257e-01,5.645602422422565381e-01,1.211418096152750312e+00,2.648009879815713674e+00
1.817673352634449901e-01,1.702583872871564985e+00,5.118851598305540485e-01,6.669601250246619262e-02
1.314682853979671495e-01,3.621438850379066210e-02,8.400886152210356173e-01,4.408478454379073597e+00
4.347991447206714932e-01,2.291863195895999517e-01,7.034055032187402912e-01,6.515194784558928642e-01
2.327236239385324534e+00,1.941072686986423379e-01,6.203550423833654293e+00,4.380020292255666636e-02
2.602540233165744343e-01,3.306459005165072185e-01,5.313428408501217781e+00,1.361302971693890029e+00
1.014805317961874759e-01,1.712862696568324128e-01,1.421779673692661117e+00,1.115761827572696596e+00
1.024119791021028264e-01,7.025255233159653778e-02,2.141439152849896388e+00,2.116127959815774062e+00
3.598875299464244115e+00,1.571808493331726397e-01,5.059681874477890418e+00,8.695383722195224596e-01
1.761101357818010360e+00,5.745430613407997988e-01,2.748279420839215170e+00,1.219567984756032564e+00
2.377510017544575138e-01,5.440721361705441739e-01,8.663083441947788899e+00,4.192338834329911168e-01
6.529038017204232824e-01,6.156993290531633800e-01,8.962460347859211307e-01,6.206783251430567777e-02
1.650659336787190512e-01,3.440345052002771187e-01,4.313551554532482513e+00,1.024926547494139140e+00
1.097194740306069782e+00,1.442460447574075433e-01,2.970627052683882052e+00,7.234901255278573806e-02
2.525901819939995741e-01,1.674069287355308133e-01,8.151487163971232741e-01,9.926722346734671021e-01
3.111890831457100534e-02,9.528500034470059610e-02,1.172958235633943191e+00,4.803378402639300049e-01
3.108092942296020178e-01,1.462895129070152234e-01,9.187898662828226648e-01,1.302441385785639283e-01
5.822285129095722961e-02,1.228304925088875019e-03,1.586406332746042314e-01,2.623067391663557735e-01
3.722906971029761869e-01,2.036799738083854006e-01,9.390378856612038305e-01,8.737960759166014668e+00
9.552982701259675469e-02,1.528931012901538100e+00,4.871741266217907151e-01,1.457638618562412391e-01
2.814323144204612381e-01,9.332804368002077799e-01,2.153897528859409327e+00,1.301976628740796116e+00
1.645244656498032754e-01,1.282554473030619868e-01,4.809526342848467806e+00,2.296423497137538017e-01
2.582807572347048941e-01,3.940681078513615376e-01,2.392611013072894810e+00,8.030032893570644426e-01
5.323431192947199880e-02,9.433438057776093177e-02,2.125874224968253401e+00,2.372221322081552231e+00
4.226419162812117269e-02,7.623880927117021589e-01,1.477000834361180903e+00,1.646096997117550309e+00
3.646238844632735399e-01,3.666661464183084695e-01,3.598645164672667485e-01,8.315410246282219919e-01
5.129432467353179925e-01,8.339229722914913712e-01,3.856474801660137786e+00,7.302196568656412756e-01
2.432207822301243993e+00,2.378530319590762832e-01,4.442133107240709387e-03,3.907976331184987578e-02
4.048999219717449582e-01,3.033803586554538467e-02,1.657909157843758252e-01,1.101625884506689346e+01
3.187489173119095187e-01,1.582891420683054176e-02,1.123410122904490160e-01,4.317015508483581065e+00
4.338794603134612515e-01,7.853106357301695151e-02,9.148485137155091707e+00,1.850646334548489591e+00
3.714994968596117553e-01,1.751059350871717879e-01,1.934054451610027314e+00,2.490608344252482620e-01
1.309540740750140042e+00,4.543602766939079940e-01,2.231048996547174035e+00,3.573951853275768031e-01
1.023829106745403728e+00,2.166982776982519850e-04,2.772438137426647478e-02,4.088572319491086127e-01
1.497003223029373054e+00,5.941914227065987486e-01,8.850003545901579116e-01,1.148249866027102550e+00
1.821248231655613337e-01,5.927472970612075731e-02,3.897352301956582554e-01,5.897595707899724315e-01
5.122364465877208284e-01,2.662255078158178856e-01,9.987289659782031537e-01,7.982735801187390567e-01
1.449175225008214885e-01,3.159993793577001164e-01,4.520649389728451789e-02,5.436280771453254612e-01
1.059636284579825033e-01,4.000656273109688965e-01,4.479585204155991374e-01,1.963503796461017747e-01
1.215424228652236982e+00,5.075182220755836138e-01,2.315165419182943385e+00,2.043551583240945657e+00
4.066977471637530095e-01,6.696198448946723281e-02,8.615792009043994337e-01,2.007206402662978229e-01
1.666552168469063622e+00,2.951327845475638090e-01,2.743035514132214026e+00,8.689563070556980406e-01
6.886457655195280525e-01,1.807524140056706585e-01,1.115412377215362794e+00,7.228192366115741008e-01
6.458194574239159991e-01,2.063254287539678378e-01,4.451668646216037750e+00,4.942217375687331105e-01
1.798245761841802626e+00,7.817926580579837026e-02,3.292189327830012946e-01,6.545072985769879725e-01
1.586892253929486740e+00,4.338771941852131303e-02,1.549704383161744525e+00,9.147605271324575904e-01
3.566917385652352834e-01,3.887020841936715820e-01,2.697655841481635175e+00,7.353050691591350718e-01
8.838628318882236767e-01,3.487141627630126282e-03,1.263752235148067338e-01,4.386373306604358091e-01
1.209944149764634158e+00,1.102660084583738237e-01,7.086340483083932718e+00,2.323917654519101206e-01
4.848972018668744055e-01,7.082734076731940220e-01,4.481989398578681616e+00,8.753018604772575331e-03
5.956287199703594881e-01,1.278887582329307993e+00,5.000554987701638865e+00,1.861480617103953072e+00
1.175065111315237276e+00,4.941000391828594962e-01,1.765246938622218487e+00,1.309308343951279818e+00
4.853168946445045040e-01,6.353066204109109050e-02,2.359419495957108537e-01,1.964110953862104395e-02
5.112486089362393571e-01,4.852112198294939449e-01,1.061057940365372904e-01,1.770566944867327352e+00
1.364070822434212404e+00,5.913755077062513577e-01,5.771238111959561268e-01,1.243045815210717775e+00
2.819840872759016293e+00,1.778263053471864641e-01,2.100259713957423724e+00,1.058116503618397264e+00
8.103659385006526383e-01,5.406440294825235471e-01,7.657289168203591512e-01,8.888028701295873635e-01
2.855971299879602188e-01,2.774659979190335357e-01,5.301598027575968874e-01,4.523970293671511489e-01
3.510704934185587822e-01,5.748238699463711354e-01,2.097991714396079121e+00,1.664669590212352501e+00
3.967189257664372470e-01,7.658379276817894876e-02,1.233015425648153585e+00,3.189129636771378395e-01
8.752833566542302934e-01,5.939302501690223446e-01,3.183415109751941974e-01,1.633252906517169978e-01
1.270601307896020105e+00,1.975311033675222205e-01,1.789047258139993213e+00,1.401522630735944519e+00
5.309002788461626710e-02,3.215540436373535149e-01,9.444729779472889053e-01,7.152558705454376664e+00
1.500433162505703244e+00,1.405041406909635304e+00,9.838740915191799274e-01,8.068392474526008273e-01
3.346280409351001794e-01,1.994287753193820345e+00,3.426890781999161056e-02,1.923972051548794582e-01
5.881236633700108740e-01,7.028468123354970898e-02,1.171661034465691698e+00,1.572147272252831129e+00
1.944589027331348641e+00,2.943899660987662203e-01,5.026000448417485833e-01,6.887957613286852521e-01
3.635862010597876726e-01,4.937705745872349450e-01,1.745870247090989924e+00,1.696468940682047233e+00
1.019056899240350506e-01,1.667472612495320972e-01,1.128019778382298499e+00,4.481011442607145123e-01
5.844888826046225061e-01,4.524385908890980468e-01,7.260876446531417949e-01,8.243661699094150253e-01
1.245792717373549685e+00,6.622305187784433000e-01,4.458227895881536007e+00,3.714731182496701645e-01
1.585013585806888781e+00,3.302161838177574693e-01,3.393423627055059733e+00,5.278080958675867684e+00
7.589909194686125238e-01,9.748186020911749072e-02,7.767914022521267559e-02,2.983813828772870824e+00
9.744243149334489429e-01,2.671353680220244220e-01,3.559256150895321102e+00,2.920302823837321315e-01
1.462242921954241881e+00,5.212240937219194542e-02,9.038743802587749787e-01,8.261841882379428181e-01
5.211207288906411633e-02,5.682567002489820052e-01,4.055042382086536668e-01,3.195231291161869658e-01
9.586570766212346162e-02,1.219166488983916274e-01,1.152206669464174826e+00,4.942019171796485644e-02
6.765005767037022277e-01,7.812275326282051846e-02,2.555174010048652633e+00,1.484668487978120233e+00
7.735149957194512593e-01,9.392868511926923125e-02,4.268095228238589556e+00,1.043349444702035944e+00
6.304915220067349724e-01,4.346546999902398678e-01,4.068904692083291863e+00,2.729191023107110148e+00
4.355991848754685591e-01,2.858810989279413350e-01,1.297650623900030498e+00,3.797482770309119182e+00
3.804988838319919520e+00,4.112642719733340391e-01,2.699230329786050042e+00,1.008115152359797095e+00
2.489919570933176729e-01,8.923629977672123403e-02,2.345663469392357037e+00,2.300086834527882984e-01
8.708730209691548096e-02,2.604747054643039364e-02,2.957334689535928707e+00,4.479403779624157034e-01
4.600647847540674240e-01,4.796758529325513831e-01,3.038756246641617143e+00,6.814448582145947453e-02
1.674425282717698915e-01,7.862259612397033692e-02,4.759187849621414612e-01,1.456460057393303753e+00
1.491297513003060571e+00,2.280174787797750735e-01,1.114736815932360292e+00,9.017567115025665325e-01
6.461877108055597008e-02,3.105395667715483143e-01,3.463295384437363733e+00,1.718317956217535247e+00
1.085436331903264495e+00,1.211382676840053706e-02,3.904790868326848408e+00,1.869356848451225961e+00
3.128307454545856681e-01,1.306727796962650623e-01,1.123769508633907233e+00,6.628248186830596467e-01
1.742514893646688601e-01,9.923340562810424592e-02,2.300538455442123542e+00,3.649364132006256423e-01
2.351938185325275557e-03,4.078116272620268545e-01,4.411484157216265523e+00,4.473263574447408075e-01
6.096178738588409196e-01,5.154893379001444786e-02,2.853976246684200579e-01,8.115795366099860797e-02
1.078943940580546101e+00,1.441507196161161408e-01,1.026255372970861224e+00,2.243655739290404849e+00
6.693577335295960440e-01,2.022268910283372134e-01,4.837028629664804069e-01,1.331212599890212733e-01
7.618580513449484115e-02,5.388595884833319305e-01,1.601052223539276287e-01,7.747960238447140768e-02
1.420500481861467490e-01,6.331953141052745204e-01,3.601030529360661259e+00,2.937915973770047762e-01
9.745649053719238619e-01,2.075224027548228989e+00,2.199689619526369044e-01,1.708456506322516555e-01
1.614734326020082600e+00,2.192711253047165132e-01,1.426633429461269739e-02,1.080377078752726927e+00
7.028581238616832261e-01,2.281610679319963919e-01,3.866070563588622555e+00,2.714421456908528985e+00
6.290386233558082907e-01,1.201999813976709353e-01,1.000701187339912313e+00,6.204594192166488220e-01
3.208490438861046345e-01,5.394610583513005375e-01,4.402871926047808859e-01,6.981923713585359570e-01
6.562353443466144576e-01,1.399134294452500371e-01,1.354051812809072164e+00,5.817444713120857591e-02
4.415676967616498083e-01,5.762044192450310048e-02,1.061863084103270294e-01,1.440474346273558082e+00
5.000446862455032448e-02,5.841607533993144891e-02,1.675377616230080635e+00,1.723947684294783178e+00
1.349682201952997929e+00,7.566316243622943881e-03,5.014095566638336443e+00,4.571231211265405769e-01
1.675623637601297622e+00,5.450182138030504886e-01,6.437028144420355424e+00,4.765422785260944004e-03
3.584712824940465281e-01,3.741876718118994360e-01,4.254456349252888070e-01,3.404121495941076159e+00
2.965340750969713834e-01,2.442473670939680208e-01,1.946565614819611101e+00,3.242614997711209757e+00
1.341849236976278226e+00,5.268746084158663079e-01,1.498300755846546872e+00,1.485363199604799123e+00
3.240103574746601434e-02,2.771461921017518981e-01,1.721410700771360547e-01,4.898769019793016571e-02
2.234364702359461219e-01,3.995261734887171068e-01,2.695709817098007388e+00,1.218478582847061009e+00
8.182722086964451524e-02,2.538511892701455705e-02,4.536136228872272191e+00,2.530909654443304291e+00
3.161075283901190747e-01,1.022648800831496230e+00,3.745348168099085662e+00,4.429501742293210920e-01
2.628820259421395522e-01,1.604811874254497284e-01,1.226675670599952223e-01,1.029536736106116401e-01
2.065386120737555675e+00,1.266962378421314650e-01,4.791582431678967358e-01,1.636905713839619025e+00
1.149939101908280525e+00,1.595576314686943054e+00,9.901421706912348908e-01,4.730124278354291834e-01
9.935294116815234222e-01,1.430556224722024650e-01,2.177742909377073932e-01,6.810656997505447618e-01
3.847277478262891570e-01,1.534774769552649798e-01,5.225723957834916833e-01,3.321909185531264352e-01
4.383978197742523925e-02,7.495178035213475587e-01,8.354720693803027176e-01,3.165076765564794892e-01
2.278284781332849673e-02,4.321961292750634565e-01,1.049560740203026726e-02,2.570762143350030504e-01
2.290760615858990601e+00,5.795013812520499047e-02,3.005118402864335181e-01,7.539905900851739950e-01
2.359418709402657521e-01,3.258724671521420757e-01,9.852201800066531789e-02,5.617683845336088333e-02
1.890824126610690881e+00,1.636695251702246223e-01,1.860358612661138222e-01,1.336020770747323061e+00
1.932143310459571717e-01,2.951661938669585331e-02,1.508198582467947524e-01,8.207156756467056669e-01
3.745814982410325400e-01,3.370825595715404299e-01,2.952047790705123909e+00,1.922675466778521081e+00
7.204146947917480226e-01,8.559730222000849764e-04,2.228731377732373620e-02,6.049156614661072018e-01
2.257987433034557567e-01,9.750439414242011160e-02,1.920219218793909555e+00,8.100399515766503189e-01
9.936355079136574564e-02,7.351359095457177251e-01,2.246638556007473309e+00,4.215260951445791160e-01
1.328223914551912799e+00,3.502491714882179363e-01,1.258033830641238859e+00,4.359022679165706904e-03
1.005385711889300815e+00,9.841065763491802301e-03,6.001568513312881770e+00,2.686723136294534520e+00
7.668436220761736255e-01,1.377852392737163312e+00,2.232817800339234049e-01,4.308198553004759512e-01
1.662361969083791413e+00,1.943025015253826704e-01,1.485045039734653072e+00,5.332732389321865885e-01
3.436355487306011480e-02,2.501255275489174257e-01,5.228669353436084244e-02,3.066950119483596304e-01
1.413404605460654995e-01,3.844503848072063357e-01,1.355372454094413426e+00,3.728362457600156166e+00
1.109785765366426563e-01,2.799814572133573765e-01,1.107499656739132865e+00,9.129132322333891048e-02
6.658055079405239551e-01,1.594282194368606964e-01,1.390113601986344927e+00,2.844737275525323073e-01
9.364187102104563065e-01,1.024523654639090786e+00,2.415329934136744239e+00,5.725775193567884891e+00
1.240633762365277892e+00,7.037783733680252896e-01,9.283720671289959203e-02,3.013904222976113267e+00
6.630257596141607701e-01,4.173050547929464393e-01,3.076147754578446025e-01,2.627711530993268596e-01
1.934634066553137244e-01,4.864136085024383521e-02,2.416809613817720841e-03,7.254752659278719262e-01
1.966839127273017684e+00,5.565116866900393644e-01,5.195091908308810957e-01,7.345168045718019068e-01
9.133786076546205335e-01,2.558311251591290358e-01,2.749575310591924282e+00,9.280219708688889346e-01
8.171326805749851152e-01,3.744569495197390407e-02,2.801844359353404812e+00,5.309710347572649258e-01
1.738636039297881020e+00,2.955305081951027368e-01,2.020332678849155350e+00,2.927315434582988263e-01
3.580913354725611675e-01,8.030648099153604447e-01,2.205009049986134784e+00,5.344786515905802560e+00
1.003315951050691268e+00,2.688433986906056394e-01,4.334556190190223118e-02,1.448940170595272858e-01
1.037517066231870289e-01,1.025549032641169256e-01,2.523555298505070432e+00,2.686904100883847346e-01
2.116045642622283562e+00,4.993257899515157749e-02,6.942126348087714893e-01,2.018726285602668646e+00
2.890067638502021197e+00,1.020018764626815094e-01,6.460963378809467805e-01,4.331427051835726183e-02
7.682699031830906300e-01,9.412531901015863678e-01,4.521092281359018195e-02,3.253812609345246853e-01
4.845891984554764886e-02,1.788006204723047166e-02,3.891292547944467661e-01,2.193657189838102983e+00
2.095908620415387169e+00,1.392607445507248798e+00,1.111339486472456145e-01,2.125630149186096052e+00
9.395706836409412066e-01,1.329492577829453626e-01,2.521791109240094197e+00,1.113071244382948244e-01
6.099115020175027019e-02,1.257556790813664227e+00,3.652940153017054936e-02,2.318668295089192088e-01
1.376177606007286336e+00,6.161989742844922388e-03,9.265754212751581287e-01,1.417162583079665028e+00
4.922734246474764347e-02,2.684723062652263903e-01,2.532117436741214256e+00,2.005476311986039983e-01
8.015347233177319008e-01,5.546879042607044674e+00,2.846723351471391189e-02,1.185468662096096804e+00
3.406813034169023369e-01,1.196612736437422247e-01,9.833884799123469023e-01,8.410023215634780946e-01
1.864518034338253027e+00,7.728994234713292000e-02,2.170881045141581644e+00,1.101172079151521536e-02
4.870654033875009281e-01,1.771114304088664326e+00,2.328225490220995120e+00,8.878651847101444172e-01
