floorA_days,coupledA_days,floorB_days,coupledB_days
5.144404306858709752e-01,8.157233134622458026e-01,3.916950466610740200e+00,2.602636685090361501e-01
3.138791010071130039e+00,7.184247446550208471e-02,1.298385590919328481e+00,4.201943854494120667e-01
2.140713887643224192e-02,1.408840760328758553e-02,4.325785293146118704e+00,1.402947271143410557e+00
1.629516440280905920e-01,7.395798768011583313e-01,1.156923010775373850e+00,1.218075618886664824e+00
1.939122560180253529e+00,7.962856426250046471e-02,2.159830795737013531e+00,4.890195928948920523e-01
6.526483156958574616e-01,1.999386684040237727e-01,3.607778990859412005e+00,1.600826864497240543e+00
1.181043082376685316e+00,5.270110374483479854e-01,2.691549564966219665e-01,9.573870137066083086e-02
3.172646422688648382e+00,1.696454514137536229e+00,2.931540696170785054e+00,9.375385493099155920e-02
3.044498027226502757e+00,3.938066812859801202e-01,3.104238461862155463e-01,3.116366059059114124e-01
1.537480283469246090e-01,7.369842772349578519e-01,7.442030184090454581e-01,2.068793648971933297e-01
1.315838156460824859e-01,4.428603434902053659e-02,2.652348847223148010e+00,1.661440824800686666e+00
1.785969132793716163e+00,8.880675447928908228e-02,1.069282634714757041e+00,4.709635640758201569e-02
2.189126737260121414e-01,1.780374218680597920e-01,4.050091548245812190e-01,1.416106243349584792e+00
3.309363833125478771e-01,4.975138294926738092e-01,1.348853880016664952e+00,1.624329304404840135e-01
4.990446603906441014e-01,8.061940896868386927e-03,1.583256108235886472e+00,5.761599547714327252e-02
9.993119081021561989e-01,3.662941419910834551e-01,3.303549276746942098e-01,2.279461613430373124e+00
3.873920304223016919e-01,1.564340585150585106e-01,4.097814003420294782e-01,3.238493508636515195e-01
3.275376748219263501e+00,1.552625483731516834e-02,1.686276202934739121e+00,1.396021865740395107e+00
1.009586001696953117e+00,2.757914675380939151e-01,7.190926134588485064e-02,3.135199992456836782e+00
1.021302926098622610e+00,9.852839738066609954e-02,1.297503027887862315e+00,1.777953499019788997e-01
1.104994523966933873e+00,6.142655279713667149e-02,1.948378425053735707e+00,1.895385597383239196e+00
2.098072525281485579e+00,7.142354186597387189e-01,1.061661853632542618e+00,9.570136336886432560e-02
8.780459261066388965e-01,1.271256565617721324e-01,8.485262692292703246e-01,4.664467218224296330e-01
7.977799976233246326e-01,4.039050852138500458e-01,1.003454326689805054e+00,5.666753326813724900e-01
7.672726169021321097e-01,1.613989345520314422e-01,3.088997629756301766e+00,1.251524535889938949e+00
8.527981140961043982e-01,2.732943731008988242e-02,4.415421104468164604e-01,3.626917855841221838e-01
1.001486639298187598e+00,5.399328241084202368e-02,1.161737789675718835e+00,5.760469552654006176e-01
1.279176398294032291e+00,1.289661981428910531e+00,8.516598416036307295e-01,2.667817550478602584e+00
6.010444514626480661e-01,8.804062134803229689e-02,6.206867937868806306e-01,9.407075849117378652e-02
1.071878502168621239e+00,2.991323160504140155e-01,1.163649362194490333e+00,1.758119744484738733e+00
4.501151201837929605e-01,1.042940611978729060e-01,1.033144448993564168e+00,1.540592283075807034e-01
4.257092722344119617e-01,1.800719439877524961e-02,1.261547559268046292e+00,1.873611330005470199e+00
1.126940379052946903e-03,2.734457877900776879e+00,5.100907749249482259e-02,3.272833920969779875e-01
5.638068774227484869e-01,1.178778103274363276e-01,6.347616957913104763e-01,1.160659540717257299e+00
1.456733323917903888e+00,1.748970394411558105e-01,1.090927575116822146e+00,5.668548695598498277e+00
1.264120015529810181e-01,6.956660751920576424e-02,2.153649337909104844e-01,6.913296986091180818e-01
1.530075781639826493e+00,3.538136894707552216e+00,1.072266629996161624e+00,7.048156614032393685e-01
4.247148953687781003e-01,2.061228205385223777e-01,1.975321894942993484e-01,1.782846310017621380e-02
2.099553004070749962e-01,3.527399061586677376e-01,5.429323834446400099e-01,3.491552052440137499e-02
1.258457057925269074e-01,2.876009420697631658e-01,2.720712858801696901e-02,1.202044494136783326e-01
4.660258730580900677e-01,4.696372819874806703e-01,1.468064680269753008e+00,1.512416709715684204e+00
2.616006477530856245e+00,1.102600584447125248e-01,3.244663319920940148e-01,1.531971891962369936e+00
3.076994497437774423e-01,3.012626480041941335e+00,5.403278195277982920e-01,7.319088912268520097e+00
1.029688161106536493e+00,1.458621219323582019e-01,1.048045934349903785e+00,3.031881984538869812e+00
4.354174174095785110e-01,2.773718168608546031e-01,1.071445554170151304e+00,1.327175416138981767e-01
6.984618807082373371e-01,3.586079839210954412e-01,2.578913458185410956e+00,2.216111066875389446e-01
1.103328148928367503e-01,1.099879618066221254e-01,4.887286905998636577e+00,8.846122746459491593e-01
4.312867064093633407e-01,1.142779590723946165e-01,1.154313093210070029e+00,1.522568839604863999e+00
9.787316357911867160e-01,3.511279495201043762e-03,1.377683784846199355e+00,8.376614258648502898e-02
1.159629776383103023e-01,8.660769638467149534e-01,1.285240306627368767e-01,1.867828106022728085e-01
1.145732124425734577e+00,1.289311956422331429e+00,3.377027907209319557e-01,1.469824374263851041e+00
1.608457842017745609e-01,2.098906402895292234e-01,2.494968171689087577e-01,1.024683423328676124e+00
4.729932463893768424e-01,1.903483062014630078e-01,5.545094282171479927e-01,7.969133500444974816e-01
4.412738130016153892e-01,1.033538491147390603e+00,4.911328349586492892e-01,1.177355288667177424e+00
3.784582574100974206e-01,5.670784707539761049e-01,1.340748615843419200e+00,1.978925707015593671e+00
3.244188737056095118e-01,5.607849503870467878e-01,4.346676481329800890e-01,8.302200964136241534e-01
4.405323493800427093e-01,3.542522233650485797e-01,1.948660834366953698e-01,2.260896998399639202e+00
6.849701789848187117e-01,2.066486372328661669e-01,6.405391504088176369e+00,4.605447831001788228e-01
5.747982508518759692e-01,5.585584056221353233e-01,3.000789793041158671e+00,5.599254820308996461e-01
4.484830551461280734e-01,1.277063256471905328e-01,9.165354119518756004e-01,1.318158156571842127e-02
4.754214554636051471e-01,1.063018015086687473e+00,2.116574051935781409e+00,9.257740223926426149e-01
1.756945090201516291e-01,6.059797142761098182e-02,1.193764832510259277e-01,5.002465423078700235e-01
1.201237350211154409e+00,5.428111836351334762e-03,4.322213737007773449e-01,2.030454972626707377e+00
1.266203016271248094e+00,5.029739031122898441e-02,6.092760278131583718e-01,2.801318859769040270e-01
1.041353892686933458e+00,1.869719106712521136e-03,1.352136202127436571e+00,1.284100123678798999e+00
7.986386801499684163e-03,8.764126671869947038e-02,1.797694350970690413e+00,8.173778805919275081e-01
8.626226827704381872e-01,3.323137929585080474e-01,2.104883641594280874e+00,6.875216056421193933e-01
3.274210052994837028e-01,9.862974365796830511e-01,2.070772061365515615e+00,1.135460491355731794e+00
1.325621306110575270e+00,6.881372623725928728e-02,1.903193134927682051e+00,7.607453391356112649e-01
1.255877235602551600e+00,7.928580853649936921e-01,3.248498023126719758e+00,1.176555438436938772e+00
2.980930052265301500e-01,3.535389555839085762e-01,4.873080874564714726e-01,1.394996360610211372e+00
1.512917145119973550e-01,1.198529444819689260e-01,3.629549147678210463e-01,1.360922830971134367e-01
2.308849429987162305e-01,1.358394341271825512e-01,6.004810096183516022e-01,8.957719818206454354e-01
6.115110654464384066e-02,4.835901997747944076e-02,9.101933950907610260e-01,3.416180032391689658e-01
2.664554488947565414e+00,1.080376937283033856e+00,2.453302873345029944e+00,1.192984359362009722e-01
2.977498125145550470e-02,2.298209862543885429e-01,5.790087214443354391e+00,1.573317426174034028e-02
1.957210118109437458e+00,8.059105752946424950e-01,1.864670736967048992e+00,1.607725573724058110e+00
3.279276158560593540e-02,2.044702904256355258e-01,3.682280374062960604e+00,9.333771673227164722e-01
5.511685283179227346e-01,1.131317826897288012e-03,3.227965511843573054e+00,2.421457710189318657e-01
1.555066648506830129e-01,1.756754701437510946e-01,2.073265562795387318e+00,5.210819384110562114e-01
1.230651585213382138e+00,5.739007666992071988e-01,8.617849740595734387e-01,2.120489774274771477e+00
6.385027413161328824e-02,1.229483720801201746e-01,8.095866282370554889e-02,6.415968673786399956e-02
1.257477894525312445e+00,1.144780116756991678e-01,7.211200601232045648e-02,6.006816649663453411e-01
6.852986227041494294e-01,1.244618248895018597e+00,1.954805129929209961e+00,3.835821640378563220e-03
5.309261200542448877e-01,1.010913534910201639e-02,3.156387687641315498e-01,6.693360929080718336e-01
6.437672279892726612e-01,6.510200248505956799e-02,1.807612500788730481e+00,1.356440637445465613e+00
1.357847489076088099e+00,2.555714935885755046e-01,3.561752912112788660e+00,8.564907920281021880e-01
1.929328116014104866e-01,4.531781397806056155e-01,1.341021864606831926e+00,7.994793763980767576e-01
1.705284321718560092e-01,4.032360039877606050e-01,1.287504497648001012e+00,3.470653920295614370e-01
6.707677531960141160e-01,3.985403918228575537e-01,3.282700069308989388e+00,2.495130104429094664e-01
3.610081592934143435e-01,4.830373692163588140e-01,1.187806966627841021e+00,4.536698717662464020e-01
3.825512670581997510e-01,1.603694533151819979e+00,1.969567120885114653e+00,1.606874642435265788e+00
1.738299700544918336e+00,7.013663840653366205e-03,2.764021331328922138e+00,2.782445409042821893e+00
6.377328266407987778e-01,2.022404021131976037e-01,1.153848186315706847e+00,1.187014594244915205e-02
1.095727122204375181e+00,3.781869979828024475e-02,1.614495852771201667e+00,2.529787069667245980e+00
2.016771184631596658e-02,1.724514106101159516e+00,1.193514097271762164e+00,2.689899266254761834e+00
2.111817102895929832e-01,3.361272991811387612e-01,1.310060077093286646e+00,2.562227930874941162e+00
1.436508441751252363e+00,2.953712077058765276e-02,6.020190883693151696e-01,2.054268969451652216e-01
1.024102094211627040e-01,9.190883685608575160e-01,2.190360145087253407e+00,2.995645953526954841e+00
4.543259238825421154e-01,2.872159998865593533e-02,9.637373504836010962e-01,2.984719141634145645e-01
1.654290272300290576e+00,5.261913650110897622e-01,3.310407985326508040e+00,1.599929295344102442e+00
4.735787389735152120e-01,6.823356370030998486e-01,2.711281153245912900e+00,2.735069634586165810e-01
2.884844326395941683e-01,6.358559281994620449e-02,3.492339306992591208e-01,2.271626223320805105e-01
1.685325027877211945e-01,5.896479905385333398e-01,2.421476568406808472e+00,5.070202652111935882e-01
1.264827681851595331e+00,5.458129601180647383e-02,7.591559887482731694e-01,2.324531331507321552e-01
5.417104745178215053e-01,2.509433320375059395e+00,2.992954554515436350e+00,3.364607702566472791e-01
3.671827116967861238e-01,1.528233673641814228e-01,2.050622577218554454e+00,2.390397315194371597e+00
1.141871168372963430e+00,1.588080589530941056e-01,3.188614889854973988e+00,2.970734805650048216e-01
4.546797725652917954e-01,2.466746267061247222e-01,2.378860236733504774e+00,7.533909539068289751e-02
2.586578716440234293e-01,3.517122515169326252e-02,2.442259042993326634e+00,4.639111529270934509e-01
1.060170509897967288e-02,1.062793257574553563e-01,1.320794538582946709e+00,2.421035422498992451e-01
5.625927666360100998e-01,2.216743704567913476e+00,4.129432276074024855e-01,1.599597582573669241e+00
1.865951524157811736e-01,1.036390494395089262e-01,3.870190642810932835e-01,4.288103285255074337e-01
5.491013120765656508e-01,1.018261259557195902e-01,2.892834116891774610e+00,4.148085293316301936e+00
1.467891716492238652e-01,1.242433532602989915e-01,5.851355742751699340e-01,3.759424081248921024e-01
7.098658023082181356e-02,1.074713996586897924e+00,6.087256593988864539e-01,1.053706404062150909e-01
6.748937671260951676e-01,3.372879421684331358e-02,3.475752336002629339e-01,1.003101138994591940e-01
5.968327292225015235e-01,5.502912370935012509e-01,2.720911215659869153e+00,3.937372256694653960e-01
1.899325898377312583e-01,5.876592072697419539e-02,4.841632180631231797e-01,4.014782827855592484e-01
2.819061570761699932e-03,2.492969624822740649e-01,6.156250546218912101e-01,1.594559237572727106e+00
4.140081036110618284e-02,5.347635390250032698e-03,5.855514733314588494e-01,4.606984290800841819e+00
3.785099527808291064e-01,1.419630899754835252e+00,1.418907899674952233e+00,3.066781670555053019e+00
4.655577052794461768e-01,1.525906192399562322e-01,5.563306548380784339e-02,1.565926631796000223e-01
1.522530332530814379e+00,2.374172014731543850e-02,3.507371338733146882e+00,1.854124065998819654e-02
2.982493670968671684e-01,8.195739567836287653e-01,3.109648449127763836e+00,1.166253967268636504e+00
2.111676983283722331e-01,5.105446765919787744e-01,1.097576362939388872e+00,4.943893632986741116e-01
9.485644116828171810e-03,3.019556615800961241e-02,1.343339945321795570e+00,1.947450494064880466e+00
1.779262748043833220e+00,1.595063025608975393e-01,2.103101637852799133e+00,4.779903741955427998e-01
2.617646491700710287e-01,1.364997946004847362e+00,1.010022927973902862e-01,4.537708908635843308e+00
5.518544048069721208e-01,1.081319194111384774e-01,6.932743156032206144e-01,1.242912210607100554e-01
3.336337449194228810e-01,2.146976698705207187e-01,5.030506500836369188e-01,1.336537915434552914e+00
7.483889005842159214e-01,8.128625547674837859e-02,4.772181555096918215e-01,1.339548821431583603e+00
6.776523054711198757e-01,1.016156868831640692e+00,3.425863102818316741e-01,6.593758985782863791e-01
9.325307574889508955e-02,4.639992231540385759e-01,1.597746567856531241e+00,6.794653849284029712e-02
1.408211405918939008e+00,3.898702895426706672e-01,3.401552807689321334e+00,1.978883619295193741e+00
1.869271677581282098e+00,7.303990310422211474e-01,9.260778779821109419e-01,4.955300321967801569e-01
4.066510908398182633e-01,1.470694045048635545e-01,3.301800590810764824e+00,8.747100976714767828e-01
1.517629557811334795e+00,1.133670577922849976e+00,1.185390401767843827e+00,7.470229619703258050e-01
4.936125714673861298e-01,4.328346588605204714e-01,4.056751182706207715e+00,2.240440132271467988e+00
6.703935392088167244e-01,2.680093301068795064e+00,2.551200092056983060e+00,4.438923278897535241e-01
1.423225689869296540e+00,1.832321828598229840e-01,8.640334841856011083e-01,7.521060363951820316e-01
1.541826045571583759e-01,3.147471468344648776e-02,1.082855339434994679e+00,4.840207023293801036e-01
7.475726524160646036e-02,3.295227880057614467e+00,2.758223650630981516e-01,1.964320936941391649e-01
7.498522062154514001e-02,2.108221474883636148e-01,6.598803371387617078e-01,1.536663388107686101e+00
3.810751647511866763e-02,3.240411296079165338e-01,2.959146426854410095e+00,2.453464708259091853e-01
3.688665942088051319e-01,1.444569331366395426e+00,6.331213349222037934e-01,5.887922315823546082e-01
4.010527344120025095e-01,6.438766599558203019e-02,1.182844360964872221e+00,4.547090747445613479e-01
1.913270159561035966e+00,4.438911874780834821e-02,8.374186732569960157e+00,5.438319759730519259e-02
3.882482848917233609e-01,1.859832397853627972e-01,3.754729081423340831e-01,1.924962130070047239e+00
1.837776940289469196e-01,1.155133680127267415e-01,1.032438323630724408e+00,3.023444040374165365e+00
5.995845051904433176e-02,1.011690019434858673e-01,4.495913587372893261e+00,2.835268514300665621e-01
2.458302583175646649e-01,3.127482921278463279e-01,1.473970990791870495e-01,9.479399866407220987e-01
1.218643819620406354e+00,2.757323462253867818e-01,2.952429850532519717e-01,7.123766710528872670e-01
3.009357383450151247e+00,6.799593983414298215e-01,3.969262829088894495e+00,1.784569188271936668e-01
5.970922838452723536e-01,1.020826874096456338e+00,2.525850878021359325e+00,9.942415495071981260e-03
5.594903605907689537e-01,1.033274373322648598e+00,5.584888563724893729e+00,6.120543945498103239e-02
2.368716506972477820e+00,7.251535064796852392e-01,1.559100408651288516e+00,4.271187880302142581e+00
2.946919778568272696e-01,5.292294560467510900e-01,3.199100997418685699e-01,5.092630078022486462e-01
1.210558625402079702e+00,2.618709981212581361e-01,9.524554496146148130e-01,9.568918925316722834e-01
4.511842332243129472e-01,5.015804805986202597e-01,4.538706998659524094e-01,1.162294882158418252e+00
3.516746846392506121e-01,1.742492771982433533e-02,5.360538548207841592e-01,1.494257642027510435e+00
2.028344887662253959e-01,6.867840582072757272e-01,2.590257784995088569e-04,1.813684290482936445e+00
4.538888416638783840e-01,2.332534663776639483e-01,3.509673719616981380e+00,5.881910348590135146e-02
8.675793010528850546e-01,1.818520450483272599e+00,5.018232492719024718e-01,2.536659638721222576e-01
3.353674025812270476e-01,5.176837571654840930e-01,6.554299006796220073e-02,5.513501158195824869e-01
1.994387709026291811e-01,5.878901359280570560e-01,6.302759634327192551e+00,3.355176338689969118e-01
1.930617871009186748e-01,1.012215301554882790e-02,1.450471597283730762e+00,2.167511407962778414e+00
2.765869005408088666e-01,3.725060067432917621e-01,1.582754862469047952e+00,3.543928540766963842e+00
4.447882971780616201e-01,5.631156264857092308e-01,4.517809018431732659e-01,4.443856325075550839e-01
2.228877315469233178e+00,1.791800503091433849e-01,6.012672179222000146e+00,3.058583647464216404e-01
5.392528512835996768e-01,1.185261973030772853e-01,2.956121044353649668e-02,4.024789543419646343e+00
1.255071739990951452e+00,1.731698615729210244e-01,2.042043300469892908e-01,1.594445241090723941e+00
1.919318412533439488e+00,7.474859105735138787e-01,5.363391579241150176e+00,2.123121075410542513e+00
1.352530834660291115e+00,2.312958027457496027e-02,1.493858621646836138e+00,7.095023716671674530e-01
4.016816539648365714e-01,2.267018526413704105e-01,2.427246061997246684e+00,1.252464438535482838e+00
1.862959619035677583e-01,5.871165623973858411e-02,1.704736807655460984e+00,5.576033096633664643e-01
1.856556470671276493e+00,1.196177333515735519e+00,4.526788991928969885e+00,1.373148844564440196e-01
2.874447699862645145e+00,4.448937168956212940e-01,3.405223588213310837e+00,1.945313311235887577e+00
1.450139989823564790e-01,1.069998181586769154e-01,2.090757813650687247e+00,1.261132037664743244e+00
5.731436891148077029e-02,1.010274716853651222e+00,2.098600606238574695e+00,2.341404416514319409e-01
2.717247164516595759e-01,3.963580127673329567e-01,2.040675696215870083e+00,1.000233251988907057e-01
1.266902267098349855e+00,6.788990138772561522e-01,2.671841748835815711e+00,4.893929000272675967e-01
2.750480699525449657e-02,5.856494655914686043e-02,2.312396091230416728e-01,1.287012228510273859e+00
4.672380288967047379e-01,7.482533514721217971e-01,2.044618739421151687e+00,1.664808668567078431e+00
1.591250864861445914e-03,8.475261322464071601e-01,3.504439185536788681e+00,1.911470568671740922e-01
2.235438745675332406e+00,2.750120353930267103e-01,6.195621009775426069e-01,1.552284299970359549e-01
4.382512410484950410e-02,1.304822094454542898e-02,1.482147769731509745e+00,1.068388365933155143e-01
6.697195401122812974e-02,6.243503674896252464e-01,3.619883994532376303e-01,5.028123883944621397e+00
2.840254429554269766e-01,2.597519316143767978e-02,5.709575698834284951e-01,4.025742442535014121e-01
1.181130757588250590e+00,3.181651438435508239e-01,1.341106846968910915e+00,3.380260458279841368e-02
1.434415172921189585e-01,6.840370757610679531e-02,9.470585676811660303e-02,1.007658187847289222e+00
7.497203116578047277e-01,1.377465807665499394e-03,2.165791134198286283e+00,3.575462271798695579e-01
6.915854871183310104e-01,6.861629505579414090e-01,2.264410291204014047e+00,4.745050200657936479e+00
2.229768271875604835e-01,2.661565930128164226e+00,2.335674385623948801e+00,1.806733449289754656e-01
5.638290797965718470e-02,4.733703662211520835e-01,3.992539568568560959e+00,1.640330587644286920e-03
5.736862486240422720e-01,1.125887751257934749e-02,1.867706829092239618e+00,1.561735588987251289e+00
6.050857626300977232e-01,1.692353312105658938e-02,6.335340412312157055e-01,9.551308523919382898e-01
1.108049913408795550e+00,2.851053897531747316e-01,1.296285466227293237e-01,1.150642947201862665e+00
1.060391457431882012e+00,1.678936741843467084e+00,4.170433886642085919e-01,1.852440766123094606e-01
4.159406634466679131e-01,4.963650711436452811e-02,6.476657376366804497e-01,5.048168837329145564e-01
2.992092100013090672e-01,5.507143471085755859e-01,1.670637655505043950e+00,2.250282079606035435e+00
4.746874802764954882e-01,5.066241971489539031e-01,1.323879141053487807e+00,2.578604509300356784e-01
1.724146520112337599e+00,6.096093453418797992e-02,1.821334985609041945e+00,1.678100713881978345e+00
2.905940239019561000e-01,1.605609730203357288e-01,1.775605770741542244e+00,3.920369770436897272e-01
6.409118667497638588e-01,7.006886347055488184e-02,1.993066813467069709e+00,5.777278492638312501e-01
6.964366559756344222e-01,2.343763025974288788e-02,1.982890153962214352e+00,7.786231797087648232e-01
1.574396454393891753e+00,6.563104476823045097e-01,3.597780343250454038e+00,1.355723629885368098e-01
5.728742587611570514e-01,1.532732804846650698e-01,1.564649351000553246e+00,7.679535921475721168e-04
8.784505880425058644e-01,8.012406349242801040e-02,4.673942473074784054e+00,4.958429120542747981e+00
2.715244029869159914e-01,9.521581446407624549e-02,2.550569575469026962e+00,2.143597837662418459e-01
7.139242390549140893e-01,2.839900267681133572e-02,1.400634940643146642e+00,7.111921264495391082e-02
2.652389045937499079e-02,9.227963752931980235e-01,3.599970086326584440e+00,4.475612510863069105e+00
2.285305770308838566e-02,1.169219383680188129e-01,3.819758636806064978e+00,2.079627795985312388e-01
1.819199188796567723e+00,9.010326662585085300e-01,3.562250496016399648e+00,1.702784257020218073e+00
1.769956978916455981e+00,7.396135438393308670e-02,2.894052786524186072e-01,1.092976748580563706e+00
1.577651152162661052e+00,3.266213869420726400e-03,9.932821711568085021e-02,5.510820334586511438e-01
3.731757560546645341e-02,1.137039863736479944e-01,3.481027560772497864e+00,4.321510784263056792e-01
2.152803068736281467e-01,3.313876183222630445e-01,3.955009253717413742e+00,3.976700555408432702e+00
2.084751218834512088e+00,5.952420954141227072e-02,1.194859263543123618e+01,1.956164894305587376e+00
7.015520070098131278e-01,3.147295197620347124e-02,2.622275652661735901e+00,2.558550820636744660e-01
3.488833886866574696e-01,5.209282661074358112e-01,1.312482848085328557e+00,2.211056971049592423e+00
1.325949870558110311e+00,2.100655088260952486e+00,3.264430682104573656e+00,4.754654127289228288e-02
6.811024537068575968e-02,4.873405082028129526e-02,1.954819839112864610e+00,8.844807646857762995e-01
1.620920606180137891e-01,6.874298695144878124e-01,2.049772160412139055e+00,2.329659350316875318e-03
4.721835930948340976e-01,1.025042109788561057e-01,2.273494840675860384e-01,1.206909986878136332e+00
2.333926404467986104e-01,4.903973769184673259e-02,7.642347530686327772e+00,4.405324631619321196e-01
3.452582921796954807e+00,6.650088660002763108e-01,8.252632099180798320e-02,3.382331106930857034e-01
1.020701414710814880e+00,3.858347432180683212e-01,2.377897616799335145e-01,6.228718508842450569e-02
3.107412939825442977e-01,1.130741937276570130e+00,1.540525719874497934e+00,5.802554020268934076e-01
9.332251948730340141e-01,7.815382187052098972e-01,4.417862408446590727e+00,2.609186345009273378e+00
6.514037197302955384e-01,4.936036001243864629e-02,8.064068491092344360e+00,3.364553695471107497e-01
7.467296887352986579e-01,2.616880899387673542e-01,1.836123215186075408e-01,2.802534836048859446e-01
5.370504874023512842e-01,2.785570149656305117e-01,8.209001620876613670e-01,6.655355817726544831e-01
1.415365446901333035e+00,3.873863871524838715e-02,2.992444152753395148e+00,5.634770657893715118e-01
1.114771978794224738e+00,1.178567034806986659e-03,8.729641218860775820e-02,1.228512178851594472e+00
7.382544025547060906e-01,2.648141259184715879e-01,1.646441678185499580e+00,1.230619944258207976e+00
1.990281255740063149e-01,1.157774400267998077e-01,2.402504831341542690e+00,7.812136156150102650e-02
1.637948210060293508e-01,3.960634742733797065e-02,1.588011985910809387e-01,6.034796751016787697e-01
1.226459727162727831e-01,2.645434178949884751e-01,4.114425889003229808e-01,1.129903222040092414e+00
2.365000029903865819e+00,3.141682537291606292e-01,9.616194401856222873e-01,1.748576363081459029e+00
9.067857962385411641e-01,1.470020875448999620e-01,2.954464934722388358e-01,3.623027451820966527e-01
1.192080526626472375e-01,1.491864982387030913e+00,9.125096588082318716e-01,2.488410479005601417e+00
1.698368403322104481e+00,4.075864330277801373e-01,1.414835971618777277e+00,5.238144965336696268e-01
4.357490084144490239e-01,3.959552962363914186e-01,1.877892294231128245e+00,6.659211490785605925e-01
3.417376211108997808e-01,2.092243833877372172e-01,3.710120079315757380e+00,2.494330383789614691e-01
7.082061341995214976e-01,6.153016023102120258e-01,4.109160859238000785e-03,5.036479836028011636e-01
8.247469662876703023e-01,5.059261479036987197e-01,8.745016102042102446e-01,3.943489132144309961e-01
7.700639738444522986e-02,4.436178604682225468e-01,5.026552425007355662e-01,8.280094243556590516e-02
4.167232435922039735e-01,1.124656130983029134e-01,2.781459979996959930e+00,2.946499332457925835e+00
6.351232661759721454e-01,4.811920980885480703e-01,1.564054864314576632e+00,5.239320350488795297e-01
1.890570095092843683e+00,2.622445637872830582e-01,1.592354983703539562e+00,1.279720180758395331e+00
8.677349965867705572e-01,7.773483926581107317e-01,1.866658383812766164e+00,4.486632402168488909e-01
3.487394965508779365e-01,6.018837186483038115e-01,5.636849022844611090e-01,1.212901502258653785e+00
1.894749096154280665e-01,3.818751635794624955e-01,2.024710336289425039e-01,3.577594644199064255e+00
4.765216809981667745e-01,4.097480000727416471e-01,2.572298941629975744e+00,1.347393519184682864e+00
3.762672138266057176e-02,5.402912381875759618e-01,2.211615867018144499e+00,1.300529247454063286e+00
1.921254912055949671e+00,9.321145848033336734e-02,2.791834784266448821e+00,1.980457404518073672e-01
6.242760196394316896e-01,9.566011817784240978e-02,3.268081230985588892e+00,1.333262670205760669e-01
8.575003481750804735e-01,2.204700982144693899e-01,3.421476948133652218e+00,3.884672122748086820e-01
1.421767637473098977e+00,1.332691881681709045e-01,4.324578439560740062e-01,3.200031391295031780e-01
9.568085679207405381e-01,3.491530483264658202e-01,8.001312370100270577e-02,9.700615214506894124e-02
1.313815627246279094e+00,1.067433142447509753e-01,6.973097940290611696e+00,2.559668368448931641e+00
4.067108582512808657e-02,2.200946019640767748e+00,1.219576471729981293e+00,7.686649454098619216e+00
1.504849757891360218e+00,2.334796163002755831e-01,1.816172623036560463e+00,1.006340961131289458e+00
7.159004310334723398e-01,3.410666849800431111e-01,2.296446561159595778e-01,3.167899825699199923e+00
2.260914119858591642e-01,1.680053848842173680e+00,1.518140742146135036e+00,5.274785963934790267e+00
9.266235397014879194e-01,1.942574383184502707e-01,2.863887060118624484e-01,1.092252177266458846e+00
1.385725819621324295e-01,8.054095000065260301e-02,2.733049591970012848e+00,2.604108399572688803e-01
8.476763839754597463e-01,1.092791691796887177e+00,4.093564499908165788e-02,5.703456524215586021e-02
1.024489879114751867e+00,6.172736565000234155e-01,3.783721888161308833e+00,2.820168998580784014e-02
1.075434421182472455e+00,1.140905331545221529e-01,3.218501683645845213e-01,5.299570161784924460e-01
1.564191308704201422e-01,2.842269162536854160e-02,3.215010383993624821e+00,4.402451282200623428e-01
1.552645134125617998e+00,1.704127283442338214e-01,4.164864226785714330e+00,2.961084786117623713e-01
3.322028459991939187e-01,7.847914744482374638e-02,8.482151370047693595e-01,5.846695832985110641e+00
3.491858900787481734e-01,2.098243810598769965e-01,6.511153515744279030e-01,6.882747626070384594e-02
3.084597699536930082e-01,9.761830797662605919e-02,5.895257069828104823e-01,1.460275224768399882e+00
8.551749934203822789e-01,1.018670871675055434e+00,1.299324658850018244e+00,2.809240338155586159e+00
5.050265657606428649e-01,1.123727010248575908e+00,1.865692309809119376e+00,3.458055781550450902e-01
7.337611413668095883e-01,9.448017051621151324e-03,2.370008156123996346e-01,7.881653015778870008e-01
8.590933290817609480e-01,2.531265191369436174e-01,7.517058483322549556e-01,1.796508804084601785e+00
4.434398436871234139e-01,3.040087332075399607e-01,2.794157286773449211e+00,1.447233516859677049e+00
5.889704750255589927e-01,1.127992759083798147e+00,3.809921125562087063e+00,8.166711094848916330e-02
8.532649956359492638e-01,3.832191203444152983e-01,2.961574469463705561e-02,2.735738879423388337e-01
4.480980045120829258e-01,8.470100138479562391e-02,1.625560008963557790e+00,8.041119900798021636e-01
2.679289323835620351e+00,3.557983541362907953e-01,2.884694021615569426e+00,9.544891078784394356e-01
2.876917064487468645e-01,4.108433699468967415e-01,9.643954232190413700e-01,8.273301648331580216e-01
3.093878969266901646e-01,8.389773308849990396e-02,3.938256261707899775e+00,4.543583963996045694e-01
1.709739166526517973e-01,4.671652588439635656e-03,4.449854628133871337e-01,4.767175059743129495e-01
5.412259253100095563e-02,1.347723144866176948e-01,1.843846302773991530e+00,1.390284045365052901e+00
2.030712549161029501e-01,9.999967218482870915e-03,1.825747743294392711e+00,6.810831916158814892e-01
4.932406472022931032e-01,3.450911324956683606e-03,7.580174253345012270e-01,8.079069867475973110e-01
