rho_star_150_465,rho_star_465_495,rho_star_495_570,rho_star_570_700,rho_star_700_1000,rho_star_1000_2000
0.0249303644,0.0950203751,0.480732616,0.530485822,1.89588668,2.16672593
0.156627515,0.710795397,3.59060313,3.20702384,15.8993609,6.81598598
0.0241716653,0.032873514,0.217589211,0.262256182,2.66184404,1.06507693
0.0136025188,0.0910884052,0.399853859,0.698042817,5.51952685,1.44132722
0.0536879437,0.201081226,0.819576715,0.650892257,2.26912331,7.83103757
0.0398167352,0.209012301,0.757437511,1.04078211,8.55559831,5.19646847
0.0641790801,0.20430321,1.0075669,1.22907227,6.71371471,5.01125756
0.0208931007,0.049800068,0.140111164,0.186063886,1.76087309,1.56376914
0.0143047586,0.195028625,0.909774164,0.550628501,6.03636048,4.14096739
0.0468616334,0.111848775,0.989685875,0.925276173,3.51201578,2.20975233
0.03123233,0.157167263,0.853504805,0.704602704,8.1708289,3.51323002
0.0114063001,0.0463563997,0.20480147,0.239037568,0.96941874,0.69894595
0.039585476,0.198789832,0.682194352,0.529500038,5.97499469,4.16876029
0.111330732,0.280260815,1.41117858,1.28482635,22.916056,6.30613206
0.126499427,0.598466088,2.58367555,3.25475617,65.5806194,20.1355417
0.102061127,0.177194387,1.17276453,1.28064349,12.8066624,3.28220345
0.091178414,0.320493566,1.24141618,1.15021436,7.9194267,2.40158976
0.0194225176,0.0643672004,0.209878479,0.325410551,0.635396705,0.755340465
0.0559546058,0.117225383,0.668121295,0.598002064,1.35586189,2.87630789
0.0145715066,0.0518493372,0.24091662,0.259184977,1.72732929,0.546314034
0.0257831928,0.325306281,0.693188109,1.05022855,3.90749514,7.48320077
0.0641573408,0.325505235,0.65754532,1.00167003,10.4398432,1.43534969
0.0191281782,0.1036696,0.172570146,0.469044688,1.11163541,1.62454722
0.0106669826,0.0368801128,0.189202543,0.166577556,1.40715116,0.639870782
0.0953637192,0.590198904,1.66130331,0.850134697,8.56352706,8.40535441
0.0243096049,0.0602535554,0.223332577,0.490966819,0.911718149,2.32707138
0.0325518137,0.182444161,0.398666358,0.528418706,3.92926162,2.48894073
0.0212174066,0.0422303713,0.264229964,0.306643791,4.02301304,1.20532361
0.0226273308,0.0770927854,0.206642531,0.203481565,2.73847666,0.813832273
0.038643623,0.291642826,0.944284294,2.23794912,6.83296859,7.73670468
0.0157209821,0.105392379,0.245986642,0.142554964,1.11795736,0.501691987
0.00819688545,0.113962983,0.520417035,0.331758854,2.84262641,2.34563956
0.0311678301,0.259991794,0.806721387,1.04458017,6.77871855,2.48493252
0.00408558781,0.0517025157,0.185423581,0.234985551,0.988087708,0.779669392
0.0763275897,0.502796169,0.834041169,1.69615427,12.3809564,2.93930403
0.00871335799,0.0507977773,0.099513127,0.179489228,0.951797252,0.984781083
0.0317468518,0.28739719,1.2705408,2.17647016,8.45464304,8.56288678
0.0194310774,0.230312276,0.54805424,1.05345285,10.1371182,2.36216364
0.0513609155,0.614972435,1.06777812,2.44596367,17.9777493,3.44348933
0.0273699853,0.1001392,0.105071778,0.243035845,1.70093623,0.493202848
0.027834183,0.318744188,0.623334019,0.577613171,3.45956986,1.91147373
0.0163156487,0.108929439,0.833013266,0.307892027,2.05754981,0.900938454
0.00741352223,0.0371766509,0.0925906107,0.227002415,2.24557173,0.593896605
0.0462149435,0.364334729,0.756026234,1.2293251,16.9401255,8.00722858
0.0202556265,0.0413528594,0.525546898,0.335722748,3.53920801,1.30526375
0.0153482322,0.231891553,0.459030407,0.519651827,13.2011602,2.68272596
0.0462219596,0.102351594,0.555834219,0.93574437,6.5976562,1.40115398
0.0371750152,0.201372535,1.96706106,1.3575032,8.18937766,3.24211282
0.0186663789,0.10480353,0.39033011,0.338011329,2.31337481,0.477547926
0.0760222949,0.279700029,1.0929013,1.08294201,4.59484684,2.6294451
0.0106001304,0.132605754,0.621782256,0.771091765,2.85894785,1.55971046
0.00419472319,0.0297315684,0.0301812566,0.152600335,0.433287845,0.479887342
0.0152976251,0.157834407,0.856318598,1.48206546,6.83787108,2.15404609
0.0314684815,0.0913246599,0.480791419,0.955090002,6.21389332,1.35149858
0.0149683358,0.095917707,0.358387606,0.31644208,3.73451162,2.22681449
0.0524896056,0.199309426,1.67915853,1.50893508,7.99760101,1.39153435
0.094383323,0.392476123,2.38082996,1.87229894,5.45217153,4.68239976
0.00808729865,0.0373406899,0.225074223,0.207908023,1.20053813,0.958400429
0.00713896669,0.0433266514,0.146890985,0.193175402,2.21860844,0.636045954
0.0320910409,0.125016402,0.497750354,1.38598289,4.87825932,2.83630192
0.049119297,0.165905537,1.08303042,0.991644526,12.1321481,3.09146488
0.0456273637,0.271484897,1.12617769,1.35556313,17.9838403,3.37368064
0.014525561,0.0517118172,0.263768781,0.274762998,1.51534,1.44198874
0.0166877018,0.0568602621,0.613689189,0.335472456,3.65670644,1.00300205
0.0154761782,0.0809578943,0.213823187,0.217502874,3.02925177,1.60648825
0.00957064577,0.0581259239,0.214840669,0.177510062,1.30872681,0.656512365
0.0500422953,0.107679132,1.52888883,1.15366395,13.896747,3.26813242
0.0528700264,0.133881057,0.661622882,0.808153286,7.20607644,1.94293869
0.0202712842,0.0990476683,0.369066423,0.569898487,2.19191777,0.718788653
0.0395654019,0.176359783,0.605053164,0.41611191,5.71166006,3.60149997
0.0643284649,0.199507761,0.635511817,0.47007621,5.46695856,3.56214883
0.0190166196,0.167093376,0.588491002,0.507396713,3.37065667,2.11444887
0.0592315578,0.258193015,0.666103644,0.739979692,3.9938475,3.34954606
0.0156507795,0.0884389418,0.385073378,0.505935702,2.34021205,0.643155661
0.0256714186,0.096430708,0.684024915,0.443133249,3.49140966,2.16638746
0.0194174508,0.129675433,0.62896837,0.896833977,4.59700736,1.74204366
0.0448246515,0.036190283,0.337439364,0.282545806,2.07379661,0.853680301
0.0202610485,0.0642773813,0.265743131,0.956411524,3.03971558,1.21242958
0.1474981,0.834109518,1.88629381,4.53106224,8.49781672,7.71269922
0.0339636113,0.218158832,0.597298846,2.2687824,11.3757745,6.54058995
0.0196198551,0.0538495908,0.212538693,0.158543952,2.62714712,0.631092483
0.0439742601,0.101634168,0.60320653,0.474574883,2.31660355,3.90144488
0.00866255858,0.114384209,0.266421524,0.270363989,1.27339201,0.428842638
0.00514656641,0.016790796,0.151295786,0.109664899,1.92770857,0.736381711
0.0089935568,0.085075566,0.226730236,0.456696066,1.60860501,1.61025643
0.0306474841,0.20243644,1.21614713,1.60928716,21.410457,4.44413146
0.0310613222,0.101591253,0.621232682,0.379214213,4.86971266,1.40532845
0.00522199225,0.0227162155,0.0976874477,0.101720268,0.952814869,0.304426889
0.0177757152,0.146734445,0.220843719,0.431835098,5.45526008,0.764894574
0.0835928195,0.267686198,0.508484055,0.916489499,9.07466313,5.16051772
0.146209178,0.223683059,0.657342794,0.5614299,14.7640741,4.16275224
0.12592968,0.746138079,2.02500183,0.967445029,25.9822664,9.13151006
0.0270661837,0.0773642529,0.306885916,0.408201728,3.10959908,0.6917202
0.0184584511,0.145741239,0.344193483,0.513134062,1.5495099,2.62100746
0.161887314,0.499216351,2.44954652,4.33169165,10.2803894,11.1801956
0.118218355,0.299351262,1.34207385,1.56929524,10.3513449,5.58714007
0.0340842902,0.375816407,1.25533743,1.08920135,3.71571969,4.84592167
0.00994652706,0.178398265,0.305936134,0.283395589,0.812155217,0.606132451
0.00954409175,0.100573027,0.493013947,0.246643675,2.83681889,0.689381375
0.00372474632,0.0315980043,0.135269335,0.278533971,3.64126441,0.713803773
0.0549333079,0.11857032,1.01228416,0.866635551,5.48491921,2.80349533
0.0319324459,0.059648427,0.381549447,0.274170866,4.19055672,1.64976358
0.0301282934,0.112907374,0.679276009,0.47290503,13.7737928,1.9124877
0.0310083456,0.181770059,0.683862009,0.663034753,2.86363113,1.69846775
0.096562017,0.268832821,0.881728178,2.58226653,8.74516581,7.99948214
0.0125724503,0.114375924,0.605000983,0.316970998,4.72265606,1.37264877
0.0688775391,0.136624942,0.703235028,0.628191048,2.59104625,2.47758644
0.0213825132,0.0904395216,0.563529367,0.96231258,2.38915529,1.612452
0.00309406367,0.0341831609,0.196308404,0.186172212,0.3922853,0.386342054
0.157315942,0.393317568,1.50665309,1.93311031,7.09160103,3.93449843
0.0482817116,0.311459671,0.522451836,1.22151032,7.04761169,5.53192014
0.01214987,0.0583389118,0.323490481,0.137296099,0.825706518,1.11876449
0.00866469812,0.0815221274,0.453928416,0.879550856,2.52625665,2.29388416
0.0402999406,0.164997726,0.921370491,1.37337065,3.75933659,15.1796152
0.0411896165,0.108039255,0.45935009,1.03606965,4.25504,3.19962597
0.0277234018,0.14597164,0.413648474,0.610038326,4.69411208,1.77379459
0.00860776529,0.0547980237,0.145371973,0.285290197,4.05507136,0.561745219
0.0207974218,0.0517133236,0.370151672,0.371244151,3.91187035,0.87194324
0.0246018063,0.129545919,0.387974005,0.583093617,3.62819558,3.09976484
0.00615106449,0.0169392949,0.101419347,0.104631088,0.395659521,0.445608344
0.0751558528,0.216406181,0.668843538,2.36459771,8.22117358,2.89628125
0.020519368,0.0962230808,1.05904806,1.33243691,6.04729499,2.06095995
0.0818261456,0.353602375,1.80447793,1.37754572,7.11903752,4.49049335
0.0178291079,0.13496531,0.520634857,0.667512278,5.09834816,1.33787887
0.0149327172,0.163702602,0.405486152,0.794033167,5.54703308,1.19525274
0.0204791196,0.117563072,0.299556028,0.431513979,1.75519432,1.60257421
0.00769252435,0.0140523273,0.118180927,0.176814075,0.519714042,0.555661756
0.00878336166,0.137474185,0.289394545,0.364428496,2.85552783,0.789080641
0.0486306785,0.196032099,1.15475885,0.849197108,9.43665563,2.41919395
0.0730773111,0.182391694,0.928684902,1.33199089,9.16445423,1.07918602
0.134482127,0.285070434,0.888400298,2.06037163,4.26267022,8.02209716
0.0179293852,0.146966815,1.12952021,1.05987904,3.0501419,3.99688725
0.0248821279,0.328962506,1.3639681,0.83169495,8.16197133,7.34648858
0.0228312252,0.123861952,1.07441909,0.283608603,1.49005797,2.52183899
0.310090376,0.484055861,2.70919568,1.48385111,12.0514484,14.2606177
0.0298446785,0.167252661,0.276669036,0.564168047,4.45583507,0.54900029
0.0851786912,0.578402225,0.717346704,3.39948952,9.61431223,6.63890521
0.0562516066,0.313217552,0.445864639,0.491271543,8.98737274,2.15639107
0.012794421,0.0625153638,0.348024933,0.525790566,2.0992386,0.899080433
0.0361918386,0.132492781,1.787027,1.13499464,14.585048,2.78376328
0.0528331026,0.354876107,1.15678385,0.975473474,6.73744828,4.63645664
0.0203463662,0.0399768361,0.540190091,0.502232216,4.58070907,1.22006942
0.0190311319,0.0497095059,0.32721794,0.239392909,4.05001421,0.764932485
0.00242843708,0.025316792,0.17218126,0.0969813932,0.567395972,0.356570482
0.0559379728,0.200654359,1.59198678,0.819286529,7.31703271,2.94084461
0.0389377831,0.0875555616,0.909423652,1.57602412,12.4986466,2.68361927
0.0123565549,0.0224535572,0.112917921,0.173950202,0.850083499,0.654656376
0.0302634595,0.0532105512,0.10792122,0.198943208,1.48399135,0.860774708
0.0719597425,1.14897504,3.58947771,2.06881635,15.5793382,4.42070133
0.0154698187,0.0560992327,0.254019308,0.302856193,0.678398892,1.86965433
0.126039059,0.396414894,1.20543327,0.780727171,19.2057191,3.55208251
0.0278248294,0.30791692,0.295495689,0.522306239,3.16977939,2.65693965
0.01138892,0.0782471184,0.396061167,0.330221509,1.65075051,1.56053716
0.0545113104,0.0988340455,0.367068258,0.344819208,2.81794088,0.903870273
0.0516119275,0.322150325,1.10667664,1.3598931,10.4704939,4.42497264
0.0206439461,0.117902437,0.454072705,0.695408303,3.8761248,3.77063673
0.0349497246,0.172702449,0.627266413,1.25273547,4.06388966,2.91201801
0.012385541,0.0551985982,0.409118669,0.354920997,2.26967477,0.94168247
0.154419757,0.282682035,1.28064173,1.81996597,19.6702795,5.45826274
0.00977038641,0.145804488,0.298821329,0.573738084,1.43906645,0.736058267
0.057243193,0.316023218,1.27208541,2.30146801,7.27027021,4.01391498
0.0407252149,0.28886719,0.963414006,0.856008705,10.1772869,6.51280077
0.0193957469,0.108341058,0.527243489,0.770238517,3.93723303,4.12991569
0.0304753345,0.17002342,0.509867656,0.89470751,3.5740491,4.37126486
0.0463509219,0.109902809,0.65523612,0.654941803,4.143317,3.13237358
0.00807875329,0.0400049305,0.28136314,0.151887843,0.789576797,0.449830029
0.0619665913,0.22625712,1.01999629,0.703946234,3.46379357,4.64868036
0.103610821,0.553549979,1.53936946,4.92686978,9.47120652,5.13992162
0.0385853744,0.273309656,1.25784373,1.25111405,9.29708924,6.19337766
0.111970079,0.312937904,1.29591664,1.14070277,11.8208805,5.96748064
0.0493427892,0.352819148,1.75896937,1.70516951,14.2316345,9.78454957
0.204151306,1.72504432,6.11983374,5.57432489,31.5607132,28.0854294
0.0978384503,0.341465776,1.14405355,1.16591441,5.97059354,3.87826799
0.0122118249,0.0686090184,0.262531586,0.514369633,3.11894731,0.58652215
0.0273492051,0.148916764,0.466578265,0.569936684,3.47927935,1.59535796
0.0153481551,0.1103535,0.355662693,0.184889084,0.816996363,0.553306138
0.0136052841,0.0743033724,0.186018771,0.224665696,1.98462431,0.696738827
0.0455453506,0.0611906005,0.42669081,0.881242628,5.51377086,0.507166012
0.224561423,0.438515949,2.3576609,4.19233891,18.3362445,12.6067833
0.0492893728,0.35178653,1.11882629,1.1817859,7.86757755,1.84069505
0.0145706083,0.112069036,0.328330243,0.347431429,4.32129537,0.702917299
0.0119060785,0.042788289,0.235681224,0.211948861,2.40847428,0.459046014
0.0506843145,0.148182326,0.737994639,0.87923381,6.54815025,5.17530292
0.0810328558,0.524806833,1.2486921,1.97298673,6.06117617,5.66178657
0.0138727019,0.0497736775,0.310090615,0.400435807,0.988861886,0.66454521
0.196246967,0.302884856,1.58023937,2.78217746,6.35704688,3.46164906
0.0295626825,0.0935188085,0.458211247,0.316174377,4.02978875,2.26949895
0.0984626981,1.21507871,7.01090265,2.9008711,39.9795747,10.0819916
0.0174143032,0.0508005195,0.168617631,0.195445904,3.1345916,1.23154936
0.0269870484,0.118265278,0.540047446,0.679183802,2.11321213,4.35988643
0.0417813616,0.095786081,0.386160934,0.483058332,4.97937113,1.87648023
0.00608506939,0.0556899011,0.242987588,0.12408317,1.41554894,0.298737952
0.0408947241,0.159454872,1.1071355,0.871795021,7.81173748,5.21539134
0.0920025035,0.272137101,2.22163467,1.66078835,15.6963088,8.22459832
0.048332769,0.285810007,0.497511082,0.707052421,7.34561041,2.08384969
0.0156299543,0.112026002,0.481670198,0.443359597,5.0151362,1.2501602
0.0115677215,0.0950674314,0.155614345,0.188542897,4.80329581,1.11677912
0.0372896472,0.238561747,0.642535379,0.480770405,2.00720792,2.50900566
0.0106049238,0.0931532567,0.523420415,1.0783166,6.31683839,4.68121061
0.0263241681,0.119245788,0.503648103,0.845857376,3.45665868,6.43185597
0.0223222378,0.108465199,0.450905518,0.590898775,1.86575226,1.2072398
0.0158457904,0.051046256,0.20498113,0.151237165,1.14084492,0.973835803
0.0216193978,0.0672414744,0.4408512,0.359297294,4.97250272,1.6704573
0.126692245,0.279079249,1.27799703,3.32555296,15.0315703,3.03508601
0.0111238378,0.0681136238,0.2051872,0.336173465,2.41047608,1.29617888
0.0553276086,0.249521585,0.630014724,0.522658224,3.35379399,3.5695824
0.0358391713,0.238005972,0.6465598,2.1661417,9.26756703,2.01027393
0.0092379772,0.0506285578,0.298402423,0.277431475,1.83910513,1.49933369
0.0388815005,0.0687393581,0.532110314,0.99167179,2.04816423,3.4174521
0.0244916751,0.0832637598,0.145570988,0.273673465,2.73700045,1.33614037
0.0796031057,0.435988171,1.98230197,1.79413721,11.5606502,4.60891627
0.0560050473,0.101813151,0.916383608,0.567497729,5.46092652,2.48632755
0.0386160207,0.050345952,0.348606113,0.494553739,7.08209488,0.945281645
0.0335313608,0.232462537,0.512210675,0.641426978,5.33569497,4.11577977
0.0384875904,0.235094521,1.12325692,1.34376728,7.74845607,6.10562361
0.0403841728,0.11052788,0.271787408,0.572988985,4.88141212,1.10045736
0.010478638,0.0499083785,0.157163571,0.17432688,2.35091809,0.427597215
0.0182179626,0.135618882,0.765412993,1.35631592,7.76352919,4.09917471
0.0220118565,0.127839934,0.270401798,0.849556983,8.87540875,2.34853897
0.0617070364,0.423619125,1.34533662,1.08615794,6.70096126,2.65957279
0.0245429174,0.15825235,1.85072873,1.10688596,10.306564,2.50330728
0.0231503076,0.0774673285,0.668316383,0.428306636,4.04867006,2.20242466
0.0694928769,0.122062805,1.35828962,2.78284242,5.45094661,2.2596956
0.0796718894,0.13838213,0.798225106,2.23005942,11.6857379,7.04766365
0.0576287936,0.153158869,0.549821655,0.996572159,2.58951346,1.58747282
0.0287252733,0.169384202,0.753131143,0.381253635,3.92802045,1.89247994
0.0163591854,0.0541188777,0.426817598,0.429671119,1.14395984,2.081942
0.0243872918,0.138134117,0.676772847,1.14549538,2.53890698,2.05927812
0.0222757237,0.174834743,0.38168193,0.510475099,9.96961755,3.18055368
0.0173907294,0.083128989,0.656519276,0.571223909,0.859628248,0.672995475
0.012925945,0.10945356,0.424176938,0.60578754,3.86614958,2.34876722
0.188351663,0.179421896,1.24154927,2.16211461,2.71621448,4.50461526
0.0213745583,0.06248488,0.478917286,0.489116568,0.900248604,1.99525862
0.0361441463,0.12880116,0.757293019,0.270181971,4.57916774,1.7838004
0.0171662834,0.061076171,0.324191515,0.498220104,2.55948845,1.27969706
0.00992405172,0.0852616639,0.226424007,0.374918018,2.99345547,1.17996455
0.0198540752,0.177182538,0.488986841,1.07014279,5.63949363,1.36279742
0.0136565879,0.0658490666,0.121271593,0.27868475,5.87188113,0.821900308
0.0795331664,0.212369864,1.3369201,1.64723563,8.17227319,2.15320343
0.0640345357,0.338036011,0.872647625,2.25051632,10.5391012,9.92808083
0.00549059543,0.0391338293,0.283200547,0.225768105,1.27473428,0.701653753
0.0249363798,0.133375468,0.472374926,0.908938892,4.25204901,3.63087631
0.0549838147,0.133479423,0.555061518,0.716333292,4.56649401,5.34116694
0.00339959752,0.0165475932,0.0782122928,0.119500463,2.78214625,0.268811632
0.0120320449,0.0536788004,0.114985537,0.256467506,1.10464632,2.12320334
0.0615995001,0.197191195,1.701875,1.45678363,3.45661507,3.17617748
0.0192442297,0.0409442884,0.220247114,0.188963552,3.02399,1.43374551
0.0840265899,1.01576413,2.27297691,1.07190194,14.3269846,5.38901699
0.00500671035,0.0255521101,0.0898537598,0.0800584992,0.451616745,0.675479783
0.107852614,0.348412648,3.25953051,3.48613006,12.3609741,9.71427233
0.0150660195,0.0344110838,0.130687902,0.113772889,0.817505265,0.870254791
0.0254475637,0.127865329,1.25260623,1.35367272,6.96971844,2.49055859
0.0185549126,0.236629844,0.828421211,1.6504567,9.46408149,14.247065
0.0442754297,0.14745316,0.39908306,0.647626296,2.347373,2.16588558
0.0387343552,0.200596843,0.960349064,0.838609315,11.4943033,3.88037152
0.00332569203,0.0326809823,0.148369575,0.12374803,1.34871765,0.222418706
0.0462885122,0.12566091,0.603468968,0.724162531,7.75244957,3.08244259
0.0344957166,0.327063198,1.24519972,1.28746986,3.50954959,2.60337407
0.0648693639,0.186108675,0.77844892,0.925371745,4.93669266,2.46453249
0.0173522968,0.0909220365,0.477368165,0.517063167,2.68967859,3.33274042
0.233692284,0.719118506,2.49976221,3.86853495,13.0123279,15.0545803
0.0182300777,0.0725234907,0.163068114,0.246843781,1.44498046,1.06213706
0.0228089785,0.0595552959,0.303007741,1.13437904,2.21448228,2.29112905
0.011990215,0.209570725,0.456091437,1.01974574,3.15776996,2.61425725
0.0381973397,0.307664664,3.00482069,1.24673375,19.5792355,6.77457752
0.0176314014,0.0876314847,0.605216801,1.03401461,4.44635931,4.24879687
0.0295045118,0.174099079,0.821789795,1.78486319,10.2890992,2.95148947
0.0660602041,0.267671833,1.349045,1.38863189,13.0680148,7.9934185
0.0575350358,0.264014243,0.610977635,1.1299144,3.67148183,1.27464896
0.0266249788,0.06108215,0.194905144,0.44126898,2.0586698,0.831952229
0.0696235408,0.233485634,0.708816814,0.529090905,3.76522887,6.69981642
0.00641593314,0.122699838,0.573066823,0.583683488,3.20742538,0.754357767
0.0503435992,0.23505243,1.23663875,1.49145141,7.68581088,4.24649233
0.0353841455,0.404559689,1.04633515,1.24513264,11.8456003,8.4574207
0.0275524152,0.198237838,0.426302161,0.732483289,2.13749205,2.02775792
0.0712941036,0.208929679,0.601130826,0.610982524,13.0959176,1.86420195
0.0295053354,0.0926197353,0.239335515,0.522152966,3.34236396,1.2379197
0.0977780043,0.344986548,2.1208009,1.46418299,6.35018575,1.52039728
0.00522285334,0.0415705604,0.233062136,0.20980727,1.00129107,0.536643059
0.00982484767,0.0437274256,0.197486322,0.145534314,0.42305972,0.817718619
0.0157068834,0.044211962,0.222354228,0.168088244,1.44117747,1.11367163
0.0300861235,0.0974979489,0.397754133,0.767477451,2.75032429,5.01254139
0.0512438266,0.138320889,0.457024752,0.54172349,4.35656018,2.11731681
0.0385777051,0.118509029,0.65563813,0.460418334,6.58129004,1.78581049
0.0185037633,0.100678128,0.225990542,0.359817461,2.03001293,1.68955227
0.0179974933,0.0717011701,0.53911977,0.861549437,6.92616879,4.00226741
0.132057591,1.10076785,0.686610465,1.04885964,12.2578256,4.21788877
0.0250493289,0.189672949,0.437484234,0.488249768,7.59333126,1.24263901
0.0114179235,0.0239755552,0.0644403166,0.115485385,1.39837954,0.348819613
0.00762075128,0.0785043178,0.20771653,0.213689929,0.820090926,0.754596246
0.0458437816,0.254815188,0.385749442,0.717990514,2.07599074,2.82065683
0.130255809,0.218573889,0.781364441,1.53235997,7.18866119,3.99949242
0.0227916728,0.549789846,2.35467512,2.81657508,13.7250622,7.61886623
0.00488282683,0.0099918337,0.0299626049,0.0332674385,0.34219963,0.138077655
0.0129299842,0.100003959,0.457183586,0.381187705,1.86827069,2.52351659
0.0202760489,0.0448249534,0.679879401,0.436803608,7.58198903,1.61471808
0.102395478,0.499355745,0.991506067,2.75515015,10.0108251,9.20874307
0.0146265717,0.197086338,0.856013106,0.62744329,17.9175117,4.59479107
0.0133396881,0.101753685,0.361149601,0.916230061,2.31400368,1.08440076
0.0333681418,0.156916523,0.279019505,0.731607568,6.54790108,2.64074392
0.0213241846,0.0357790001,0.316206423,0.338063327,1.08488615,0.500140147
0.0378453187,0.045429965,0.29283754,0.397939513,1.13053622,1.88939209
0.00563701655,0.026007197,0.0615983127,0.180669119,0.549919877,0.739962241
0.143357268,0.378998909,1.75002197,3.27094533,25.8289483,9.85275053
0.0143436335,0.0835565166,0.309646765,0.420239356,3.82419529,0.933585487
0.0536252519,0.178348215,1.42197972,1.31257789,20.1790447,4.64505862
0.0219392285,0.109845216,0.658484405,0.664387077,6.69470727,3.80935443
0.0286251115,0.0402220956,0.268943542,0.170787001,2.44790274,0.773767223
0.0285386544,0.0428404194,0.167347602,0.57652006,8.93291051,1.81197585
0.0345133693,0.0412039377,0.566012336,0.405600243,2.990157,1.13694303
0.123792207,0.218895544,1.34541143,2.6248608,6.97861845,9.6676703
0.00362328866,0.0518776892,0.113733814,0.0815222037,0.501433449,0.86348204
0.00256983767,0.0083656583,0.085310565,0.12051717,0.910281132,0.473644892
0.0123188134,0.041631249,0.152315786,0.666182723,3.76052045,2.11680586
0.061147325,0.192224974,0.38131578,0.404806046,1.17492758,3.34220852
0.00508290929,0.0783077553,0.104577878,0.123948736,0.563628978,0.549497639
0.0560893932,0.177086953,0.613055772,0.683897606,2.88894108,0.913824846
0.171115191,0.865948187,1.94258964,3.01085348,5.70670118,5.14646718
0.0705156001,0.209430419,1.33784274,1.1252873,3.74680501,4.68869022
0.018850629,0.065836583,0.351555791,0.511115495,2.11630001,1.13408391
0.134518794,0.322088225,1.15759108,1.11818856,7.43360414,5.2509911
0.0432520451,0.229838043,1.00491689,0.831525029,2.69050093,3.81943215
0.0100550825,0.0684447748,0.161261812,0.271742543,1.2545097,0.577164435
0.0471595907,0.161014968,1.67664338,0.576257318,7.02702208,2.48486309
0.128025225,0.205580007,0.741629935,1.81511524,11.989532,9.95336444
0.0130374234,0.0563262051,0.130743395,0.332341378,0.769005129,0.540666114
0.0808625559,0.703475817,1.9612163,2.47730277,18.8440926,4.75439599
0.016703337,0.0520973992,0.216863276,0.195766219,0.821177852,1.02366143
0.0125407172,0.0508268772,0.180398289,0.426094397,1.76283084,1.16407186
0.0640440363,0.27272944,2.86641587,2.30745698,10.1817094,9.25164457
0.0866445992,0.185710588,0.886868966,0.976534948,6.67854268,5.03503006
0.0258666047,0.211474986,0.914321736,1.52135733,5.11433191,6.16111034
0.017427596,0.0445610512,0.189612875,0.326333518,4.72633459,0.435943667
0.0139476791,0.0583737881,0.257514015,0.200090724,1.4222687,1.65864159
0.0223739957,0.158803739,0.323880337,0.936709449,1.52918438,1.7627107
0.0138458665,0.0454489189,0.149973065,0.204485261,0.57367514,0.675766165
0.015900661,0.117908158,0.405766283,0.319580871,1.86581159,0.456903604
0.0167822582,0.115475795,0.713981674,0.634075673,2.96360521,1.55722711
0.011180932,0.0861386009,0.540383601,0.546564135,4.50891389,1.21892375
0.0145285452,0.0821366529,0.174780242,0.304107379,1.32707808,1.26029842
0.0268279953,0.122401554,0.636235413,0.572043839,4.53772707,3.14409835
0.0150348453,0.136776523,0.397233016,0.476298452,1.69839644,1.11257892
0.0163750146,0.0694950273,0.288800012,0.617610205,2.51154772,0.635558807
0.00722794595,0.0908173193,0.162583333,0.237994366,1.45408256,1.1287364
0.0279524507,0.0677517755,0.410249409,0.418071098,0.830176648,0.591188239
0.0382290238,0.277993478,0.634616012,0.650884993,6.01800611,3.18407178
0.0131252248,0.0967628751,0.277032964,0.32511756,3.12459696,1.46838999
0.0593583214,0.106952546,0.653589024,1.06027312,17.6363199,4.6558169
0.0465881778,0.15045094,0.381834269,0.625035129,4.53403123,2.21579195
0.034489805,0.14023626,0.961515191,0.768135626,14.4493743,2.19852024
0.348646608,0.700792664,5.72772428,3.09694098,49.7207312,28.2328384
0.0941085816,0.538250814,1.58379468,2.89553174,6.50365774,10.6997799
0.00813386201,0.0277542349,0.119156924,0.125558298,1.01676388,0.270066296
0.0207994685,0.209236456,0.68385314,0.491635107,4.20526223,3.5854062
0.0126323899,0.0346451097,0.785442635,0.28929308,1.22520507,0.810658298
0.0796000367,0.239770953,0.727706143,1.93837407,5.86842616,8.21385615
0.0162888764,0.0606716717,0.284984705,0.539044643,10.7676939,0.615754476
0.0744679041,0.17899697,0.822692401,0.721564085,4.74951519,2.36639951
0.0235543189,0.098901699,0.530615836,0.543749924,3.44518968,2.2562225
0.0265173036,0.158464329,0.474519223,0.501709177,4.82354475,1.34693522
0.0200469024,0.174204886,0.707290214,0.848135644,2.36917335,1.76296815
0.0117876949,0.16629991,0.782588174,0.958440971,5.08429935,5.15308293
0.00736647684,0.0691269441,0.290962258,0.284120677,4.21762993,1.70655356
0.0471166728,0.222760066,1.04327948,0.733343686,3.94159327,1.21665545
0.0651476334,0.315422706,1.90073468,1.1738232,37.6216824,3.71237182
0.0215769607,0.116404613,0.416121829,0.786895342,1.8260068,1.06394513
0.158207548,1.76535296,4.21411181,7.96303727,66.7030363,40.9382997
0.0421011268,0.324365205,1.04250879,0.721465878,15.7356233,2.02521982
0.38251356,0.768038271,3.48282784,6.57090125,20.9840527,14.969344
0.344301477,0.541527621,4.06934875,3.27795939,29.5778344,23.2854689
0.00975549594,0.049417651,0.256124088,0.276690124,4.57352337,1.2849085
0.0537652239,0.143859921,0.564377857,0.395489992,3.29116269,1.01077525
0.0476160255,0.155635628,1.28019073,1.53492587,5.43230454,5.16564276
0.024954401,0.221560463,0.521248573,0.671922196,2.66302108,3.72037599
0.031558538,0.165093069,0.386381153,0.588571781,3.21003863,2.01950604
