rho_star_150_465,rho_star_465_495,rho_star_495_570,rho_star_570_700,rho_star_700_1000,rho_star_1000_2000
0.0323596193,0.156132006,0.511143096,0.472531816,3.51722335,3.53930141
0.0233890658,0.104667481,0.372641424,0.75997027,7.339003,2.06857867
0.256409246,0.909022128,1.32341268,1.42943956,25.9584198,18.3486398
0.00859138649,0.0816208182,0.139240426,0.331931952,3.35488353,1.04306257
0.00405917129,0.0220936414,0.245227559,0.134259879,1.15024274,2.43263971
0.0125914001,0.142589668,1.10452064,0.716711676,8.15504613,3.56442714
0.0141503251,0.0560335988,0.31045163,0.13592998,2.07537107,0.547943969
0.0401646488,0.133162039,0.620770251,0.509704762,6.3973663,1.35225613
0.0389624208,0.134672615,0.695812861,1.32508089,10.8241869,2.26492637
0.0250798335,0.119969671,0.400869334,0.67157202,8.67818083,3.61467137
0.0371049588,0.143902031,0.354079699,0.704052001,2.55392792,2.23511245
0.0165864251,0.0494650243,0.402977119,0.435275013,3.02202285,2.81631007
0.0411320503,0.0986211663,0.374008096,0.511885313,2.57248041,1.83184294
0.122057527,0.581465407,2.41589649,2.8424529,16.5464665,6.68568089
0.0193681698,0.156345933,0.67880597,0.558252142,2.71489298,2.6393695
0.0117342891,0.0418331471,0.159438317,0.169642901,0.743466527,0.344800477
0.0355164712,0.251377812,0.543547733,0.878607484,5.59503484,4.35877511
0.0122691722,0.0815796269,0.204679467,0.539500391,1.09459111,0.578662911
0.0109787515,0.0669965755,0.389369167,0.646883458,3.84505965,0.674412936
0.0318170932,0.0793056614,0.312135819,0.55636293,2.75161238,3.05551344
0.0270031613,0.0791654229,0.154004871,0.275427366,0.546945535,0.684622967
0.300931082,1.75726594,6.60600235,10.2833398,94.0376612,27.2541521
0.0247412263,0.115285916,0.631331075,0.866552961,1.30842864,0.677374981
0.0132165362,0.0938245021,0.346296274,0.39712843,1.91472584,0.486684316
0.00376681834,0.0380434222,0.262632999,0.144168755,1.06500156,0.530485767
0.0166780425,0.152168509,0.671420583,0.980890754,12.9512183,1.58594071
0.0373157543,0.173103731,0.669800442,1.80298339,4.32259605,5.99159446
0.0329531082,0.102901348,0.277116714,0.574517696,3.12194519,1.65454478
0.0713572783,0.117602929,0.645196802,0.83022736,9.04575331,3.28502416
0.0678105253,0.386151217,1.394907,2.94200972,6.28698633,4.06682687
0.0374380584,0.196042746,1.42803037,2.25565893,5.80851579,3.13599579
0.0443424667,0.0943781872,0.579867444,0.517791281,3.33701792,3.63081659
0.0229337222,0.0537284701,0.736908678,0.342577909,4.04326375,1.78474841
0.0464679872,0.100758619,0.663831016,0.743204767,5.25623684,2.9191692
0.0533801707,0.308243396,0.695382203,1.28777935,5.24939435,5.96015614
0.0376436845,0.216168423,1.01304927,0.930789819,13.6338833,4.02125268
0.0244794028,0.0774065514,0.358007034,0.276500188,2.38156342,1.24435348
0.134998097,0.279457359,1.53054604,2.16671264,13.4558246,2.76611217
0.0149618634,0.110050503,0.993629368,0.476806297,2.34822868,0.873428086
